wilcoxon,t-test,t-test_overestim_var
S100a6,S100a6,S100a6
H2az1,H2az1,H2az1
Anxa2,Sub1,Anxa2
Hmgb2,Anxa2,Lgals1
Lgals1,Hmgb2,Hmgb2
Actg1,Lgals1,Ybx3
Vim,Txn1,Lmnb1
Sub1,Prelid1,Ahnak
Txn1,Vim,Vim
Ahnak,Gapdh,Rrm2
Gapdh,Actg1,Serpinb6b
Klrk1,Slc25a3,Pclaf
Itgb1,Ndufb8,Gapdh
Serpinb6b,Cox5b,Stmn1
Plek,Ahnak,Tpi1
Lmnb1,Alyref,Birc5
S100a4,Lmnb1,Txn1
Ybx3,Ybx3,Cks1b
Bhlhe40,Atpif1,S100a4
Prelid1,Tpi1,Actg1
Tpi1,Reep5,Fabp5
Ldha,Cdc42,Uhrf1
Rps27l,Pdia3,Tk1
Alyref,1810037I17Rik,Plek
Slc25a3,Bag1,Ccnb2
Pcna,Pcna,Casp3
Ybx1,Serpinb6b,Cdca3
Hmgb1,Pgk1,Mt1
Casp3,Pkm,Cdca8
Pgk1,Sec61g,Dut
Anp32b,Stmn1,Bhlhe40
Nme1,Cks1b,Gmnn
Rrm2,Aldoa,Hells
Mt1,Mcm3,Alyref
Stmn1,Itgb1,Mki67
Ifng,Rps27l,Sub1
Lgals3,Anp32b,Itgb1
Hsp90aa1,S100a4,Tyms
Cox5b,Cfl1,Mcm3
Cks1b,Rrm2,Spc24
Tk1,Ddx39,Ccna2
Adap1,Birc5,Kif15
Ndufb8,Pclaf,Tipin
Il2rb,Casp3,Lgals3
Pgam1,Erh,Mcm5
Birc5,Ldha,Batf
Gmnn,Pfn1,Sdf2l1
Cox7c,Gmnn,Prelid1
Fabp5,Pgam1,Pgam1
Pkm,Hmgn2,Cenpa
Ddx39,Cenpa,Lig1
Hsp90ab1,Dut,Pkm
Mcm3,Ywhae,Adap1
Uhrf1,Fabp5,Cenpw
Cdca3,Hnrnpd,Ptma
Ywhae,Plek,Dtl
Ranbp1,Tipin,Pcna
Cox5a,Ybx1,Hsp90aa1
Pdcd1,Batf,Atpif1
Batf,Tma7,Clspn
Tipin,Uhrf1,Gins2
Ptma,Ccnb2,Cks2
Dut,Atp5b,Psat1
Ran,Il2rb,Rps27l
Osbpl3,Bhlhe40,Rrm1
Dtl,Cdca3,Top2a
Pclaf,Mcm5,Il2rb
Atp5b,Dpy30,Pgk1
Hells,Psmb5,Dctpp1
Cenpa,Tk1,Bcl2a1d
Atpif1,Hsp90aa1,Ddx39
Kif15,Hells,Mcm7
Mcm5,Psma4,Ran
Ccnb2,Hmgb1,Rfc3
Tyms,Hnrnpa2b1,Hmgn2
Mki67,Ptma,Fignl1
Ccna2,Ran,Pdcd1
Cdca8,Ndufab1,Anp32b
1810037I17Rik,Mcm7,Ezh2
Spc24,Mt1,Ldha
Top2a,Slbp,Rad51
Fignl1,Cdca8,Ndufb8
Eif5a,Sdf2l1,Mcm6
Psma4,Arf1,Smc2
Bcl2a1d,Sept11,Serpinb9
Ctla4,Psma1,Tnfrsf9
Atp5pb,Etfb,Erh
Erh,Tyms,Cdk2ap1
Hmgn2,Lig1,Chaf1a
Hopx,Spc24,Ifng
Set,Prkar1a,Asf1b
Nrgn,Ccna2,Zbtb32
Sdf2l1,Cox8a,Tpx2
Klrc1,Mki67,Tacc3
Cenpm,Cdk2ap1,Hmgb3
Clspn,Dctpp1,Ybx1
Rfc3,Calm1,Sept11
Gins2,Efhd2,Tmem97
Cenpw,Arpc5,Hspd1
Hspd1,Kif15,Bcl2a1b
Cox8a,Psat1,Tfdp1
Nap1l1,Cmc2,Ccnb1
Zbtb32,Ube2l3,1500009L16Rik
Dctpp1,Uchl3,Ppil1
Mcm7,Mcm6,Osbpl3
Tnfrsf9,Cenpw,Mcm4
Lig1,Lrrc59,Cenpk
Rad51,Ranbp1,Etfb
Srsf3,Hdgf,Cenpm
Sumo2,Psma6,Dhfr
Bcl2a1b,Got2,Lrrc59
Mad2l1,Lgals3,Rilpl2
Ncapg,Ywhah,Cox5b
Pdia3,Dtl,Ywhae
Hint1,Srsf3,Gzmb
Ezh2,Tkt,Prdx4
Cks2,Eif5a,Nsd2
Nudt4,Krtcap2,Dpy30
Tpx2,Eif1ax,Rpa2
Mcm6,Ezh2,Rfc4
Rora,Mdh2,Ranbp1
Mif,Rpa2,Slbp
Mapre2,Cdc34,Hmgb1
1500009L16Rik,Lcp1,Hmmr
Il18rap,Nap1l1,1810037I17Rik
Aldoa,D8Ertd738e,Klrk1
Ccnb1,Ptges3,Nap1l1
Chaf1a,Rilpl2,Nudt4
Ube2s,Rrm1,Ctla4
Hmmr,Cks2,Cisd1
Cdk1,Micos10,Uchl3
Ywhah,Nudc,Mad2l1
Serpinb9,Rexo2,Shcbp1
Smc2,Psmd6,Cmc2
Marcksl1,Bsg,Hopx
Psat1,Nudt4,Ncapg
Prdx1,Sumo2,Reep5
Tacc3,Canx,Slc25a3
Mrpl18,Smc2,Pdia3
Slbp,Ciao2a,Orc6
Slc25a5,Nme1,Eif5a
Ehd4,Serpinb9,Cenph
Cdc20,Hspa4,Ska1
Hmgb3,Gtf2h5,Bub1b
Rbbp8,Phf5a,Nrgn
Rrm1,Hspd1,Eif1ax
Etfb,Ppil1,Cenps
Prdx4,Sar1b,H4c9
Cenpk,Dph3,Dtymk
Ube2l3,Baz1a,Map2k3
Dpy30,Cox7c,Ccne1
