wilcoxon,t-test,t-test_overestim_var
Rps3a1,Npm1,Npm1
Rps25,Dhfr,H2az1
Npm1,Gemin6,Tubb5
Rps4x,Rad51ap1,Tuba1b
Rps8,Rrm2,Rps25
Rps12,Rad51,Rrm2
Eef1b2,Ccnb1,Rps3a1
Rplp1,Fabp5,Impdh2
H2az1,Cenps,Fabp5
Rps2,Ccna2,Eef1b2
Rps20,Rps3a1,Pa2g4
Rpl15,Pfas,C1qbp
Rps17,Impdh2,Lsm3
Tubb5,Dscc1,Rps4x
Rpl36a,Tuba1b,Birc5
Eef1d,Cdkn3,Ccna2
Hspe1,Birc5,Ranbp1
Rps27a,Cenpm,Dhfr
Tuba1b,C1qbp,Rps27a
Rpl3,Dnph1,Rpl14
Ndufab1,Timm8a1,Timm8a1
C1qbp,Haus1,Tpi1
Eif4a1,Isoc1,Rad51
Impdh2,Cluh,Cdk2ap1
Ranbp1,Tubb5,Rps12
Rpl14,Aim2,Rplp1
Rpl7,Pitrm1,Nudc
Nucks1,Spdl1,Eif5a
Rps18,Nefh,Ccnb1
Eef1g,Pa2g4,Hells
Nudc,Plk1,Snrnp40
Rpl6,Cenph,Hspd1
Hnrnpd,Clspn,Tk1
Rpl5,Hells,Cdca3
Rpl23a,Rps25,Ptma
Eif5a,Timeless,Clspn
Lsm3,Tpx2,Gemin6
Cdk2ap1,Ranbp1,Rad51ap1
Ddx39,Cdk2ap1,Cenps
Set,Cdk1,Hnrnpa2b1
Nme1,Gpatch4,Ppp1r14b
Atp5b,Ccdc34,Phgdh
Rpl31,Thop1,Nolc1
Rpl13,Nop16,Ccdc34
Pa2g4,Tpi1,Psmd7
Ppp1r14b,Pabpc4,Hmgn1
Lsm2,Lsm3,Rpl36a
Tpi1,Ppa2,Nop58
Rrm2,Ccne2,Pfdn2
Psmd7,Fh1,Nop56
Rps6,Suv39h2,Pclaf
Hdgf,Fignl1,Lig1
Mrto4,Rangrf,Lsm2
Rpl11,Tk1,Rpl15
Hsp90ab1,Hspd1,Fh1
Snrnp40,Cdca3,Cenpm
Hnrnpa2b1,Rps12,Lrrc59
Eif4g2,Slc29a1,Cenpw
Rpl41,Sgo1,Mcm7
Pfdn2,Asf1a,Prmt1
Eif3c,Abce1,Set
Rps26,Eif5a,Abce1
Ptma,Cenpw,Ndufab1
Timm8a1,Rps4x,Tsfm
Anp32b,Lig1,Pabpc4
Nop58,Rplp1,Nucks1
Dhfr,Set,Hspe1
Rad51,Rpap1,Fignl1
Pgam1,Psmc3ip,Lyar
Erh,1190007I07Rik,Alyref
Atp5g1,Ccp110,Eef1d
Hmgn1,H2az1,Ccnb2
Nsun2,Eefsec,Dtl
Hspd1,Phgdh,Hdgf
Cct8,Cdc6,Atic
Ccnb1,Atad3a,Ddx39
Cct6a,Eef1b2,Pfas
Phgdh,Grwd1,Tpx2
Ccna2,Tacc3,Mrto4
Rpl28,Nolc1,Eif4a1
Fabp5,Melk,Cct8
Nop56,Ltv1,Cdca8
Rpl8,Tsfm,Anp32b
Hells,Nudc,Gpatch4
Cct5,Pclaf,Cdkn3
Hnrnpab,Atad5,Asf1a
Pebp1,Bub1,Cdk1
Rpl26,Nop58,Ebna1bp2
Rpl27a,Tmem109,Rps8
Prmt1,Hmgn1,Nsun2
Thoc3,Ung,Rfc3
G3bp1,Snrnp40,Dscc1
Hnrnpa1,Abhd10,Vars
Pabpc4,Cdca8,Haus1
Clspn,Syce2,Pgam1
