,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.44865763,-1.4205348491668701,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.54375094,-0.26135194301605225,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.889198,-1.2585453987121582,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.46280724,-1.367332935333252,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3918837,-0.6977353096008301,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,9.581397,-18.119104385375977,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.66171235,0.21055054664611816,True,0.03720893977886294,0.04015691627798703,0.019170608370744194,193.33633262211015,0.3072031134366989,0.09324461221694946,0.14341677725315094,0.23696915369891297,0.0,0.0,0.31710277317128227,0.8019797164422506,1.5564231913665245,1.031602536691387,36.47762427739912
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.936375,-2.4762420654296875,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0036476783,-3.7410149574279785,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,65.63994,-4.231010913848877,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07376802,-1.4900624752044678,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.10449755,0.3198480010032654,True,0.3705740181405811,0.8458973393945461,0.08775056464099654,56.51474413830093,0.0654510672390461,0.09390661120414734,0.677924394607544,0.6767983147873229,0.0,0.0,0.4855878079315313,0.2979353864517744,3.3026148553552295,0.12347501060689817,8.127895706273883
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.3161163,-1.149092435836792,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,98.09762,-4.23293924331665,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.3332726,-1.074385166168213,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5421753,0.3744361996650696,True,0.4678379230944846,0.7691288194743782,0.3076200215515445,18.381433002232008,0.26352534994482996,0.09511333703994751,0.17053787410259247,0.2539977229709349,0.0,0.0,0.3932938623188875,0.5912267947783718,1.470344467409726,0.8909899466365346,2.220194539877736
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.034450483,-0.3527160882949829,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1409658,-9.216107368469238,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,6.3160706,-1.7416272163391113,False,,,,,,,,,,,,,,,
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.108348414,-0.24002647399902344,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,3.1889317,-1.8504607677459717,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.431266,-2.28424334526062,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.1251116,-11.17048168182373,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.1083016,0.6068919599056244,True,0.07663733609485449,0.3214342452613952,0.39023912432244634,40.952419515895045,0.5403632462024689,0.06534883379936218,0.05442075431346893,0.38733057354432726,0.0,0.0,0.3074208659732709,0.21368602711028245,0.12214138073011718,0.3453921854921653,2.590804051868444
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.6158766,-0.4369196891784668,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.38316333,-5.655840873718262,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.4123852,-0.8840363025665283,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.0,0.0,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.5442231,0.7543759495019913,True,0.1379475604136253,0.46963552776374123,0.7143478440742256,15.688467092093719,0.7901220202445984,0.0909978374838829,0.05182620510458946,0.33790851928229526,0.0,0.0,0.3556570359982628,0.2807103677991042,0.13074474441337175,0.3400853944316953,1.273346807053155
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.4414287,-0.5039098262786865,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.2812666,-5.041459083557129,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.06122758,-1.3422954082489014,False,,,,,,,,,,,,,,,
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,5.994209,0.07227665185928345,True,0.029325634824357318,0.0235760060265568,0.106107202499273,42.66786512745114,6.556280350685119,0.3134970963001251,0.06455200910568237,0.4608382571197555,0.0,0.0,0.3019200602684341,1.1477708238588766,0.1353712711916787,0.25552178168129536,8.733855828041595
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,21.770533,0.42436909675598145,True,0.011893357754075472,0.004747599253227059,0.07319772764054992,23.60295097248991,29.841168085734047,0.8051267862319946,0.03147713840007782,0.3562022144369101,0.0,0.0,0.14260235990778342,1.820963598197143,0.09887072657523999,0.44369134944536776,8.440745059981941
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,1.1207414,-1.4656627178192139,False,,,,,,,,,,,,,,,
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.24706937,-0.20383179187774658,False,,,,,,,,,,,,,,,
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.35783595,0.5743643641471863,True,0.19342092470101446,0.9417697743521887,0.22787839068830523,19.773172279445383,0.12531599745154381,0.048033706843853,0.17823481559753418,0.3126084935788795,0.0,0.0,0.3653582835473227,0.1618091090171488,0.5808132604278368,0.5206283812848836,3.8034188544041796
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.3244867,-4.6097235679626465,False,,,,,,,,,,,,,,,
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.29312032,-2.011514663696289,False,,,,,,,,,,,,,,,
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,1.0220584,-0.21571362018585205,False,,,,,,,,,,,,,,,
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.9303874,0.1776885986328125,True,0.0552306496665562,0.30449302204314316,0.20592002466889764,18.03967274124878,0.3934843553602696,0.04490426927804947,0.05392150208353996,0.35800638511905747,0.0,0.0,0.2538650975946931,0.12190294178702953,0.19759063692442302,0.40238824034831355,3.849741465236167
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.06141,0.08576369285583496,True,0.05029954733963978,0.025126724183735835,0.11043029948493413,34.71952389230009,6.161366301112704,0.47541409730911255,0.09302126616239548,0.4479094428867547,0.0,0.0,0.292322972688687,1.8337788875819845,0.248746859744705,0.24932972636143258,7.7870744573518795
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,6.613918,-1.216097116470337,False,,,,,,,,,,,,,,,
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.87798357,-0.7672841548919678,False,,,,,,,,,,,,,,,
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.218113,-1.9015402793884277,False,,,,,,,,,,,,,,,
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.35122907,-0.16027450561523438,False,,,,,,,,,,,,,,,
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.5663933,-0.8471930027008057,False,,,,,,,,,,,,,,,
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.8922648,0.8617458492517471,True,3.7736575206935234,1.3367271008204493,1.0756409434867347,19.97121175067798,0.31078293710947036,0.5256253480911255,0.7991364598274231,0.3987425641924247,0.0,0.0,0.4791955227570067,2.6053450965625244,3.506069360108211,0.23372615733854912,1.0832098336538305
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,1.5982668,-0.7429314851760864,False,,,,,,,,,,,,,,,
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,2.6318905,-0.9814022779464722,False,,,,,,,,,,,,,,,
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,9.227914,-1.9008605480194092,False,,,,,,,,,,,,,,,
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.2452365,0.11844301223754883,True,1.555521836768535,1.3136118544632829,0.2957549582242494,18.643913267243157,0.11262196104973554,0.1073165014386177,0.45024120807647705,0.2207341609812891,0.0,0.0,0.40355618686716,1.0726918770897624,4.5082885109145066,1.1881731358098162,3.04174196474343
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.017946502,-2.6965842247009277,False,,,,,,,,,,,,,,,
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.0235769,-1.2393629550933838,False,,,,,,,,,,,,,,,
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,6.092539,-2.3207273483276367,False,,,,,,,,,,,,,,,
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,0.86608785,-4.227383136749268,False,,,,,,,,,,,,,,,
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,3.3389888,-1.8273169994354248,False,,,,,,,,,,,,,,,
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,2.4353528,0.7268593013286591,True,0.20396703620510417,0.12449750947511265,0.19957448496336672,20.70134178130764,0.8033521771430969,0.26419389247894287,0.147988960146904,0.4100810631685742,0.0,0.0,0.39512462407874044,1.280049390139189,0.7575895544783823,0.2821021079972456,4.49930956809112
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.17632803,-3.7307658195495605,False,,,,,,,,,,,,,,,
