gene_names,CD25KO,CD25WT,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.7179457545280457,0.6390349864959717,0.23128972947597504,0.9987616900885606,1.4362578392028809,0.23128972947597504,0.8967346449315542,1.20429265499115,0.23128972947597504,1.0,1.1171196699142456
Lypla1,0.5769223570823669,0.5007676482200623,0.2640794515609741,0.9987616900885606,1.53875732421875,0.2640794515609741,0.8967346449315542,1.2925187349319458,0.2640794515609741,1.0,1.2016805410385132
Tcea1,0.5988031625747681,0.5417302250862122,0.1895684450864792,0.9987616900885606,1.291999340057373,0.1895684450864792,0.9091663402413004,0.9349664449691772,0.1895684450864792,1.0,0.8636910915374756
Atp6v1h,0.2853288948535919,0.27327415347099304,0.07137654721736908,0.9987616900885606,0.6681446433067322,0.07137654721736908,1.0,0.24424444139003754,0.07137654721736908,1.0,0.22798679769039154
Rb1cc1,0.15660740435123444,0.20344297587871552,-0.41226983070373535,0.9987616900885606,-0.5972808003425598,-0.41226983070373535,0.8967346449315542,-1.1803761720657349,-0.41226983070373535,1.0,-1.0918631553649902
4732440D04Rik,0.0175346489995718,0.03133397176861763,-0.8475137948989868,0.9987616900885606,-0.07086382806301117,-0.8475137948989868,0.9246973712143178,-0.8949123620986938,-0.8475137948989868,1.0,-0.8118167519569397
Pcmtd1,0.16956402361392975,0.15406911075115204,0.1497306525707245,0.9987616900885606,0.7668477892875671,0.1497306525707245,1.0,0.3748462498188019,0.1497306525707245,1.0,0.34851035475730896
Gm26901,0.0108476672321558,0.0,23.378713607788086,0.9987616900885606,0.5365403890609741,23.378713607788086,0.8967346449315542,1.4062782526016235,23.378713607788086,1.0,1.4062782526016235
Rrs1,0.298037588596344,0.3637208342552185,-0.33732596039772034,0.9987616900885606,-1.1249631643295288,-0.33732596039772034,0.8967346449315542,-1.2037028074264526,-0.33732596039772034,1.0,-1.1155662536621094
Mybl1,0.012516734190285206,0.025300024077296257,-1.0245307683944702,0.9987616900885606,0.007592552807182074,-1.0245307683944702,0.935863992321882,-0.8511171936988831,-1.0245307683944702,1.0,-0.7627291679382324
Vcpip1,0.1362464725971222,0.15947265923023224,-0.24425707757472992,0.9987616900885606,-0.04555531591176987,-0.24425707757472992,1.0,-0.6262118220329285,-0.24425707757472992,1.0,-0.5735393762588501
1700034P13Rik,0.006015786901116371,0.0,22.5246639251709,0.9987616900885606,0.39354729652404785,22.5246639251709,0.8967346449315542,1.0,22.5246639251709,1.0,1.0
Sgk3,0.047583308070898056,0.03798604756593704,0.331958144903183,0.9987616900885606,0.37203508615493774,0.331958144903183,1.0,0.38370558619499207,0.331958144903183,1.0,0.3603176176548004
