wilcoxon,t-test,t-test_overestim_var
Tox,Tox,Tox
Nrgn,Nrgn,Nrgn
Ighm,Ighm,Ighm
Pdcd1,Pdcd1,Pdcd1
Lag3,Lag3,Lag3
Trav14-1,Nrp1,Nrp1
S100a4,S100a4,S100a4
Cd3e,Cd3e,Cd3e
Rgs16,Trav14-1,Trav14-1
Batf,Gldc,Gldc
Trbv13-3,Batf,Batf
Nrp1,Rgs16,Trbv13-3
Ptpn6,Trbv13-3,Rgs16
Ctla4,Cd9,Cd9
Uhrf2,Ptpn6,Ptpn6
Nfkbiz,Ctla4,Ctla4
Hif1a,Nfkbiz,Nfkbiz
Plek,Uhrf2,Uhrf2
Cd9,Eea1,Eea1
Trdc,Plek,Plek
Eea1,Hif1a,Hif1a
Itgb1,Bcl2l11,Bcl2l11
Cd226,Apobec3,Apobec3
Cd3g,Itgb1,Itgb1
Gldc,Bcl2a1d,Bcl2a1d
Bcl2a1d,Bcl2a1b,Bcl2a1b
Ifi27l2a,Cd3g,Cd3g
Bcl2a1b,Casp3,Casp3
Casp3,Sh2d2a,Sh2d2a
Sh2d2a,Trdc,Trdc
Tnfaip8,Tnfaip8,Tnfaip8
Apobec3,Cd226,Cd226
Rps15a,Ifi27l2a,Ifi27l2a
Rilpl2,Slamf6,Slamf6
Ccdc50,Il18r1,Rps15a
Bcl2l11,Rps15a,Il18r1
Slamf6,Sept7,Sept7
Il18r1,Rilpl2,Rilpl2
Sept7,Ly6a,Ccdc50
Rabgap1l,Ccdc50,Ly6a
Ly6a,Rabgap1l,Psen2
Rel,Psen2,Rabgap1l
Pglyrp1,Cxcr4,Cxcr4
Zbtb32,Rel,Rel
Sec11c,Ptpn11,Irf8
Xaf1,Irf8,Ptpn11
Rexo2,Zbtb32,Il1rl1
S100a11,Il1rl1,Zbtb32
Cxcr4,Serpinb6b,Serpinb6b
Serpinb6b,Pglyrp1,Hivep3
Rap1a,Pecam1,Pecam1
Ppm1h,Hivep3,Pglyrp1
Ptpn11,Plscr1,Plscr1
Irf8,Rexo2,Rexo2
Limd2,Xaf1,Vax2
B4galnt1,Sec11c,Xaf1
