wilcoxon,t-test,t-test_overestim_var
Rpl27a,Rpl37,Rpl37
Rpl37,Rpl27a,Rpl27a
Rpl11,Rpl12,Rpl12
Rpl12,Rpl11,Rpl11
Rpl9,Rpl9,Tcf7
Rps18,Tcf7,Rpl9
Rps27a,Rps18,Rps18
Rplp1,Rps27a,Rps27a
Rps12,Rplp1,Rplp1
Rpl32,Rps12,Rpl17
Rpl17,Rpl17,Rpl32
Rps26,Rpl32,Rpl36
Rpl36,Rpl36,Rps12
Rps20,Rps9,Rps9
Rps9,Rps26,Rps26
Rpl18,Rps20,Rpl18
Rpl13,Rpl18,Rps20
Rpl10a,Ltb,Ltb
Rpl23,Rpl13,Rpl13
Rps14,Rpl23,Rpl23
Rpl26,Rpl37a,Rps14
Rpl15,Rps14,Rpl37a
Rpl37a,Rpl15,Rpl15
Rpl22,Rpl26,Rps7
Rps24,Rpl22,Rps24
Tcf7,Rps7,Rpl22
Rps7,Rps24,Rpl26
Ltb,Rpl19,Rpl19
Rpl30,Rps16,Rps16
Rpl19,Rpl18a,Rpl18a
Rpl35a,Rps13,Rps13
Rack1,Rps21,Rps21
Rps16,Rpl10a,Rpl35a
Rps21,Rpl35a,Rpl10a
Rplp0,Rack1,Rack1
Naca,Rpl30,Rpl30
Rps3,Rplp2,Rplp2
Rps13,Naca,Naca
Rpl18a,Rplp0,Rplp0
Rpl10,Rps3,Rps3
Rplp2,Rpl24,Rpl24
Rpl7,Rpl10,Rps29
Rpl24,Rps29,Rpl10
Rpl8,Rpl28,Rpl28
Rps29,Rpl7,Rpl7
Eef1b2,Rpl8,Slamf6
Rpl28,Rps5,Rpl34
Rps5,Slamf6,Rpl8
Rps23,Rpl34,Rps5
Rps28,Rps28,Rpl39
Rpl34,Rps23,Rps23
Rpl39,Rpl39,Rps28
Rpl6,Eef1b2,Eef1b2
Slamf6,Rpl6,Rpl21
Rpl4,Rpl21,Rpl6
Rpl27,Rpl27,Rpl27
Rps10,Rps3a1,Rps3a1
Rpl21,Rpl4,Rpl4
Rps3a1,Rps10,Rps27
Eef1a1,Rps27,Rps10
Rpl5,Rpl5,Eef1a1
Rps6,Eef1a1,Rpl5
Rps19,Rpl29,Tnfsf8
Rps27,Tnfsf8,Rpl29
Rpl29,Rps19,Rps19
Rpsa,Rps6,Rps15a
Rpl7a,Rps15a,Rgs10
Rps15a,Rpl7a,Rps6
Rpl36a,Rgs10,Rpl7a
Rpl38,Rpl38,Rpl38
Rpl3,Rpl36a,Rps11
Tnfsf8,Rps11,Rpl36a
Rps4x,Rpl3,Rpl3
Rps25,Rpsa,Rpsa
Rps11,Rps25,Evl
Rps15,Emb,Rps25
Rgs10,Rps4x,Rps4x
Rps8,Rps15,Emb
Emb,Evl,Rps15
Eif3f,Fau,Fau
Limd2,Rps8,Rps8
Rpl41,Eif3f,Eif3f
Rpl35,Limd2,Id3
Fau,Rpl41,Gm8369
Gm8369,Gm8369,Limd2
Evl,Id3,Inpp4b
Eif3e,Rpl35,Rpl35
Rpl31,Crtam,Crtam
Npm1,Inpp4b,Rpl41
Crtam,Eif3e,Eif3e
mt-Co1,Rpl31,Rpl31
Btf3,Npm1,Xcl1
Rpl23a,mt-Co1,Tespa1
Id3,Rpl23a,Npm1
Bcl2,Xcl1,Tcp11l2
Pdcd4,Tespa1,mt-Co1
Inpp4b,Pdcd4,Pdcd4
Ifi27l2a,Tcp11l2,Rpl23a
Selenow,Bcl2,Bcl2
Asap1,Asap1,Asap1
Eef2,Ifi27l2a,Btf3
Xcl1,Btf3,Ifi27l2a
Tespa1,Selenow,Selenow
Cox7a2l,Eef2,Eef2
Pfdn5,Shisa5,Sesn3
Shisa5,Sesn3,Shisa5
Uqcrh,Pfdn5,Pfdn5
Rpl14,Cox7a2l,Slfn1
Traf1,Slfn1,Cox7a2l
mt-Co3,mt-Co3,mt-Co3
Rpl13a,Traf1,Traf1
Cyb5a,Cyb5a,Cyb5a
mt-Atp6,Uqcrh,Ctss
Slfn1,Ctss,Uqcrh
Sesn3,Irf2bp2,Nsg2
Eif3h,Rpl14,Slfn5
Irf2bp2,Zfp36l1,Irf2bp2
Zfp36l1,Nsg2,Rab37
Tomm20,Rab37,Zfp36l1
Cd27,Slfn5,Rpl14
Rps2,Rps2,Kdm5b
Eif3m,mt-Atp6,mt-Atp6
Gimap6,Kdm5b,Mxd4
Lamp1,Adk,Rps2
Tcp11l2,Mxd4,Bzw2
Map4k4,Bzw2,Adk
Adk,Cd9,Ms4a4c
Cd9,Rpl13a,Cd9
Rps17,Map4k4,Rpl13a
Ctss,Ms4a4c,Map4k4
Tmsb10,Trbc2,Eif3h
Trbc2,Eif3h,Trbc2
Pabpc1,Lamp1,Lamp1
Rpl22l1,Rnf213,Tnfrsf25
Bzw2,Tnfrsf25,Rnf213
Utrn,Gimap6,Gimap6
Ighm,Cd27,Cd27
Ogt,Eif3m,Eif3m
Saraf,Utrn,Utrn
mt-Nd4,Tomm20,Tomm20
Prdx2,Ighm,Ighm
Polr1d,Ogt,Ogt
Itgb1,Rps17,Ifit3
Eef1g,Rpl22l1,Ypel3
Rab37,Prdx2,Rps17
