wilcoxon,t-test,t-test_overestim_var
Lgals1,S100a6,S100a6
S100a6,Lgals1,Lgals1
Gapdh,S100a4,S100a4
S100a4,Gapdh,Bcl2a1b
Ifi27l2a,Ifi27l2a,Itgb1
Bcl2a1b,Bcl2a1b,Ctla4
Itgb1,Rilpl2,Serpinb6b
Ctla4,Itgb1,Rilpl2
Actg1,Serpinb6b,Bhlhe40
Serpinb6b,Ctla4,Anxa2
Bhlhe40,Anxa2,Ifi27l2a
Rilpl2,S100a11,Gapdh
Anxa2,Actg1,Ifng
S100a11,Bhlhe40,Cxcr3
Ifng,Ly6a,Icos
Txn1,Txn1,Ptms
Sub1,Hif1a,Actg1
Ptms,Sub1,S100a11
Ly6a,Cd28,Ahnak
Pglyrp1,Cxcr3,Hif1a
Ahnak,Icos,Pglyrp1
Icos,Ahnak,Nr4a2
Hif1a,Ifng,Batf
Cxcr3,Pglyrp1,Ly6a
Nr4a2,Prr13,Txn1
Batf,Ptms,Plek
Cd28,Batf,Cd28
Arpc3,Itga4,Prr13
S100a10,Nr4a2,Sub1
Itga4,Arpc3,Lgals3
Srgn,Abracl,Itga4
Plek,Srgn,Ybx3
Hmgb2,S100a10,Klrc1
Abracl,Cox5b,S100a10
Prr13,Traf1,Lag3
Lgals3,Plek,Zbtb32
Crip1,Polr1d,Bcl2a1d
Rbm3,Vmp1,Vmp1
Lag3,Ybx3,Traf1
Cox5b,Crip1,Cd9
Traf1,Fyn,Hmgb2
Klrc1,Lgals3,Ccdc50
Ybx3,Cd9,Srgn
Vmp1,Rbm3,Tnfaip3
Zbtb32,Tnfaip3,Klrc2
Tnfaip3,Hmgb2,Arpc3
Cd9,Gm8369,Abracl
Polr1d,Cox8a,Crip1
Bcl2a1d,Klrc1,Nfkbiz
Cox8a,Ccdc50,Cox5b
Ccdc50,Nfkbiz,Polr1d
Klrc2,Prelid1,Fyn
Nfkbiz,Zbtb32,Rbm3
Lsp1,Lsp1,Casp3
Btf3,Lag3,Rora
Fyn,Prdx2,Gm8369
Hint1,Bcl2a1d,Sh2d2a
H2az1,Hint1,Prelid1
Rora,Btf3,Nrp1
Casp3,Slamf6,Adk
Gm8369,Sh2d2a,Slamf6
Hopx,Clic1,Lsp1
Vim,Gdi2,Hopx
Prelid1,Klrc2,Crtam
Crtam,Dnajc15,Pgam1
Il18r1,Pgam1,Slamf7
Slamf6,Fkbp1a,Cox8a
Adk,Cd48,Pdcd1
Clic1,Cox6b1,Il18r1
Sh2d2a,Ndfip1,H2az1
Dnajc15,Arpc5,Prdx2
Atxn1,Casp3,Atxn1
Cox6b1,Atpif1,Gpr183
Gpr183,H2az1,Vim
Nkg7,S100a13,Il2rb
Gdi2,Sh2d1a,Klrk1
Cox7c,Vim,Etfb
Pim1,Cox7c,Sh2d1a
Il2rb,Rap1a,Pim1
Tmsb4x,Etfb,Gdi2
Rpl41,Il2rb,Atpif1
Pgam1,Rora,Stk39
Ctla2a,Il18r1,Hint1
Nfkbia,Eif4e2,Fkbp1a
Arpc5,Hopx,Efhd2
Cd160,Pim1,Cd160
Dennd4a,Adk,S100a13
Sh2d1a,Pfkp,Odc1
Ndfip1,Atp5c1,Btf3
Fkbp1a,Gimap4,Runx2
Rac2,Atxn1,Ctla2a
Slamf7,Efhd2,Pfkp
Prdx2,Nfkbia,Cd48
Klrk1,Smdt1,Dnajc15
Etfb,Atp5j,Eif4e2
Cdc42,Cdc42,Tmem126a
Nrp1,Tmem126a,Dennd4a
Odc1,Mrps16,Clic1
Pdcd1,Crtam,Dut
Atpif1,Ppib,Tmsb4x
S100a13,Gpr183,Ndfip1
Efhd2,Ube2l3,Nfkbia
Dut,Cox17,Arpc5
Cd48,Trbc2,Cox6b1
Gimap4,Psmd8,Cox17
Trbc2,Rpl41,Plscr1
Pou2f2,Nkg7,Hip1
Ppib,Ap2s1,Il18rap
Pfkp,Calm3,Rap1a
Atp5j,Psma4,Nkg7
Stk39,Rac2,Cox7c
Tmem126a,Reep5,Calm3
Cox6c,Cox6c,Xcl1
Hspa5,Ubl5,Ctsb
Oaz1,Oaz1,Ap2s1
Phf11b,Slamf7,Phf11b
Rap1a,Nrp1,Rpl41
Runx2,Slc25a3,Serpinb9
Xcl1,Gnai2,Sh3bgrl
Sh3bgrl,Hspa5,Ubald2
Cox17,Dut,Atp5j
Atp5c1,Odc1,Trbc2
Eif4e2,Ppp1ca,Acot7
Calm3,Ptpn22,Reep5
Prdx1,Smap1,Smdt1
Pfn1,Dennd4a,Gimap4
Gnai2,Cd160,Smap1
Ctsb,Supt4a,Ube2l3
Ms4a4b,Ubald2,Mrps16
Ubald2,Atp5pb,Naa20
Slc25a3,Ndufb9,Mapre2
Atp5pb,Capzb,Pou2f2
Serpinb9,Ctsb,Cdc42
Smdt1,Pdcd1,Hspa5
Naa20,Dynll1,Atp5c1
Myl6,Stk39,Cd44
Sec61b,Prdx1,Psma4
Ube2l3,Klrk1,Psmd8
Rel,Tmsb4x,Siah2
Siah2,Esd,Eea1
Mrps16,Atp5d,Ppib
Sytl3,Naa20,Sytl3
Smap1,Snrpe,Dbi
Cfl1,Dbi,Prdx1
Reep5,Runx2,Ptpn22
Psma4,Pgk1,Ms4a6d
Dbi,Phf11b,Rac2
Cks2,Ucp2,Cks2
Ndufb9,Cox5a,Pgk1
Il18rap,Ctla2a,Oaz1
Actb,Sh3bgrl,Rel
Lrmp,Pfn1,Cox6c
Ppp1ca,Ube2n,Osbpl3
Cox5a,Sec61b,Stmn1
Ap2s1,Myl6,Lrmp
Dynll1,Ufc1,Dynll1
Psmd8,Pou2f2,Ufc1
Rps27l,Nap1l1,Sdf2l1
Snrpe,Gmfg,Gnai2
Acot7,Sec61g,Ndufb9
Pgk1,Capza2,Rps27l
Ms4a6d,Rps27l,Ubl5
Capzb,Tmem167,Uhrf2
Coro1a,Selenok,Esd
Ubl5,Ms4a4b,Pfn1
Cd44,Pycard,Ube2n
Cox4i1,Cox4i1,Atp5pb
Nap1l1,Rtraf,Slc25a3
Trps1,Ywhae,Supt4a
Ptpn22,Serpinb9,Ms4a4b
Hip1,Vps29,Ppp1ca
Tox,Uhrf2,Casp4
Eea1,Pomp,Nap1l1
Plscr1,Il18rap,Sdcbp2
Ucp2,Gng2,Gng2
Uhrf2,Cox7b,Pkm
Pomp,Tmem14c,Ucp2
Ywhae,Sem1,Capzb
Gng2,Ybx1,Myl6
Supt4a,Rel,Rnh1
Mapre2,Lrmp,Pik3ap1
Ndufa4,Cfl1,Gldc
Ybx1,Sf3b6,Trps1
Pycard,Cst7,Vps29
Gmfg,Uqcrb,Actb
Esd,Serp1,Pycard
Atp5d,Sytl3,Tox
Pkm,Ly6e,Ywhae
Cblb,Pkm,Cox5a
Ptpn11,Hip1,Serp1
Rnh1,Acot7,Cst7
Cst7,Rnh1,Tmem167
Sdf2l1,Siah2,Sec61b
Ube2n,Plscr1,Nrgn
Stmn1,Sec11c,Tmem14c
Sem1,Coro1a,Snrpe
Hsp90aa1,Hsp90aa1,Ybx1
Tmem14c,Ndufa4,Cxcl10
Lgals3bp,Ndufb1-ps,Atp5d
Ufc1,Mapre2,Capza2
Uqcrb,Actb,Cfl1
Ly6c2,Cd44,Hsp90aa1
Asap1,Atp5a1,Selenok
Tnfsf8,Cks2,Sar1b
Serp1,Slc25a5,Pomp
Slc25a5,Sar1b,Cblb
Nrgn,Xcl1,Gmfg
Casp4,Mpc1,Asap1
Cxcl10,Ms4a6d,Uqcrb
Ap3s1,Tox,Sec61g
Myo1g,Myl12a,Rtraf
Vps29,Sdf2l1,Mpc1
Tmem167,Ndufb8,Myo1f
Ly6e,Atp5g3,Rgs16
Atp5a1,Eea1,Myo1g
Sar1b,Edf1,Litaf
Capza2,Psmb3,Ezh2
Serf2,Arpc4,Cox4i1
Rtraf,Ssr2,Ptpn11
Ezh2,Myo1g,Sem1
Sec61g,Pdia3,Mcm6
Mcm6,Asap1,Ap3s1
Mrps6,Cblb,Lgals3bp
Myl12a,Ctsd,Sf3b6
Myo1f,Sri,Tnfsf8
Tbcb,Arpc1b,Coro1a
Atp5e,Capns1,Ndufb8
Ms4a6b,Stmn1,Sec11c
Atp5g2,Fundc2,Tbcb
Hmgn5,Trps1,Ctsd
Ndufb8,Tbcb,Ndufa4
Cox7b,Ndufc2,Cox7b
Sec11c,Osbpl3,Ssr2
Rab8b,Serf2,Gna15
Ctsd,Akr1a1,Stx11
Sf3b6,Cwc15,Ly6e
Anp32b,Psmb4,Ndufb1-ps
Osbpl3,Lgals3bp,Unc119
Mpc1,Casp4,Slc25a5
Acadl,Anp32b,Mrps6
Rexo2,Rexo2,Atp5a1
Psen2,Ap3s1,Rexo2
Lcp1,Micos10,Oas1a
Cdc25b,1810037I17Rik,Il1rl1
Selenok,Uqcrq,Ly6c2
Arap2,Ms4a6b,Pdia3
Psmb3,Ciao2a,Arpc4
Tpi1,Snx3,Fundc2
Ide,Atox1,Cdc25b
Cwc15,Atp5g2,Capns1
Calm1,Nudt21,Atp5g3
Xaf1,Acadl,Myl12a
Bcl2l11,Lcp1,Ube2c
Gnptab,Ptpn11,Acadl
Ndufb1-ps,Lamtor5,Hmgn5
Atp5g3,Itgal,Cwc15
Tgif1,Ddx24,Adora2a
Rgs1,Prkar1a,Anp32b
Sri,Ostf1,Tpi1
mt-Co1,Aurkaip1,Ciao2a
Pdia3,Ndufa13,Zdhhc2
Ech1,Slc25a4,Ndufc2
Dusp5,Bag1,Psmb3
1110008P14Rik,Calm2,1810037I17Rik
Arpc4,Ezh2,Arap2
Fundc2,Atp5e,Tbx21
Ssr2,Tspo,Akr1a1
Hnrnpa1,Ndufs8,Sri
Arpc1b,Ywhah,Nudt21
Ndufc2,Hnrnpa1,Edf1
Gadd45b,Mcm6,Adap1
Itgal,Ndufb7,Rab8b
Sh3bgrl3,Csnk2b,Ehd4
Capns1,Mrps6,Itgal
Hsp90ab1,Sdcbp2,Snx3
Hmox2,Bsg,Tyms
1810037I17Rik,Pik3ap1,Ms4a6b
Nptn,Atp5j2,Psmb4
Sdcbp2,Tnfsf8,Serf2
Hmgn2,Psma6,Atox1
Ube2c,Ndufa1,Unc119b
Nek7,Psmb1,Micos10
Rgs16,Hcls1,Ide
Nudt21,Psmb9,Chsy1
Akr1a1,Myo1f,Lamtor5
Unc119,Gpi1,Ech1
Edf1,Arap2,Ndufs8
Micos10,Ndufv2,Bag1
Unc119b,Ostc,Uqcrq
Oas3,Rab8b,Arpc1b
Gna15,Ech1,mt-Co1
Pik3ap1,Gldc,Rbbp8
Nab1,Dynlrb1,Ywhah
Dera,Hmgn5,Alcam
Ikzf3,Cxcl10,Atp5g2
Adam19,Ddt,Lcp1
Arpc1a,Vdac1,Hmgn2
Psmb4,Trac,Aurkaip1
Isg15,Sh3bgrl3,Pmaip1
Ywhah,Atp6v1f,Pclaf
Ttc39b,Ly6c2,Gnptab
Chsy1,Uqcr10,Vdac1
Cenpa,Ndufa8,Prkar1a
Baz1a,Cox7a2,Oas3
Gldc,Nrgn,Psma6
Prkar1a,Calm1,Ddx24
Ciao2a,Tpi1,Hcls1
Psma6,Snrpd2,Hmox2
Smco4,Ftl1,Cenpa
Trac,Nab1,Calm2
Vdac1,Arpc2,Bcl2l11
Uqcrq,Aldoa,Csnk2b
Klf6,Ptpn6,Nab1
Ddt,Hsp90b1,Adam19
Mvb12a,Hsp90ab1,Tstd3
Tspo,Unc119,Slc25a4
Cldnd1,Snf8,Ndufa1
Usp18,Eif3i,Hsp90b1
Rbbp8,mt-Co1,Ddt
Timm8b,Phf5a,Ostf1
Slc25a4,Nedd8,Ndufv2
Snx3,Pfdn1,Bsg
Calm2,Baz1a,Psen2
Rtn3,Ide,Hsp90ab1
Atp5j2,Hmox2,Nsd2
Tstd3,Cdc25b,Rgs1
Bak1,Eloc,Ndufb7
Ostf1,Mdh2,Tnfrsf9
Mtch1,Gna15,Psat1
Mindy3,Actr3,Tgif1
Ndufa13,Arpc1a,Gadd45b
Atox1,Litaf,Hnrnpa1
Ndufs8,Rgs16,Xaf1
Adora2a,Eif1ax,Ostc
Hcls1,1810058I24Rik,Atp5e
Ehd4,Lamtor4,Baz1a
Lpxn,Hmgn2,Tspo
Oas1a,Rtn3,Dynlrb1
Hsp90b1,Gimap5,Dera
Ddx24,Fis1,Ttc39c
Actr3,Oas1a,Fam110a
Mrpl27,Nek7,Ifi211
Ndufb7,Mtch1,Arpc1a
Taf12,Xaf1,Lxn
Aldoa,Manf,Sh3bgrl3
Aurkaip1,Klf6,Ttc39b
Ap1s2,Psma3,Gpi1
Ftl1,Ccdc12,Nptn
Furin,Nptn,Dusp5
Tagap,Taldo1,Pfdn1
Lmnb1,Ube2c,1110008P14Rik
Pfdn1,Unc119b,Mki67
Rtp4,Arf1,Nek7
Eif1ax,Cyba,Mtch1
Ostc,Vasp,Atp5j2
Csnk2b,Gnptab,Cldnd1
Psmb1,Tmbim6,Eif1ax
Arpc2,St13,Rtn3
Sqstm1,Mvb12a,Ndufa13
Lamtor5,Stx11,Ptpn6
Arhgdib,Psen2,Calm1
Ptpn6,Adora2a,Phf5a
Psat1,Dera,Aldoa
Gars,Elob,Lmnb1
Nsd2,Apobec3,Ndufa8
Bag1,Mrps21,Klf6
Nfat5,Mrpl32,Uqcr10
Cox7a2,1110008P14Rik,Psmb9
St13,Capza1,Snf8
Casp1,Vamp8,Trac
Mrpl32,Arl6ip1,Cox7a2
Asnsd1,Chsy1,Mvb12a
Med10,Bcl2l11,Eloc
Ppa1,Med10,Smco4
Zbtb8os,Sept7,Timm8b
Prkca,Sms,Psmb1
Chchd2,Atp5l,Ap1s2
Pclaf,Sumo1,Lamtor4
Ran,Timm8b,Manf
Mrpl4,Rbbp8,Atp6v1f
Ndufa1,Hprt,Mrpl27
Impa1,Tgif1,Snrpd2
Pnp,Adam19,Mrpl32
Gpi1,Gadd45b,St13
Bsg,Psma5,Isg15
H3f3b,Oas3,1810058I24Rik
Dynlrb1,Abcf1,Ran
Evi2a,Ehd4,Birc5
Ldha,Mrpl33,Med10
Hpf1,Mrps36,Ftl1
Phf5a,Tomm22,Vamp8
Ndufv2,Cenpa,Mrps21
Cxcr4,Ttc39b,Arpc2
Mrps36,Tyms,Mdh2
Nucb1,Ldha,Eif3i
Tyms,Il1rl1,Mrps36
Psmb9,Tmem160,Gimap5
Borcs8,Ran,Nedd8
Rpa2,Swi5,Sms
Adprh,Tstd3,Furin
Pmaip1,Ube2s,Irf8
Acot9,Fam107b,Ube2s
Cyb5r4,Dnajb6,Usp18
Sept11,Txnl1,Cks1b
Eloc,Smco4,Lpxn
Blmh,Sfpq,Taldo1
Litaf,Psat1,Rnf157
Phf11c,Psmd13,Gem
Orai1,H3f3b,Fis1
Gpr171,Chchd2,Ccnb2
Cdk2ap1,Ndufs4,Ccdc12
Eif2ak2,Snrpd1,Actr3
Cstb,Tmem258,Hprt
Htatip2,Bax,Hpf1
Anxa5,Arf5,Snrpd1
Ifih1,Ndufb5,Ikzf3
Nedd8,Mrpl27,Bak1
Vamp8,Zdhhc2,Zbtb8os
Atp5l,Nsd2,Arl6ip1
Sms,Metap2,Capza1
Pmm1,Pmaip1,Vasp
Uqcr10,Pdcd6,Marcksl1
Snf8,Hpf1,Ldha
Hip1r,Eif3h,Ppa1
Prex1,Nme1,Arf1
Hprt,Dusp5,Apobec3
Cyba,Cldnd1,Rpa2
Nme1,Tbx21,Fam107b
Bloc1s2,Rgs1,Pmm1
Cisd1,Zbtb8os,Psmd13
Atp6v1f,Lpxn,Jdp2
Snrnp25,Ppp2ca,Casp1
Apobec3,Ndufa12,Gimap7
Manf,Dph3,Txnl1
Abcf1,Ost4,Abcf1
Tnfrsf9,Psma2,Pnp
Sla,Adap1,Cyba
Ndufa8,Gimap7,Psma3
Snrpd2,Lsm12,Metap2
Rps2,Ptprcap,Dph3
Arl6ip1,Mien1,Swi5
Eif3i,Chmp4b,Psma5
Mrps21,Ikzf3,Mrpl33
Psmd13,Map1lc3b,Ndufa12
Snrpd1,Srp9,Tmem160
Stx11,Tmed5,Cxcr4
Selenoh,Pclaf,Nme1
Plekhb2,Ndufa11,Tmbim6
Lamtor4,Rab10,Sept7
Nr4a1,Rac1,Rom1
Gimap7,Tma7,Dnajb6
Id2,Snrpc,Impa1
Glmp,Ppa1,Bax
Metap2,Lmnb1,Sla
Fam107b,Bak1,Selenoh
Dok2,D8Ertd738e,Taf12
Nfatc1,Eif3c,Elob
Dph3,Mbd2,Cdk2ap1
Ptrhd1,Impa1,Smim3
Swi5,Alcam,Lsm12
1810058I24Rik,Taf12,Tomm22
Lsm12,Arhgdib,Ndufs4
Ndufa12,Tnfrsf9,Fabp5
Pstpip1,Psma1,Tmed5
Sdhd,Hspa8,Ccdc28b
Timm17b,Sla,Ppil1
Msrb1,Psmb7,Cisd1
Etf1,Vdac3,Mindy3
Ormdl2,Pnp,Tmem258
Gimap5,Ppp4c,Sumo1
Ppil1,Dcun1d5,Mien1
Ccdc12,Fam110a,Hip1r
Acads,Ap1s2,Atp5l
Ube2s,Selenoh,H3f3b
Polr3k,Uqcrfs1,Pdcd6
