wilcoxon,t-test,t-test_overestim_var
Pfn1,Pfn1,Pfn1
Cd52,Trdc,Cd52
Tmsb4x,Tmsb4x,Tmsb4x
mt-Co3,Cd52,mt-Cytb
mt-Cytb,mt-Cytb,Trdc
Rpl22l1,mt-Co3,mt-Co3
mt-Atp6,Rpl22l1,Rpl22l1
Actb,Lcp1,Lcp1
Lcp1,Actb,Actb
Ppia,Ppia,Ptprcap
mt-Co1,mt-Atp6,Ppia
Trdc,Ptprcap,Cd3e
Ptprcap,Tmsb10,Tmsb10
Cd3e,Cd3e,mt-Co1
mt-Nd1,mt-Co1,mt-Atp6
Tmsb10,Cotl1,Cotl1
Cotl1,Ccr9,mt-Nd1
mt-Nd3,mt-Nd1,Sh3bgrl3
Sh3bgrl3,Igfbp4,Ccr9
mt-Co2,mt-Nd3,mt-Nd3
Cnn2,Sh3bgrl3,Igfbp4
mt-Nd4,Tespa1,Cd3g
Cd3g,Tspan32,Plac8
Plac8,Cnn2,Cnn2
Igfbp4,Cd3g,Nkg7
Ccr9,Plac8,Tespa1
Gnas,mt-Nd4,mt-Nd4
Nkg7,mt-Co2,mt-Co2
Ldha,Nkg7,Tspan32
Cfl1,Trav14-1,Ramp1
Arpc1b,Tpm4,Ldha
Itgb7,Ramp1,Cfl1
Hcst,Id3,Tpm4
mt-Nd2,Zap70,Zap70
Tespa1,Ldha,Itgb7
Grcc10,Gsn,Id3
Ramp1,Itgb7,Hcst
Myl6,Cfl1,Gnas
Actg1,Rnf167,mt-Nd2
Arhgef1,Gnas,Myl6
Serf2,Hcst,Grcc10
Coro1a,Grcc10,Rnf167
Laptm5,mt-Nd2,Trav14-1
Atp5e,Myl6,Arpc1b
Cd2,Arpc1b,Actg1
Zap70,Themis,Gsn
Tspan32,Actg1,Arhgef1
Ccnd2,Trbv13-3,Themis
AW112010,Itgae,Ccnd2
Mif,Rinl,Rinl
Ndufa4,Arhgef1,Coro1a
Arpc5,Mir142hg,Laptm5
Rnf167,Ccnd2,Arpc5
Rinl,Gm47283,Arhgdib
Rgs10,Gngt2,Serf2
Limd2,Coro1a,Cd2
Eno1,Fibp,Limd2
Arhgdib,Arpc5,Trbv13-3
Tpm4,Gm20069,Mir142hg
Rac2,Ptp4a3,Gm47283
Actr3,Laptm5,Actr3
Rps17,Serf2,Itgae
Themis,Ddit4,Ptp4a3
Id3,Eno1,Eno1
Aes,Cd2,Atp5e
Snrpd3,Arhgdib,Rac2
Uqcr11,Limd2,Rgs10
Arpc2,Tnfaip8,Fibp
Fkbp3,Cxcr6,Gngt2
Acp5,Actr3,AW112010
Ptprc,Rgs10,Tecr
Akr1b3,Lgals9,Rps17
Myl12a,Atp5e,Gm20069
Tecr,Tecr,Tnfaip8
Capzb,Itgb2,Itgb2
Arl4c,AW112010,Rbm38
Ndufa3,Rbm38,Lgals9
Ptp4a3,Lta4h,Ddit4
Cox6a1,Rac2,Snrpd3
Vasp,Gm43647,Mif
Nme1,Lpar6,Cxcr6
Skap1,Rps17,Lta4h
Itgb2,Snrpd3,Cope
Cox6c,Mif,Uqcr11
Rbm38,Cope,Aes
Lat,Gramd1a,Lpar6
Ppdpf,Mmp16,Gramd1a
Hnrnpa2b1,Mta3,Acp5
Gm47283,Uqcr11,Ndufa4
Bcl11b,Acp5,Hsd11b1
Wdr1,Hsd11b1,Wdr1
Anxa6,Rpn1,Akr1b3
Calm1,Aes,Mta3
Cope,Ndufa4,Ptpn6
Eif5a,Wdr1,Myh9
Cst7,Hdac7,Ptprc
Ran,Ptpn6,Ppdpf
Arf5,Akr1b3,Gm43647
Ctsw,Myh9,Cst7
H3f3a,Ppdpf,Hdac7
