wilcoxon,t-test,t-test_overestim_var
Btg1,Btg1,Rps24
Rps7,Rps24,Btg1
Rps24,Tpt1,Rps7
Tpt1,Rps7,Tpt1
Rps29,Rps29,Rps27
Rps3a1,Rps27,Rps29
Rpl21,Rps15a,Rps15a
Rps27rt,Rps27rt,Rps16
Rps16,Rps16,Rps14
Malat1,Rpl21,Rpl21
Rpl39,Rps14,Malat1
Cd3g,Cd3g,Rps27rt
Rps15a,Rpl35a,Rps28
Rps3,Rps3a1,Rpl35a
Rps14,Rpl39,Rpl39
Rps15,Rps15,Rpl23a
Rpl12,Rpl5,Rpl18a
Rpl35a,Rps3,Rpl37a
Rps28,Malat1,Rps15
Rps27,Rps28,Rps3a1
Rpl5,Rpl23a,Rplp2
Rpl19,Rplp2,Rpl17
Rpl23a,Arl4c,Rps3
Rps4x,Rpl37a,Fau
Rplp2,Ccr7,Rpl12
Rps26,Rpl18a,Rpl19
Rpl17,Rps4x,Rps4x
Fau,Rpl17,Rpl5
Rpl30,Fau,Cd3g
Rpl18a,Rpl19,Rpl23
Eef1a1,Rps26,Rpl30
Rps9,Rpl12,Rps9
H2-K1,Eef1a1,Rps19
Rps6,Rpl30,Rpl13
Arl4c,Rpl31,Rpl34
Rpl23,Rps6,Rps6
Rpl31,Rps9,Rps23
Rpl37a,H2-K1,Rps21
Rplp1,Rpl23,Eef1a1
Rps19,Tcf7,Rps26
Rps21,Igfbp4,Rpl9
Rps5,Dapl1,Rpl31
Rpl9,Lef1,Rpl26
Rpl26,Rps21,Arl4c
Shisa5,Rpl26,Rps5
Rpl13,Rgs10,Rplp1
Rps27a,Rps19,H2-K1
Rps23,Rpl34,Tcf7
Cd3d,Rpl13,Rpl36a
Hcst,Hcst,Rps8
Tmsb10,Rpl9,Shisa5
Rps8,Rps8,Rpl38
Rpl34,Rps5,Rps27a
Rps13,Shisa5,Rps13
Rpl38,Rps23,Ccr7
Rpl36a,Rpl38,Cd3d
Npc2,Sell,Hcst
Rpl8,Ccr9,Rgs10
B2m,Rpl8,Tmsb10
Rps18,Npc2,Rps25
Rps25,Grcc10,Rps18
Ltb,Rpl36a,Sell
Tcf7,Rps27a,Rpl8
Lef1,Rps13,Ltb
Rpl36,Cd3d,Igfbp4
Rps10,Rps25,Dapl1
Ptpn18,Rplp1,B2m
Rpl18,Ltb,Rpl37
Ccr7,Ramp1,Npc2
Rpl37,Evl,Rpl36
Rgs10,Tmsb10,Rpl35
Sell,Ccnd2,Lef1
Cd3e,Pdcd4,Rpl18
Rpl35,Rpl7,Rps10
Ccnd2,B2m,Ptpn18
Fxyd5,Ssh2,Ccnd2
Rpl27a,Cd3e,Rps20
Igfbp4,Rps18,Ramp1
Rpl7,Gsn,Evl
Rpl32,Ptpn18,Grcc10
Rps11,Rpl18,Rpl27a
Rps20,Rpl35,Rpl7
Rpl4,Sema4b,Ccr9
Dapl1,Junb,Rpl4
Cox7a2l,Tdrp,Pdcd4
Cd8b1,Rpl4,Rps11
Limd2,Cnn3,Cox7a2l
Junb,Fxyd5,Rpl32
Grcc10,Fam189b,Cd3e
Rpl11,Rpl37,Cd8b1
Rpl13a,Rpl36,Limd2
Pdcd4,Rapgef6,Junb
Saraf,Socs1,Fxyd5
Rpl6,Limd2,Rpl11
Cd8a,Rnf167,Rpl6
Rpl3,Rps10,Ssh2
Uba52,Cox7a2l,Fam189b
Evl,Rps11,Satb1
Ramp1,Use1,Cd8a
Use1,Chd3,Rapgef6
Rpl10a,Rps20,Use1
Satb1,Satb1,Rpl10a
Ccr9,Rpl27a,Rpl13a
Gm11808,Macrod1,Uba52
Selenow,Saraf,Chd3
Rpl15,Art2b,Rpl3
Rps17,Gm43698,Saraf
Klf13,Cd8b1,Pik3ip1
Rabac1,Pik3ip1,Rpl15
Pfdn5,Uba52,Acp5
Acp5,Cd8a,Tespa1
Arhgef1,Rpl13a,Rnf167
Klf2,Il6ra,Ypel3
Cd53,Rpl11,Socs1
Fam189b,Rpl32,Txk
Wdr89,Rabac1,Rabac1
Rapgef6,Tespa1,Gsn
