gene_names,5,8,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.31699228286743164,0.4507654011249542,0.6105844378471375,0.02463455045336175,3.1053414344787598,0.6105844378471375,0.23153255032337303,2.050668716430664,0.6105844378471375,0.37533348035490544,1.8264065980911255
Lypla1,0.28914448618888855,0.4771076440811157,0.8667466044425964,0.007955690495720607,3.5113203525543213,0.8667466044425964,0.07265326998818801,2.6803247928619385,0.8667466044425964,0.15011458155306615,2.416132688522339
Tcea1,0.34487053751945496,0.41254138946533203,0.31037187576293945,0.26423388393710373,1.9541261196136475,0.31037187576293945,0.6016377041416262,0.983264148235321,0.31037187576293945,0.7336137067314961,0.8799305558204651
Atp6v1h,0.19503144919872284,0.24442188441753387,0.36259782314300537,0.25236525028876167,1.981266736984253,0.36259782314300537,0.6593988728259863,0.8831061720848083,0.36259782314300537,0.75267644703338,0.7908567190170288
Rb1cc1,0.3276155889034271,0.26561933755874634,-0.34957215189933777,0.9452479979794807,0.744105875492096,-0.34957215189933777,0.6396274606180455,-0.9185551404953003,-0.34957215189933777,0.7428131664206757,-0.8095901608467102
4732440D04Rik,0.041911762207746506,0.07502590864896774,0.8641533255577087,0.6501230122473254,1.2416843175888062,0.8641533255577087,0.5942886434028204,1.1466273069381714,0.8641533255577087,0.6851334774621148,1.0509932041168213
Pcmtd1,0.259190171957016,0.20060348510742188,-0.41354355216026306,0.7542531077254658,1.0765787363052368,-0.41354355216026306,0.6060055771753196,-0.9761269092559814,-0.41354355216026306,0.7336137067314961,-0.8516865968704224
Gm26901,0.002608669688925147,0.005566768813878298,1.095660924911499,0.9452479979794807,0.2849767208099365,1.095660924911499,0.8859564646478333,0.4811725914478302,1.095660924911499,0.9240998160261072,0.46285516023635864
Rrs1,0.192046657204628,0.21122434735298157,0.15161781013011932,0.31286674304232265,1.8410401344299316,0.15161781013011932,0.9350193440675253,0.38146746158599854,0.15161781013011932,0.9775180399705922,0.33819738030433655
Mybl1,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Vcpip1,0.15750300884246826,0.15023502707481384,-0.07353510707616806,0.7229825685730903,1.1240748167037964,-0.07353510707616806,1.0,-0.1554785668849945,-0.07353510707616806,1.0,-0.13819487392902374
1700034P13Rik,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Sgk3,0.13038404285907745,0.05050577595829964,-1.4267351627349854,0.9452479979794807,-0.391277551651001,-1.4267351627349854,0.23586910503172204,-2.0388569831848145,-1.4267351627349854,0.4021811752793179,-1.7733153104782104
Mcmdc2,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Snhg6,0.44855231046676636,0.7472364902496338,0.973079264163971,0.001638547536369727,3.9964592456817627,0.973079264163971,0.0028334960962816424,3.8810207843780518,0.973079264163971,0.013616852625997714,3.4580986499786377
Cops5,0.25790685415267944,0.4037546217441559,0.7576252222061157,0.0184570588913375,3.209380626678467,0.7576252222061157,0.12432039419160631,2.416268825531006,0.7576252222061157,0.23346338966028968,2.1664228439331055
Cspp1,0.24078570306301117,0.12533824145793915,-1.0277401208877563,0.9802823399586994,-0.06898245960474014,-1.0277401208877563,0.23363422098769143,-2.045316696166992,-1.0277401208877563,0.4021811752793179,-1.7740470170974731
Arfgef1,0.22586970031261444,0.2508462071418762,0.17004427313804626,0.2810671596700038,1.9134150743484497,0.17004427313804626,0.9131739437579363,0.42696940898895264,0.17004427313804626,0.9608756075493478,0.37972292304039
Prex2,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
A830018L16Rik,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.15092603862285614,0.1599958837032318,0.09090463817119598,0.6031417249371068,1.3163210153579712,0.09090463817119598,1.0,0.1917981207370758,0.09090463817119598,1.0,0.1713990867137909
Tram1,0.7171774506568909,0.8356682658195496,0.3170239329338074,0.9026732270686243,0.8357055187225342,0.3170239329338074,0.48297969511463806,1.4508581161499023,0.3170239329338074,0.6176496470941103,1.2807743549346924
Lactb2,0.07503215223550797,0.13252916932106018,0.8629217743873596,0.16889394353548295,2.214223861694336,0.8629217743873596,0.48297969511463806,1.4405665397644043,0.8629217743873596,0.6116599499037461,1.2902668714523315
Gm9947,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.12709790468215942,0.11198168992996216,-0.19379881024360657,0.8595838855482207,0.9092114567756653,-0.19379881024360657,0.946650753679448,-0.3517906069755554,-0.19379881024360657,0.9856290223517807,-0.3116668164730072
Rpl7,3.316236972808838,3.4847412109375,0.25150007009506226,0.026204639394518562,3.080462694168091,0.25150007009506226,0.018508646300293627,3.2492551803588867,0.25150007009506226,0.07573214582690153,2.7754831314086914
Rdh10,0.031296152621507645,0.02702978253364563,-0.21452781558036804,0.9452479979794807,0.49531668424606323,-0.21452781558036804,1.0,-0.1874833106994629,-0.21452781558036804,1.0,-0.16583092510700226
Stau2,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Ube2w,0.13410817086696625,0.11760546267032623,-0.2015959918498993,0.8595838855482207,0.9114731550216675,-0.2015959918498993,0.9332059149729316,-0.3839193284511566,-0.2015959918498993,0.9763764720414504,-0.340049147605896
Eloc,0.5091408491134644,0.7672529816627502,0.7974915504455566,0.024882780503658927,3.099687337875366,0.7974915504455566,0.016285505359571482,3.2874186038970947,0.7974915504455566,0.04964547441969281,2.9395289421081543
D030040B21Rik,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Tmem70,0.17244461178779602,0.1693446785211563,-0.028470339253544807,0.726033562488096,1.1206822395324707,-0.028470339253544807,1.0,-0.06013120338320732,-0.028470339253544807,1.0,-0.053844157606363297
Ly96,0.013649703934788704,0.05055876821279526,1.915858268737793,0.7032490110292979,1.1602623462677002,1.915858268737793,0.3266717178379433,1.7990256547927856,1.915858268737793,0.4227937889211706,1.7157001495361328
Mcm3,0.17079268395900726,0.07661888748407364,-1.2258068323135376,0.9488481670305693,-0.20581652224063873,-1.2258068323135376,0.17718439192276902,-2.217071533203125,-1.2258068323135376,0.334286304562532,-1.9191991090774536
Paqr8,0.029399294406175613,0.0,-24.830537796020508,0.9802823399586994,-0.05654300004243851,-24.830537796020508,0.34812468840130006,-1.7393323183059692,-24.830537796020508,0.5563884340497947,-1.4452964067459106
Tram2,0.008978145197033882,0.05630788207054138,2.6831741333007812,0.6334174138640851,1.2643014192581177,2.6831741333007812,0.1776386632358034,2.2244467735290527,2.6831741333007812,0.24492131880103085,2.1406564712524414
Tmem14a,0.020058609545230865,0.0,-24.2722110748291,0.9802823399586994,-0.05654300004243851,-24.2722110748291,0.4063588020568826,-1.5996941328048706,-24.2722110748291,0.5915622295368955,-1.3292641639709473
Khdc1a,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Kcnq5,0.0,0.013216041028499603,23.66533088684082,0.9452479979794807,0.5247190594673157,23.66533088684082,0.48297969511463806,1.4222930669784546,23.66533088684082,0.5563884340497947,1.4222930669784546
Gm26580,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Ogfrl1,0.059296779334545135,0.018725726753473282,-1.6923880577087402,0.9748852089418755,-0.08368363976478577,-1.6923880577087402,0.474580071103994,-1.4691158533096313,-1.6923880577087402,0.6259719110798202,-1.2698615789413452
Smap1,0.3715238869190216,0.7231898903846741,1.2376084327697754,0.0003681123815286811,4.402438163757324,1.2376084327697754,0.0001650503369350638,4.67537784576416,1.2376084327697754,0.0012091109899484255,4.224266529083252
Sdhaf4,0.15992620587348938,0.3292648494243622,1.1689682006835938,0.014491248292515212,3.299849510192871,1.1689682006835938,0.04847864981579644,2.866157054901123,1.1689682006835938,0.097311662849776,2.6393988132476807
Lmbrd1,0.17069213092327118,0.16244059801101685,-0.07760178297758102,0.5674458084208074,1.372864007949829,-0.07760178297758102,1.0,-0.16229526698589325,-0.07760178297758102,1.0,-0.14284098148345947
Phf3,0.3366294801235199,0.41450920701026917,0.35992902517318726,0.0476573872381484,2.8316733837127686,0.35992902517318726,0.5942886434028204,1.1419792175292969,0.35992902517318726,0.6851334774621148,1.0076165199279785
Ptp4a1,0.2388484925031662,0.23119643330574036,-0.052712585777044296,0.4632905574210151,1.5538016557693481,-0.052712585777044296,1.0,-0.12989205121994019,-0.052712585777044296,1.0,-0.115370973944664
Prim2,0.02014477364718914,0.04259677976369858,1.0966191291809082,0.9452479979794807,0.6513753533363342,1.0966191291809082,0.6218793775169901,0.9507538676261902,1.0966191291809082,0.7336137067314961,0.8952497839927673
Rab23,0.0,0.016546394675970078,23.991966247558594,0.9452479979794807,0.6660765409469604,23.991966247558594,0.36841339442598303,1.681442141532898,23.991966247558594,0.4390714413233969,1.681442141532898
Bag2,0.0177439097315073,0.0364278182387352,1.0512551069259644,0.9452479979794807,0.7384516000747681,1.0512551069259644,0.6403763210692361,0.9169332981109619,1.0512551069259644,0.7336137067314961,0.8469831347465515
Zfp451,0.16098466515541077,0.06861422210931778,-1.2982494831085205,0.9452479979794807,-0.3143790662288666,-1.2982494831085205,0.1834161399669078,-2.1963915824890137,-1.2982494831085205,0.34318660179052024,-1.9008697271347046
Bend6,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Dst,0.027891209349036217,0.0,-24.75347328186035,0.9802823399586994,-0.05654300004243851,-24.75347328186035,0.35964455546114704,-1.6959844827651978,-24.75347328186035,0.5563884340497947,-1.4092766046524048
Gm37233,0.0,0.005625399295240641,22.427583694458008,0.9452479979794807,0.3833615481853485,22.427583694458008,0.5942886434028204,1.0,22.427583694458008,0.6851334774621148,1.0
Ccdc115,0.30038875341415405,0.32665547728538513,0.1408749222755432,0.34906837679687985,1.766403317451477,0.1408749222755432,0.9141998416096108,0.42409396171569824,0.1408749222755432,0.9620569825560994,0.3767724335193634
Imp4,0.31941378116607666,0.30649709701538086,-0.06935573369264603,0.798232010748573,1.0121196508407593,-0.06935573369264603,1.0,-0.19296041131019592,-0.06935573369264603,1.0,-0.17204880714416504
Ptpn18,2.059946298599243,1.9489102363586426,-0.18515489995479584,0.060665537752090146,-2.729896068572998,-0.18515489995479584,0.48297969511463806,-1.44229257106781,-0.18515489995479584,0.6264229050484982,-1.268250823020935
4930568A12Rik,0.0,0.008305688388645649,22.991662979125977,0.9452479979794807,0.3833615481853485,22.991662979125977,0.5942886434028204,1.0,22.991662979125977,0.6851334774621148,1.0
Arhgef4,0.02609967440366745,0.010993734933435917,-1.2582803964614868,0.9488481670305693,0.21938684582710266,-1.2582803964614868,0.6508105049332539,-0.8972309827804565,-1.2582803964614868,0.7642328117847182,-0.7711389660835266
Gm38336,0.0,0.005507488269358873,22.39693832397461,0.9452479979794807,0.3833615481853485,22.39693832397461,0.5942886434028204,1.0,22.39693832397461,0.6851334774621148,1.0
Fam168b,0.22351619601249695,0.17274481058120728,-0.4095694124698639,0.9452479979794807,0.7079183459281921,-0.4095694124698639,0.6252386980824373,-0.9429632425308228,-0.4095694124698639,0.7339521683044629,-0.8288135528564453
Plekhb2,0.12582872807979584,0.2602815330028534,1.1487172842025757,0.02944852175085585,3.0329666137695312,1.1487172842025757,0.09433638662542662,2.5594706535339355,1.1487172842025757,0.16511151026392923,2.3617653846740723
Hs6st1,0.04910750687122345,0.021605927497148514,-1.204471468925476,0.9488481670305693,0.1515352427959442,-1.204471468925476,0.5942886434028204,-1.1010375022888184,-1.204471468925476,0.7099848912876152,-0.9525258541107178
Uggt1,0.2547402083873749,0.19842441380023956,-0.4025930166244507,0.9452479979794807,0.5812620520591736,-0.4025930166244507,0.6061380948403231,-0.9756878018379211,-0.4025930166244507,0.7336137067314961,-0.8676636815071106
Neurl3,0.14693710207939148,0.12802663445472717,-0.2127082198858261,0.8557718330553566,0.9182583093643188,-0.2127082198858261,0.9208827818865014,-0.4115145802497864,-0.2127082198858261,0.9671058339899261,-0.36388012766838074
Arid5a,0.20333176851272583,0.25634974241256714,0.37398582696914673,0.27028666559242903,1.9405558109283447,0.37398582696914673,0.6311174242885704,0.9336180686950684,0.37398582696914673,0.7336137067314961,0.8419477939605713
4930403P22Rik,0.0,0.0,0.0,0.9452479979794807,0.24200403690338135,0.0,1.0,0.0,0.0,1.0,0.0
Kansl3,0.16367381811141968,0.14618781208992004,-0.17593969404697418,0.8220195448130677,0.9770630598068237,-0.17593969404697418,0.9509237043624972,-0.34244629740715027,-0.17593969404697418,0.9890461977828287,-0.30295509099960327
Lman2l,0.11127237975597382,0.03789115324616432,-1.607753872871399,0.9488481670305693,-0.18546104431152344,-1.607753872871399,0.2072744295790186,-2.1231017112731934,-1.607753872871399,0.3805107957361072,-1.820425271987915
