wilcoxon,t-test,t-test_overestim_var
Actg1,S100a6,S100a6
S100a6,Actg1,Actg1
Lgals1,Lgals1,Lgals1
Gapdh,Gapdh,Ctla2a
Tmsb4x,Pfn1,S100a4
Pfn1,Ctla2a,Pglyrp1
Ctla2a,Pglyrp1,Pfn1
Cd52,S100a4,Gapdh
Nkg7,Cd52,Cxcr3
Pglyrp1,Anxa2,Anxa2
S100a4,Cxcr3,Cd52
Rac2,Txn1,Bcl2a1b
Rbm3,Bcl2a1b,Ly6c2
Abracl,Lsp1,Gng2
S100a10,Abracl,Txn1
Anxa2,S100a10,Rilpl2
Cxcr3,Gng2,Abracl
Sub1,Rac2,S100a10
Lsp1,Ly6c2,Serpinb6b
Myl6,Cotl1,Lsp1
Txn1,Rilpl2,Tmsb4x
Cfl1,Rbm3,Rac2
Cotl1,Crip1,Itgb1
Bcl2a1b,Sub1,Crip1
Coro1a,Myl6,Cotl1
Crip1,Serpinb6b,Sub1
AW112010,AW112010,AW112010
Sh3bgrl3,Prelid1,Rbm3
Ly6c2,Nkg7,Myl6
Myl12a,Tmsb4x,Klrc1
S100a11,S100a11,Prelid1
Serpinb6b,Itgb1,Batf
Prelid1,Batf,Nkg7
Rilpl2,Myl12a,S100a11
Gng2,Klrc1,Sh2d2a
Slc25a5,Cfl1,Myl12a
Arpc3,Prr13,Prr13
Cox6b1,Sh3bgrl3,Ahnak
Itgb1,Coro1a,S100a13
Ptprcap,S100a13,Cd160
Arhgdib,Cox6b1,Sh3bgrl3
Batf,Capzb,Ly6a
Dnajc15,Sh2d2a,Cfl1
Cox6c,Ly6a,Coro1a
S100a13,Slc25a5,Capzb
Prr13,Gimap4,Cox6b1
Capzb,Ahnak,Ccl5
Ahnak,Sem1,Traf1
Ly6a,Arpc3,Gimap4
Cyba,Arhgdib,Slc25a5
Ubl5,Arpc5,Arpc5
Ppp1ca,Cox6c,Sem1
Gimap4,Cdc42,Arpc3
Gmfg,Dnajc15,Ptprcap
Arpc5,Cd160,Atxn1
Sem1,Traf1,Lcp1
Klrc1,Pycard,Arhgdib
Cdc42,Lcp1,Pycard
Sh2d2a,Ptprcap,Cox6c
Arpc4,Cyba,Dnajc15
Clic1,Arpc4,Acot7
Pycard,Ppp1ca,Cdc42
Atp5j,Ubl5,Vim
Lcp1,Anxa6,Arpc4
Vasp,Ccl5,Cyba
Cd160,Cox5b,Ppp1ca
H2afz,Laptm5,2310001H17Rik
Ccl5,Vim,Anxa6
Cox5b,Vasp,Sh2d1a
Traf1,Gmfg,Lamtor4
Laptm5,Sh2d1a,Crtam
Vim,Atxn1,Cox5b
Ms4a4b,Lamtor4,Ubl5
Atxn1,Cnn2,Zbtb32
Cox17,H2afz,1110008P14Rik
Anxa6,Atox1,Lag3
Sec61b,2310001H17Rik,Vasp
Ctsd,Ctsd,H2afz
Oaz1,Acot7,Mtch1
Pgam1,1110008P14Rik,Laptm5
Gpi1,Actb,Fyn
Sh2d1a,Fyn,Gmfg
Atox1,Ucp2,Actb
Cnn2,Mtch1,Ctsd
2310001H17Rik,Atp5j,Pgam1
Actb,Supt4a,Atox1
Btf3,Pgam1,Cnn2
Ifi27l2a,Clic1,Ctsb
1110008P14Rik,Ostf1,Ptms
Ostf1,Crtam,Ucp2
Acot7,Actr3,Atp5j
Ucp2,Ctsw,Cd28
Atp5l,Gpi1,Supt4a
Lamtor4,Btf3,Bcl2a1d
mt-Co1,Ctsb,Clic1
Actr3,Atp5f1,Ctsw
Supt4a,Cd28,Ostf1
Mtch1,Itgb2,Ifi27l2a
Cox4i1,Zbtb32,Itgb2
Fyn,Ifi27l2a,Cst7
Cd28,Calm2,Actr3
Atp5f1,Cox17,Gpi1
Ctsb,Lag3,Gpr183
Crtam,Cst7,Efhd2
Pgk1,Ap2s1,Cox17
Ctsw,Pgk1,Plek
Ndufa1,Ptms,Btf3
Ap2s1,Aldoa,Atp5f1
Aldoa,Pomp,Pgk1
Itgb2,Ndufa1,Ap2s1
Zbtb32,Sec61b,Tnfaip3
Cst7,Calm3,Tmem126a
Calm1,Fundc2,Calm2
Ppib,Gpr183,Calm3
Gpr183,Oaz1,Ndufa1
Srgn,Efhd2,Fundc2
Cox7c,Cox4i1,Cd44
Ptms,Calm1,Aldoa
Polr1d,Ppib,Pomp
Efhd2,Atp5l,Sec61b
Calm3,Tmem126a,Lrp10
Calm2,Bcl2a1d,Oaz1
Lrp10,Tnfaip3,Klrk1
Tmem126a,Mdh2,Gimap7
Tnfaip3,Tmem258,Slamf7
Psmb3,Psma1,Ufc1
Fundc2,Lrp10,Ppib
Arpc2,Plek,Calm1
Gimap7,Smdt1,Icos
Smdt1,Ufc1,Cox4i1
Uqcrq,Srgn,Ifng
Psma4,Mrps21,Atp5l
Psmb8,Gimap7,Tmem258
Hmgb2,Cd44,Vmp1
Cox8a,Eif4e2,Mdh2
Ufc1,Uqcrb,Psma1
Coro1b,Psmb3,Mrps21
Pomp,Ndufb7,Eif4e2
Tmem258,Vmp1,Smdt1
Rpl41,Cox8a,Odc1
Brk1,Ndufa13,Klrc2
Eno1,Nfkbia,Srgn
Cox5a,Ms4a4b,Ms4a4b
Ndufa13,Gnai2,Nfkbia
Icos,Eno1,Myo1f
Eif4e2,Icos,Myo1g
Dok2,mt-Co1,Coro1b
Nfkbia,Ndufb5,Pou2f2
Odc1,Hmgb2,Uqcrb
Plek,Klrk1,Ctla4
Lag3,Psmb8,Eno1
Gnai2,Uqcrq,Psmb3
Rnh1,Fkbp1a,Hmgb2
Elob,Odc1,mt-Co1
Vmp1,Rap1a,Ndufb7
Atp5c1,Coro1b,Rap1a
Myo1f,Mrpl33,Psma4
Uqcrb,Psma4,Flna
Myo1g,Prdx2,Prdx2
Bcl2a1d,Lamtor5,Gnai2
Mrpl33,Arpc2,Fkbp1a
Itga4,Slamf7,Lamtor5
Atp5k,Myo1g,Ndufa13
Vdac2,Polr1d,Ndufb5
Capza1,Flna,Itga4
Mrps21,Ifng,Uqcrq
Pou2f2,Atp5c1,Cox8a
Fkbp1a,Ndufv3,Capza1
Il2rb,Pou2f2,Pkm
Minos1,Myo1f,Rnh1
Rap1a,Pkm,Mrpl33
Ndufa4,Capza1,Psmb8
Psma1,Itga4,Il2rb
Serf2,Elob,Ptpn6
Ptpn6,Ptpn6,Polr1d
Flna,Rps27l,Siah2
Ndufv3,Cox5a,Rps27l
Mdh2,Minos1,Arpc2
Prdx2,Atp5a1,Dok2
