,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.7518005,-1.300741195678711,False,,,,,,,,,,,,,,,,0.043338656425476074
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.8770527,-0.0950385332107544,False,,,,,,,,,,,,,,,,-0.09273886680603027
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6626157,-1.1827170848846436,False,,,,,,,,,,,,,,,,-1.1416089534759521
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4100661,0.1840328574180603,True,0.34494908967846494,0.7634115937549873,0.24751359197483438,13.996092007990562,0.15998144969344139,0.09951527416706085,0.29391512274742126,0.4349554571241101,0.0,0.0,0.3303893931348153,0.2920454285136456,0.9362038152998892,0.2747622253563173,3.6845472880257293,0.2596954107284546
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.7409674,-0.03472411632537842,False,,,,,,,,,,,,,,,,-0.022873878479003906
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.8315697,-7.063477516174316,False,,,,,,,,,,,,,,,,-4.506049156188965
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.45433033,0.7359065413475037,True,1.3903990006317772,1.2071396051584462,0.5425271791044025,14.710256936981148,0.2709413668513298,0.4191393554210663,0.7309454083442688,0.5175891187675856,0.0,0.0,0.41969814299248254,1.1318386899845643,2.0916925738083902,0.18020842048508912,1.375877274399945,0.7359350025653839
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.89867246,-0.515682578086853,False,,,,,,,,,,,,,,,,-0.45440244674682617
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.004246702,-1.8016486167907715,False,,,,,,,,,,,,,,,,0.06651914119720459
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.81208,-7.427996635437012,False,,,,,,,,,,,,,,,,-7.2817888259887695
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.093299456,-0.7456279993057251,False,,,,,,,,,,,,,,,,-0.12366235256195068
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14205773,0.5918053984642029,True,2.450879156087887,3.5738187647004866,0.4382608961685662,7.6210194632990165,0.08378040213137866,0.22725433111190796,1.4715311527252197,0.6124924356202721,0.0,0.0,0.4893176163017658,0.5781209602429799,3.7420737553259427,0.11293158792004158,1.8118605834857286,0.751228079199791
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.1177084,-0.8594540357589722,False,,,,,,,,,,,,,,,,-0.8583520650863647
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,90.57669,-2.6803412437438965,False,,,,,,,,,,,,,,,,-2.6558682918548584
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.2907704,-0.5856566429138184,False,,,,,,,,,,,,,,,,0.21511799097061157
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.6528029,-2.243051767349243,False,,,,,,,,,,,,,,,,-0.41468024253845215
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.064141706,-1.2988831996917725,False,,,,,,,,,,,,,,,,-0.0914081335067749
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.5363457,-2.2059056758880615,False,,,,,,,,,,,,,,,,-1.7149574756622314
