,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.30288917,0.22889727354049683,True,0.23946866184830312,1.1040170644331129,0.2684327030554612,8.808714901439968,0.19788904353976244,0.06948359310626984,0.1632726639509201,0.3266055404674329,0.0,0.0,0.2032734134660798,0.18562828580004478,0.593060230322439,0.5285844800915179,2.030143275025298,0.47783851623535156
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.21989296,0.3481321334838867,True,0.011618333877548908,0.14033709493032148,0.1908743820405454,16.8936280226247,3.032453441619873,0.03169088810682297,0.01724345237016678,0.2417701947200627,0.0,0.0,1.6631229399559915e-11,0.09056040083212126,0.050580989288423084,0.8975453565336493,2.756522942820529,0.3553439974784851
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.5180321,-1.457141399383545,False,,,,,,,,,,,,,,,,-1.4453730583190918
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.5030499,0.3680086135864258,True,0.35581234955384633,0.719897831972446,0.24106106421242593,17.27500079667867,0.16551206745207311,0.12832140922546387,0.36632898449897766,0.5813499084557315,0.0,0.0,0.37975053802008996,0.38071389449967685,1.105404408584381,0.16692989928539126,3.776695619438581,0.5709285140037537
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,0.5879561,0.2614292502403259,True,0.2177888591634325,0.1457167841003505,0.19414821869024118,15.721947303365301,1.8165982762972512,0.3022613525390625,0.15252293646335602,0.1490236862086829,0.0,0.0,0.27530300943371866,1.2288221893231008,0.7488782308224974,2.445391258432271,3.4629240242963966,0.2656214237213135
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.1123443,-12.301552772521973,False,,,,,,,,,,,,,,,,-7.429940223693848
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.48953226,0.5426023304462433,True,0.621980782724327,0.6594714548534735,0.2961446769308452,12.98952343680234,0.31623670756816863,0.3129064440727234,0.4452610909938812,0.4446626385512062,0.0,0.0,0.3998245675410658,0.9278490455102297,1.6710409434704945,0.2545575435020611,2.157765435880235,0.6146267652511597
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.81562394,-0.4338853359222412,False,,,,,,,,,,,,,,,,-0.4243950843811035
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0038927998,-2.5812911987304688,False,,,,,,,,,,,,,,,,0.0580483078956604
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.2786245,-8.879537582397461,False,,,,,,,,,,,,,,,,-8.642284393310547
