wilcoxon,t-test,t-test_overestim_var
Ube2c,Cdk1,Birc5
Cdca8,Tpx2,Cdk1
Cdk1,Plk1,Tpx2
Nucks1,Ccna2,Ccna2
Ndc80,Birc5,Ube2c
Spc24,Ccnb1,Cdca8
Ccna2,Nusap1,Top2a
Ran,Ndc80,Plk1
Birc5,Cdkn3,Nusap1
Top2a,Cdca8,Ndc80
Cks2,Ube2c,Mki67
Tpx2,Kif11,Ccnb1
Cdkn3,Tacc3,Kif11
Ccnb1,Cenpf,Stmn1
Hmgb2,Nuf2,Smc2
Tacc3,Rad51,Cdca3
Smc2,Spdl1,Pclaf
Spdl1,Kif20b,Tuba1b
Nusap1,Ckap2l,Tacc3
Rad51,Sgo1,Cenpf
Ybx1,Top2a,Cdkn3
Incenp,Mki67,Tubb5
Cenpe,Aspm,Ccnb2
Cks1b,Cenpe,Cenpe
Nuf2,Cdca3,Cks1b
H2az1,Spc25,Spc24
Tuba1b,Kif20a,Hmgb2
Ranbp1,Smc2,Incenp
Cenpf,Aurka,Cks2
Plk1,Kif4,Rad51
Ube2s,Bub1,Nuf2
Tubb5,Ect2,Rrm2
Tubb4b,Rrm2,Hmmr
Kif11,Tuba1b,Kif20b
Anp32b,Hmmr,Dlgap5
Stmn1,Cdc20,Nucks1
Aspm,Kif18b,Tubb4b
Kif20b,Dlgap5,Lmnb1
Eif5a,Ppa2,H2ax
Rrm2,Spc24,Ran
H2ax,Mis18bp1,Fh1
Cdca3,Pclaf,Cdc20
Mki67,Ccnb2,Ckap2l
Spc25,Kif2c,Kif4
Lmnb1,Bub1b,Ccdc34
Ppa2,Incenp,Spdl1
Ptma,Stmn1,Ube2s
Ckap2l,Tubb5,Asf1b
Hmmr,Rad51ap1,Bub1b
Dlgap5,Kif22,Spc25
Snrpb,Ccdc34,Sgo1
Lsm2,Sgo2a,Anp32b
Hnrnpab,Fh1,Aspm
Kif18b,H2ax,Ppa2
Sgo1,Melk,Shcbp1
Gapdh,Cks1b,Kif22
Ccnb2,Oip5,Ptma
Cbx1,Prr11,Ect2
