wilcoxon,t-test,t-test_overestim_var
Zeb2,Zeb2,Zeb2
Ccl5,Cx3cr1,Cx3cr1
Cx3cr1,Ccl5,Gzma
Jak1,Gzma,Ccl5
Gzma,Klrg1,Klrg1
Klrg1,Jak1,Jak1
Il18rap,S1pr5,S1pr5
Rap1b,Il18rap,Il18rap
S1pr5,Lgals1,Lgals1
Lgals1,Rap1b,Rap1b
Spn,H2az1,As3mt
H2az1,As3mt,H2az1
Klf2,Spn,Spn
Itgb2,Klf2,Klf2
Ahnak,Borcs7,Borcs7
Ctsd,Itgb2,Klre1
Atp5h,Klre1,Itgb2
Ier2,Ahnak,Ifitm10
Rasgrp2,Ifitm10,Ahnak
Apbb1ip,Snx10,Snx10
Klrc1,Rps3a1,Rasgrp2
Rps3a1,Ier2,Ier2
Ptprc,Rasgrp2,Rps3a1
Ccdc88c,Dapk2,Dapk2
Borcs7,Ctsd,Zmiz1
Nkg7,Zmiz1,Ctsd
As3mt,Klrc1,Klrc1
Reep5,Nkg7,Klrb1c
Klrd1,Ptprc,Nkg7
Emp3,Klrb1c,Esm1
Snx10,Atp5h,Ptprc
Zmiz1,Ccdc88c,Atp5h
Itgb1,Esm1,Ccdc88c
Ifitm10,Apbb1ip,Apbb1ip
Klf3,Sgk1,Sgk1
Snx5,Klrd1,Racgap1
Dapk2,Itgb1,Reep5
Tpt1,Emp3,Klrd1
Atp1b3,Racgap1,Itgb1
Klre1,Reep5,Emp3
Sept11,Klf3,Klf3
Itgal,Tpt1,Smpdl3b
Cdkn2d,Smpdl3b,Tpt1
Pabpc1,1700025G04Rik,1700025G04Rik
Atp2b1,Cdkn2d,Acss2
Racgap1,Acss2,Cdkn2d
Sgk1,Rap1gap2,Rap1gap2
Ccl4,Sept11,Sept11
Gabarapl2,Stmn1,Stmn1
Stmn1,Snx5,Snx5
Arf4,Ccl4,Gpx8
Junb,Gpx8,Ccl4
Krtcap2,Pabpc1,Kcnj8
Txk,Atp1b3,Pabpc1
Esm1,Kcnj8,Atp1b3
Ugcg,Spata13,Spata13
Prf1,Atp2b1,Tbx21
