wilcoxon,t-test,t-test_overestim_var
Ccl5,Ccl5,Ccl5
Fau,Btg1,Btg1
Btg1,Zeb2,Tpt1
Tpt1,Tpt1,Fau
Hcst,Fau,Zeb2
H2-K1,Hcst,Hcst
Rps27,Il18rap,H2-K1
Zeb2,H2-K1,Il18rap
Jak1,Cx3cr1,Jak1
H2-D1,Jak1,Rps27
Rps14,Rps27,Cx3cr1
Ptprc,Rps14,Rps14
Il18rap,Ptprc,Ptprc
Rpl17,H2-D1,H2-D1
Rpl18a,Klrd1,Klrd1
Klrd1,Rpl18a,Rpl18a
H2-Q7,Rpl17,Rpl17
Laptm5,Ptpn18,Ptpn18
Cx3cr1,Laptm5,H2-Q7
Ptpn18,H2-Q7,Laptm5
Cd8b1,Cd8b1,Cd8b1
Sp100,Ypel3,B2m
B2m,B2m,Junb
Junb,Junb,Ypel3
Ly6c2,Klrg1,Klrg1
Rap1b,Sp100,Sp100
Rps24,Rps24,Ly6c2
Rpl34,Rpl34,Rps24
Rpl24,Ly6c2,Rpl34
Ier2,Rpl24,Rpl24
Ahnak,Ier2,Ier2
Gabarapl2,Rap1b,Rap1b
Klf2,Pdcd4,Pdcd4
Cox7a2l,S1pr5,Klf2
Rpl19,Rpl19,Rpl19
Klrg1,Klf2,S1pr5
Fxyd5,Itgb1,Ahnak
Nkg7,Ahnak,Itgb1
Rps13,Gabarapl2,Rps13
Rac2,Rps13,Gabarapl2
Itgb1,Fxyd5,Fxyd5
Zfp36l2,Zfp36l2,Zfp36l2
Ypel3,Klf3,Cox7a2l
Rpl30,Cox7a2l,Klf3
Rpl37a,Rpl30,Rpl30
Ets1,Rac2,Nkg7
Apbb1ip,Nkg7,Rac2
Srsf5,Rpl37a,Rpl37a
Pfdn5,Klrc1,Cd52
Ddx5,Apbb1ip,Klrc1
Spn,Ets1,Ets1
Itgal,Txk,Apbb1ip
Cd52,Cd52,Txk
Pnrc1,Pfdn5,Pfdn5
Ppp1r12a,Ccdc88c,Ddx5
Selplg,Ier5,Ccdc88c
Dock2,Itgal,Itgal
Klrc1,Ddx5,Ier5
Itm2b,Spn,Srsf5
Itga4,Pnrc1,Spn
Pdcd4,Srsf5,Pnrc1
Ccdc88c,Ppp1r12a,Ppp1r12a
Ms4a4b,Arl4c,Selplg
Lck,Ifitm10,Arl4c
Eif3f,Ogt,Dock2
Srgn,Selplg,Ogt
Atp2b1,Dock2,Ifitm10
Rpl27,Macf1,Macf1
Ier5,Atp2b1,Itga4
Macf1,Itga4,Atp2b1
