wilcoxon,t-test,t-test_overestim_var
Tox,Tox,Tox
Lag3,Lag3,Lag3
Ighm,Pdcd1,Pdcd1
Pdcd1,Nrgn,Ighm
Nrgn,Ighm,Nrgn
Ifi27l2a,Gldc,Pglyrp1
S100a4,Bcl2a1b,Gldc
Pglyrp1,Pglyrp1,Bcl2a1b
Cd3g,Cd3g,Ifi27l2a
Ptpn6,Ifi27l2a,Cd3g
Bcl2a1b,Ptpn6,Ptpn6
Cd3e,Bcl2l11,Cd3e
Gm8369,Eea1,Apobec3
Apobec3,Cd3e,Gm8369
Ctla4,Apobec3,S100a4
Plek,Gm8369,Eea1
Sh2d2a,Nrp1,Bcl2l11
Nfkbiz,Nfkbiz,Sh2d2a
Rgs16,Irf8,Nfkbiz
Cd226,Sh2d2a,Ctla4
Ly6a,S100a4,Plek
Cd3d,Cd9,Nrp1
Xaf1,Plek,Xaf1
Eea1,Ctla4,Cd3d
Batf,Xaf1,Cd9
Bcl2l11,Vax2,Irf8
Srgn,Cd3d,Ly6a
Uhrf2,Bcl2a1d,Rgs16
B4galnt1,Rgs16,Cd226
Gldc,Ly6a,Bcl2a1d
Cd9,Ppm1h,Batf
Hif1a,Batf,Srgn
Tnfaip8,B4galnt1,B4galnt1
Irf8,Cd226,Casp3
Bcl2a1d,Tnfaip8,Tnfaip8
S100a11,Rabgap1l,Ppm1h
Nrp1,Srgn,Uhrf2
Casp3,Casp3,Rabgap1l
Stat1,Il1rl1,Hif1a
Rabgap1l,Uhrf2,Gimap5
Ppm1h,Bcl2,Rps15a
Rps15a,Rps15a,S100a11
Limd2,Siah2,Il18r1
Rps7,Gimap5,Limd2
Zbp1,Hif1a,Vax2
Lbh,Hivep3,Slamf6
Gimap5,Slamf6,Siah2
Il18r1,Pecam1,Stat1
Ifi203,Inpp4b,Bcl2
Slamf6,Il18r1,Sla
Rap1a,Prag1,Rps7
Sla,Ikzf2,Lbh
Trbc2,St6galnac3,Sept7
Sec11c,Rps7,Zbp1
Sept7,Sla,Pecam1
Tpt1,Psen2,Psen2
Cst7,Trim12c,Sec11c
Trim30a,S100a11,Tnfrsf18
Gimap3,Lbh,Trim12c
Tnfrsf18,Napsa,Trim30a
Siah2,Zbp1,Ikzf2
Cd27,Tnfrsf18,Il1rl1
Serinc3,Limd2,Inpp4b
Orai1,Stat1,Hivep3
Bcl2,Sept7,Prag1
Zbtb32,Ddit4,Serinc3
Fxyd5,Rtp4,Rtp4
Ptpn11,Trim30a,Jaml
Trim12c,Pitpnm2,Ifi213
Foxn3,Ifi213,Cst7
Psen2,Jaml,Ifi203
Atxn1,Sec11c,Ptpn11
Ccdc50,Serinc3,Tpt1
Prkca,Ptpn11,Ddit4
Slfn2,Smco4,Foxn3
Pecam1,Sdcbp2,Cxcr4
Cxcr4,Cst7,Rap1a
Jaml,Rnf2,Smco4
Ikzf2,Cd200,Pitpnm2
Cblb,Foxn3,Zbtb32
Sh3kbp1,Tpt1,Trbc2
Rps27,Cxcr4,Orai1
Rpl18a,Ifi203,Rnf2
Rilpl2,Trim12a,Sdcbp2
Itgb1,Itih5,Trim12a
Stk39,Ifih1,Napsa
Arpc3,Orai1,Gimap3
Ifi213,Rap1a,Prkca
Tmed5,Zbtb32,Stk39
Srpk2,Ipcef1,Ipcef1
Trim12a,Stk39,St6galnac3
mt-Atp6,Rpl18a,Rpl18a
Rtp4,Trbc2,Cd27
Ddx17,Cblb,Cblb
Cd5,Prkca,Vmp1
Vmp1,Gimap3,Ifih1
Rpl17,Oxsr1,Ddx17
Serpinb6b,Ddx17,Nfatc1
Stat3,Nfatc1,Oxsr1
Rpl18,Cd27,Atxn1
Sms,Chit1,Srpk2
Nfat5,Vmp1,Bst2
Nfatc1,Arl14ep,Rps27
Bst2,Twsg1,Fxyd5
Rel,St14,Serpinb6b
Anxa11,Gch1,Slfn2
Ndfip1,Bst2,Itih5
Lgals3bp,Rps27,Tmed5
Ipcef1,Cd40lg,Cd200
H2ax,Csf1,Icos
Cd52,Srpk2,Lgals3bp
Ptpn18,Atxn1,Gch1
Klrc1,Spry2,Stat3
Shisa5,Gpr55,Ccdc50
Icos,Fxyd5,Rpl17
Cast,Serpinb6b,Anxa11
Pop5,Btla,Cast
Smco4,Slfn8,St14
Cep57,Lgals3bp,Rpl18
Smg6,Slfn2,Itgb1
Ifi35,Rpl17,Rel
Stk24,Tmed5,Arl14ep
Ifngr1,Rel,Twsg1
Litaf,Icos,Nfat5
D16Ertd472e,Rnf213,Rnf213
Rnf2,Ccdc50,Gpr55
Ppp1r16b,Stat3,Cd5
Cntrl,Anxa11,Sh3kbp1
Rinl,Cast,Rilpl2
Inpp4b,Itgb1,Slfn8
Pfdn5,Rpl18,Cdc37l1
Ubr5,Srgap3,Ppp1r16b
Gimap4,Nfat5,Cntrl
Cdc37l1,Cdc37l1,Ifi35
Crlf2,Cd5,Plscr1
H2az2,Rilpl2,Pop5
Nfkbia,Ppp1r16b,Smg6
Prag1,Ifi35,Socs3
Pcmt1,Plscr1,Klrc1
Ly6e,Sh3kbp1,Btla
Oxsr1,Ar,Shisa5
Sdcbp2,Klrb1c,Cd40lg
Rnf213,Socs3,Cd52
Selenow,Parp14,Ubr5
Rpl34,Ubash3b,Litaf
Bhlhe40,Phf11c,Chit1
Rps13,Smg6,Cep57
Ptprcap,Cntrl,Parp14
Nab1,Prickle1,Nrip1
Ets1,Ubr5,Crlf2
Socs3,Litaf,Ar
Emb,Klrc1,Phf11c
Plscr1,Serpinb1b,Ptpn18
Gimap1,Pop5,Ubash3b
Ddit4,Nrip1,H2ax
Klhdc2,Tox2,Cd160
Fyn,Cd160,Ifi206
Ifi206,Pear1,Slfn1
Rps24,Shisa5,Serpinb1b
Nrip1,Cd200r1,Srgap3
Hivep3,Tnfrsf4,Ets1
Tbc1d1,Ptpn18,Pik3ap1
Stap1,Cep57,Rps13
Mndal,Slfn1,Stk24
Ptms,Crlf2,Spry2
Ddx24,Lpgat1,D16Ertd472e
Pik3ap1,Cd52,Slc44a2
Ifih1,Rps13,Lpgat1
Slfn1,Slc44a2,Klhdc2
Atp2b1,Ifi206,Rbpj
Fkbp1a,Rps24,Csf1
