,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.37995797,-0.5896855592727661,False,,,,,,,,,,,,,,,,-0.035019755363464355
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.9281824,0.06402355432510376,True,0.006791262545609385,0.10331112727567016,0.09558595138288507,11.176433883254475,4.893291556835175,0.026420220732688904,0.008908801712095737,0.2268205130190331,0.0,0.0,0.0014679646513766622,0.06413409564560169,0.031196875232753572,0.9111587078889022,3.2638917817763775,0.1879798173904419
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.58331054,-1.4284570217132568,False,,,,,,,,,,,,,,,,-0.3382915258407593
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3121679,-0.7535377740859985,False,,,,,,,,,,,,,,,,-0.6382678747177124
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4659942,-1.1211397647857666,False,,,,,,,,,,,,,,,,-0.8756781816482544
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.3611093,-1.662593126296997,False,,,,,,,,,,,,,,,,-0.9456770420074463
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.20307402,0.16613060235977173,True,1.171426259766792,1.4551074260578298,0.29711262711168795,10.549165361274385,0.11086627453565598,0.18963995575904846,0.8082248568534851,0.4356178236171236,0.0,0.0,0.44188912525747726,0.6141954895685249,2.5197663636043153,0.2445632922957644,2.7894462833855442,0.30547213554382324
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.6215849,0.04458796977996826,True,0.05591034643814635,0.16730930591017415,0.13211866651406928,19.460773470262303,1.6924098426103593,0.12405311316251755,0.10390230268239975,0.2749514169858697,0.0,0.0,0.14689751712851007,0.3216083479189281,0.31322278268635273,0.7237801201783192,4.529306742881149,0.04587054252624512
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0033339332,-1.7258038520812988,False,,,,,,,,,,,,,,,,0.17969542741775513
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,10.01054,-7.450580596923828,False,,,,,,,,,,,,,,,,-7.255728721618652
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.052229002,-0.6563969850540161,False,,,,,,,,,,,,,,,,-0.6496269702911377
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.067483775,0.5476133823394775,True,1.8003247720320494,5.748344566199739,0.35150967567170316,14.279019476507283,0.031009504403918982,0.0796005129814148,1.212894082069397,0.36283750172933643,0.0,0.0,0.4854642379158387,0.2168410763524171,3.948740916776246,0.3440141007587879,2.571831536855385,0.6038116216659546
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5445141,-1.906785488128662,False,,,,,,,,,,,,,,,,-1.736546516418457
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,122.398476,-0.5579065084457397,False,,,,,,,,,,,,,,,,-0.5517442226409912
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.10581655,-1.6078588962554932,False,,,,,,,,,,,,,,,,0.07129627466201782
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.54492134,-0.1023174524307251,False,,,,,,,,,,,,,,,,-0.0726003646850586
