,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.25233006,0.3719908595085144,True,0.3091652045810199,1.358329217101368,0.3868061286575493,8.984127487255785,0.17131803676486015,0.06850503385066986,0.18893882632255554,0.40090609656266357,0.0,0.0,0.371559579628546,0.18066568150219942,0.5915159025261628,0.35160479010696244,2.0304564622937074,0.5616131722927094
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.7222087,0.35533732175827026,True,0.013527446427652075,0.15404296286584523,0.20450103258321395,16.48494070836547,3.1482877528667452,0.03126164525747299,0.017203256487846375,0.2671887089474682,0.0,0.0,3.8215331771641815e-12,0.08327951191588889,0.046118483316667125,0.7429750537096919,2.44119443657561,0.36051732301712036
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.5751125,-0.8761086463928223,False,,,,,,,,,,,,,,,,-0.8658266067504883
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3457694,0.3460610508918762,True,0.5309143553756794,1.044002865793363,0.39988155662157937,9.783862013321942,0.2264995489269495,0.13293491303920746,0.2978569567203522,0.35995816483657733,0.0,0.0,0.4177903874774459,0.3790681230722593,1.0985100214722856,0.3994200785666656,2.0439850512748987,0.572788417339325
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4328883,-0.25444912910461426,False,,,,,,,,,,,,,,,,-0.23680496215820312
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.5912237,-9.586420059204102,False,,,,,,,,,,,,,,,,-5.1186909675598145
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.36115462,-0.5250470638275146,False,,,,,,,,,,,,,,,,-0.3276578187942505
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.72283137,-0.5240017175674438,False,,,,,,,,,,,,,,,,-0.3826315402984619
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0046012034,-2.012388229370117,False,,,,,,,,,,,,,,,,0.021556973457336426
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.499296,-6.2025299072265625,False,,,,,,,,,,,,,,,,-6.070608615875244
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07411113,0.09135192632675171,True,1.144294964390996,4.175361329354749,0.29346226132637954,11.084404197982149,0.045933484006673096,0.07622624188661575,0.784109890460968,0.24589720989513653,0.0,0.0,0.44420619063931893,0.2005280529016119,3.2317830498876243,0.9247537888945226,2.3463298282139458,0.4965044856071472
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.11877787,0.7662976682186127,True,2.763936295275281,4.6356128702436985,0.4511933404761562,6.865063148521975,0.05813299149274826,0.1803189069032669,1.682745099067688,0.7680918788894088,0.0,0.0,0.47944126154576583,0.4272089406347708,4.147877577499583,0.06542444167906633,1.9172582330950896,0.8774254247546196
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5576319,-0.577261209487915,False,,,,,,,,,,,,,,,,-0.5594772100448608
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,125.189445,-0.14621663093566895,False,,,,,,,,,,,,,,,,-0.14191091060638428
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.09008514,-0.19600331783294678,False,,,,,,,,,,,,,,,,-0.16558420658111572
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5942014,-0.09228599071502686,False,,,,,,,,,,,,,,,,0.3139019012451172
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.078376316,-4.356403827667236,False,,,,,,,,,,,,,,,,-0.10068047046661377
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.0916157,-2.205164670944214,False,,,,,,,,,,,,,,,,-1.4157609939575195
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.5488467,0.7980683594942093,False,0.11206278744648165,0.051053134730044365,0.2609757581649644,9.653043059690665,6.658351242542267,0.9238530397415161,0.12140714377164841,0.49272566284866115,0.0,0.0,0.21009439101578348,2.38567077326639,0.34547219184580547,0.22171944542474725,2.451487251094494,0.8084207773208618
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.03726526,0.0859878659248352,True,0.0943539589685653,2.982835492181972,0.24697148047778897,5.376929607849013,0.2572974886745215,0.01278798095881939,0.060883909463882446,0.15380873362860198,0.0,0.0,0.18584173282732203,0.04362892211816716,0.1880170451637743,1.1844062845445764,1.6061168290274317,0.34153079986572266
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.2664609,-0.6784244775772095,False,,,,,,,,,,,,,,,,-0.6756553649902344
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3295772,-1.0455496311187744,False,,,,,,,,,,,,,,,,-1.0339696407318115
