wilcoxon,t-test,t-test_overestim_var
Hsp90ab1,Rps27a,Hsp90ab1
Hspd1,Hsp90ab1,Rps27a
Rps27a,Npm1,Npm1
Npm1,Hspd1,Hspd1
Eef1g,Eef1g,Eef1g
Eif5a,Rpl13,Hspe1
Nme1,Rpl8,Ppp1r14b
Ldha,Hspe1,Fabp5
Hspe1,Rpl7a,Rpl13
Hsp90aa1,Rps25,Rpl7a
Pdia6,Rpl6,Pdia6
Rpl14,Rpl11,Rpl8
Rpl13,Rps2,Rpl11
Rpl7a,Hspa5,Rpl6
Ppp1r14b,Rps9,Rps25
Rps2,Ppp1r14b,C1qbp
Rpl11,Rpl41,Rpl14
Mif,Pdia6,Atp5g1
Rpl15,Fbl,Hspa5
Rps25,Atp5g1,Fbl
Atp5g1,Rpl15,Hsph1
Fabp5,Rpl36,Rpl36
Rpl8,Rpl14,Rpl15
Rpl31,Canx,Rps9
Eef1d,Rpl9,Rpl31
Pdia3,Rpl7,Canx
Rpl6,Calr,Nme1
Rps17,Fabp5,Rps2
C1qbp,Rpl31,Gpx1
Ybx1,Hsph1,Rpl7
Rps8,Nme1,Rpl9
Canx,Rpl27a,Calr
Cct6a,C1qbp,Hsp90aa1
Btf3,Rpl10,Ldha
Hspa5,Rpl26,Rps8
Rps9,Rps8,Cct6a
Rpl7,Rps15,Eef1d
Calr,Eef1d,Pebp1
Gpx1,Pebp1,Eif5a
Hsph1,Gpx1,Rpl27a
Fbl,Ldha,Rpl41
Pebp1,Rplp1,Nolc1
Hsp90b1,Cct6a,Rpl26
Rpl36,Rps18,Rps15
Atp5b,Rsl1d1,Ung
Rpl10,Hsp90aa1,Pdia3
Rpl9,Pdia3,Rsl1d1
Pgam1,Nolc1,Rpl10
Psma7,Rps4x,Mif
Rpl27a,Mif,Chchd10
Cct3,Rpl12,Pgam1
Chchd10,Cct3,Cct3
Rplp0,Pgam1,Rps4x
Chchd2,Eif3a,Ppa1
Manf,Btf3,Atic
Rps27l,Ftl1,Btf3
Cct8,Rplp0,Eif3a
Rpl41,Rpl3,Rplp1
Nolc1,Eif5a,Rps18
Eif3a,Ppa1,Rps3a1
Rps4x,Rps3a1,Rpl12
Ppa1,Rps6,Ftl1
Rpl26,Atic,Rplp0
Rps3a1,Rpl10a,Rps6
Slc25a3,Rps23,Hspa9
Slc25a4,Aldoa,Psma7
Ncl,Psma7,Eif2s1
Rps6,Rps12,Rps23
Rps15,Eif2s1,Srm
Rpl22l1,Chchd10,Tpi1
Rsl1d1,Slc25a4,Rpl3
Pgk1,Rps20,Slc25a4
Cacybp,Cct2,Atp5b
Tpi1,Rpl23a,Cct8
Rpl3,Vcp,Cacybp
Eif2s1,Hspa9,Rps17
Rps18,Aprt,Aldoa
Atic,Cct8,Glrx3
Atp5a1,Atp5b,Cct2
Ung,Eef1b2,Mcm4
Ftl1,Tpi1,Rpl23a
Glrx3,Cacybp,Gmps
Mcm4,Glrx3,Aprt
Rpl12,Gmps,Rps12
Hspa9,Rpl4,Ncl
Srm,Rps5,Rpl4
Rplp1,Rps17,Pmm1
Gapdh,Mcm4,Mcm3
Aldoa,Eef1a1,Manf
Cct2,Ung,Vcp
Mcm3,Rps3,Rpl10a
Rps23,Mcm3,Rps20
Serbp1,Pmm1,Mt1
Slc25a5,Spcs2,Mybbp1a
Mybbp1a,Cisd1,Eef1b2
Set,Chchd2,Rps3
Cisd1,Ncl,Cdca7
Ran,Naca,Galk1
Rpl4,Manf,Cisd1
Galk1,Rps28,Chchd2
Aprt,Siva1,Mrto4
Gmps,Rars,Rps5
Snrpf,Mt1,Hsp90b1
Rps12,Rpl35a,Slc25a3
Rpl23a,Galk1,Eef1a1
Rps3,Mrto4,Rars
