,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.54601496,-0.5323494672775269,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.1818539,0.2517763376235962,True,0.015385320964505525,0.13298902856075023,0.16405501419784427,13.196667738434694,3.4132491347193716,0.037100981920957565,0.018831748515367508,0.25829089503538205,0.0,0.0,0.00015135625807462269,0.10147263087043691,0.05648191819160149,0.7502509934429996,1.6108364227454115
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7346519,-0.6150779724121094,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.33266622,0.22878694534301758,True,0.40569615436245776,0.8268037126577102,0.3720612740108108,11.542878210774001,0.21424277275800707,0.11129064112901688,0.24544504284858704,0.39463541065933416,0.0,0.0,0.3893791021890568,0.29309372204647055,0.8847052984838855,0.34877815362532405,2.540410594635422
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3231131,-0.8610720634460449,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.868517,-14.246309280395508,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.54196244,-0.6263611316680908,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.80877376,-0.657883882522583,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0028518562,-6.307875633239746,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.4915733,-3.333738327026367,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07409915,-0.46499717235565186,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.10731643,0.8552701026201248,True,2.4906563697114983,6.047106024864763,0.5424136000995184,8.731656020237132,0.04795080307871104,0.12897536158561707,1.2709038257598877,0.6018171367695359,0.0,0.0,0.4782331470221274,0.37545038575998096,3.3113142941789375,0.1467477200070247,1.5519189829948725
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.3464688,-1.1006147861480713,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,55.925354,-0.608376145362854,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.3182498,-0.3050858974456787,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.46802914,-3.224520683288574,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06431004,-3.233696937561035,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.91750914,-2.7243547439575195,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.866908,0.3835938572883606,True,0.10393542808370995,0.06376779562460083,0.15435093434011507,15.574678793559194,1.7141638576984406,0.442571759223938,0.1355472356081009,0.4396339480199325,0.0,0.0,0.3297140739470923,1.069109100047074,0.360196345774778,0.3699751567092485,4.574211760463242
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.26031885,-0.35587310791015625,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.63958067,-1.6588807106018066,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.76487416,-1.6509294509887695,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.4287474,-1.1768181324005127,False,,,,,,,,,,,,,,,
