,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.4648945,-0.5619782209396362,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.108435,0.196294903755188,True,0.021125070215117274,0.07670166349733776,0.14056053734194307,10.187289377365703,2.6385996437072756,0.06648476421833038,0.029837433248758316,0.16712588803772335,0.0,0.0,0.2760669056742391,0.22089305098813833,0.07856664109718184,0.6852516519667142,5.572438067131183
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6968136,-0.6158883571624756,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4183422,-0.3051292896270752,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2290169,-0.5225062370300293,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.2759314,-9.33570384979248,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.45952055,-0.35821986198425293,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.9082665,-0.8127251863479614,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.002903125,-6.025108337402344,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.002615,-3.6572771072387695,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.0810848,-0.3586050271987915,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.08764312,0.8310154676437378,True,1.7580479508029159,3.4516330176577052,0.31117783172921715,17.24071679122253,0.04292388405650854,0.17189143598079681,1.8921563625335693,0.561070439039068,0.0,0.0,0.4833622714887406,0.41171127051140466,4.7363525703549385,0.17557952689926587,3.0373083630790045
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.48042485,-0.7929383516311646,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,117.14085,-0.3795628547668457,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.29210985,-0.26055026054382324,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.43947637,-3.4532899856567383,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.073239714,-2.8600399494171143,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.026038,-1.6917774677276611,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.5725653,0.760447695851326,True,0.09143115721684088,0.04414073403764015,0.1275227498960713,17.476971066805753,2.0539587008953095,0.6426722407341003,0.15879392623901367,0.5012794846760525,0.0,0.0,0.2607555479959398,1.6487275458242874,0.42396711734733705,0.2131527499715177,5.3310835578040505
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.14258985,-0.17577767372131348,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.8022115,-1.3218677043914795,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.90728754,-0.9679241180419922,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.3115349,-1.1258914470672607,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.7998425,-0.19924235343933105,False,,,,,,,,,,,,,,,
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.445229,-0.895044207572937,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.2685052,-0.6852465867996216,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.8224037,-0.5976555347442627,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.04990096,-2.986454963684082,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,2.0701652,-0.012301206588745117,False,,,,,,,,,,,,,,,
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.7651245,-0.6011860370635986,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.004298,-1.8867650032043457,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.079984106,-1.8057680130004883,False,,,,,,,,,,,,,,,
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,1.9322054,-1.8724777698516846,False,,,,,,,,,,,,,,,
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,14.511986,-0.17399060726165771,False,,,,,,,,,,,,,,,
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.5944626,-0.5729562044143677,False,,,,,,,,,,,,,,,
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.65578014,-0.7864652872085571,False,,,,,,,,,,,,,,,
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.16084395,0.6135765910148621,True,0.4035959628338705,1.5027331038274536,0.2712032111559532,11.977361517401643,0.09537228595465422,0.0732555240392685,0.3629276156425476,0.451080888963766,0.0,0.0,0.42927843744345734,0.17115655278064998,0.6216247207966857,0.25411007392406876,3.1987189973647774
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.5669283,-1.7697138786315918,False,,,,,,,,,,,,,,,
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.27324855,-2.378970146179199,False,,,,,,,,,,,,,,,
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.5656228,-0.4542069435119629,False,,,,,,,,,,,,,,,
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.75214154,-0.2929201126098633,False,,,,,,,,,,,,,,,
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,5.1723337,-1.6149616241455078,False,,,,,,,,,,,,,,,
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,4.388693,-5.996890544891357,False,,,,,,,,,,,,,,,
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.72543514,0.5103207230567932,True,0.49327760254225744,0.34068204184700673,0.25231742647735295,15.096768244896715,0.42680603340268136,0.3888944089412689,0.43052953481674194,0.3517127147699246,0.0,0.0,0.47763475816745604,1.0749434244855183,1.6135818819547523,0.40494023236254095,3.249541002988026
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.1708312,-1.073589563369751,False,,,,,,,,,,,,,,,
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.273573,-0.7100735902786255,False,,,,,,,,,,,,,,,
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.3647702,-1.1899337768554688,False,,,,,,,,,,,,,,,
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.60462123,-0.26801156997680664,False,,,,,,,,,,,,,,,
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.83253056,-1.2717702388763428,False,,,,,,,,,,,,,,,
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.1968944,-0.9993016719818115,False,,,,,,,,,,,,,,,
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,7.906103,-2.1904208660125732,False,,,,,,,,,,,,,,,
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.346567,-0.7177671194076538,False,,,,,,,,,,,,,,,
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.036653526,-0.19604146480560303,False,,,,,,,,,,,,,,,
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.7443086,-0.5491278171539307,False,,,,,,,,,,,,,,,
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,3.2446086,-1.8733909130096436,False,,,,,,,,,,,,,,,
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.2940542,-0.4903287887573242,False,,,,,,,,,,,,,,,
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.2002972,-1.125718355178833,False,,,,,,,,,,,,,,,
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.0991921,-3.758615493774414,False,,,,,,,,,,,,,,,
