wilcoxon,t-test,t-test_overestim_var
Chchd10,Chchd10,Chchd10
Vim,Hspa8,Hspa8
Eif5a,Vim,Vim
Hspa8,Eif5a,Eif5a
Ptma,Hsp90aa1,Hsp90aa1
Hsp90aa1,Ass1,Ass1
Hsp90ab1,Rrm2,Rrm2
Rrm2,Fabp5,Fabp5
Ran,Hsp90ab1,Hsp90ab1
Ass1,Cmtm7,Cmtm7
Gapdh,Hsph1,Hsph1
Fabp5,Ptma,Ptma
Rps17,Ran,Ran
Cmtm7,Gzma,Gzma
Hsph1,Lat,Lat
Tagln2,Rps17,Rps17
Lat,Tagln2,Tagln2
Mif,Ldha,Ldha
Gzma,Klrg1,Klrg1
Ybx1,Gapdh,Gapdh
Ldha,Mt1,Mt1
Eef1d,Ybx1,Ybx1
Slc25a5,Hnrnpab,Hnrnpab
Rpl14,Npm1,Npm1
Hspd1,Mt2,Mt2
Ranbp1,Ranbp1,Ranbp1
Eef1g,Hspd1,Hspd1
Hnrnpab,Eef1g,Eef1g
Npm1,Mif,Mif
Manf,Slc25a5,Slc25a5
Mt1,Ccne1,Ccne1
Set,Gzmb,Gzmb
Anp32b,Gzmk,Gzmk
Atp5b,Set,Set
Ccne1,1500009L16Rik,1500009L16Rik
Hmgb1,Ccnd3,Ccnd3
Srsf3,Eef1d,Eef1d
Gzmk,Rpl14,Rpl14
Rpl7a,Anp32b,Anp32b
Ccnd3,Hmgb1,Hmgb1
Klrg1,Mt3,Mt3
Hsp90b1,Manf,Manf
Rps25,Rpl7a,Rpl7a
Anxa1,Pclaf,Pclaf
Tuba4a,Hsp90b1,Hsp90b1
Pa2g4,Pa2g4,Pa2g4
Ddx39,Tuba4a,Tuba4a
Mt2,Pdia6,Pdia6
Rpl31,Hells,Hells
Cct6a,Cct6a,Cct6a
Pdia6,Gmnn,Gmnn
1500009L16Rik,Ptges3,Ptges3
Dynll1,Ly6c2,Ly6c2
Ptges3,Esm1,Esm1
Txn1,Rps25,Rps25
Nme1,Rpl31,Rpl31
Gzmb,Fkbp4,Fkbp4
Hells,Anxa1,Anxa1
Fkbp4,Srsf3,Srsf3
Mt3,Tpi1,Tpi1
Canx,Ddx39,Ddx39
Hspe1,Atp5b,Atp5b
Cct8,Nasp,Nasp
Tpi1,H2-Q10,H2-Q10
Plac8,H2az1,H2az1
Ly6c2,Dynll1,Dynll1
Phgdh,Canx,Canx
Rps2,Hspe1,Hspe1
Ccnd2,Pdia3,Pdia3
Pdia3,Slbp,Slbp
H2-Q10,Phgdh,Phgdh
Eif1ax,Uhrf1,Uhrf1
Nasp,Rasgrp2,Rasgrp2
Uhrf1,Txn1,Txn1
Rpl41,Srsf2,Srsf2
Pgk1,Nme1,Nme1
Snrpa1,Tipin,Tipin
Mrpl18,Tuba1b,Tuba1b
Rasgrp2,Snrpa1,Snrpa1
Srsf2,Alyref,Alyref
Atp5g1,Cct8,Cct8
Cacybp,Plac8,Plac8
Eif4a1,Mrpl18,Mrpl18
Srsf7,Eif4a1,Eif4a1
Esm1,Stip1,Stip1
Alyref,Eif1ax,Eif1ax
Gmnn,Ccnd2,Ccnd2
Serbp1,Cacybp,Cacybp
Stip1,Lrrc59,Lrrc59
Eno1,Mcm3,Mcm3
Lrrc59,Rpl41,Rpl41
Slbp,Pcna,Pcna
Sdf2l1,Cnih4,Cnih4
Cnih4,Serbp1,Serbp1
Siva1,Atp5g1,Atp5g1
Pcbp1,Siva1,Siva1
Lyar,Rps2,Rps2
Pclaf,Lyar,Lyar
Pkm,Pcbp1,Pcbp1
Cox5a,Srsf7,Srsf7
Tipin,Sdf2l1,Sdf2l1
Aldoa,Tubb5,Tubb5
Pdap1,Pgk1,Pgk1
Rps27l,Cbx3,Cbx3
H2az1,Creld2,Creld2
Creld2,Ppia,Ppia
Snrpf,Mcm7,Mcm7
Ncl,Ctla2a,Ctla2a
Tcp1,Snrpd1,Snrpd1
Fbl,Fbl,Fbl
Gpx4,Ncl,Ncl
Ppia,Impdh2,Impdh2
Rbm3,Pdap1,Pdap1
Rps6,Gpx4,Gpx4
Dnaja1,Pgp,Pgp
