wilcoxon,t-test,t-test_overestim_var
Gzmb,Havcr2,Havcr2
Nkg7,Nkg7,Gzmb
Lag3,Ccl5,Lag3
Havcr2,Gzmb,
Sub1,Lag3,
Baz1a,Pfn1,
Ccl5,Ifng,
Ccl4,Cdc42,
Ptprcap,Ctsd,
Thy1,Rgs1,
Ccl3,Baz1a,
Arpc2,Sub1,
Rgs1,Cox20,
Prf1,Pycard,
Itm2b,Ptprcap,
Casp3,Lgals1,
Abracl,Thy1,
Lgals1,Ccl3,
Lyst,Itm2b,
Bcl2a1b,Myl6,
Ctsd,Arpc2,
Cdc42,Prf1,
Cxcr6,Stk17b,
Cd2,Calm1,
Ndfip1,Arpc4,
Uqcrq,Abracl,
Cd3g,Ccl4,
Gimap5,Ikzf3,
Sh2d2a,Gimap5,
Myl6,Map1lc3b,
Ifng,Bcl2a1b,
Rab1b,Cd2,
Fxyd5,Csnk2b,
S100a4,Uqcrq,
Ccr5,Prex1,
Fhl2,Fxyd5,
Ifi214,Zyx,
Csnk2b,Fhl2,
Cox20,Casp3,
Elob,Sh2d2a,
Id2,Actb,
Nedd9,S100a4,
S100a11,Elob,
Npc2,Cd3e,
Map1lc3b,Cxcr6,
Pfn1,Atp2b4,
D16Ertd472e,Rab1b,
Acadl,Capzb,
Hsd11b1,Purb,
Myl12a,Cfl1,
H2-Q7,Cd3g,
Crlf2,Cnot3,
Atp2b4,Foxn3,
Aopep,Cox17,
Cst7,Gapdh,
Gatad2a,Serf2,
Vamp8,Actr3,
Ikzf3,Ndufb8,
Agpat4,Myl12a,
Cd3e,Crlf2,
Actr3,Npc2,
Dpp3,Lyst,
Cd3d,Ndfip1,
H2-D1,Ndufa1,
Foxn3,Ndufb6,
Tmsb4x,Ifi214,
Zyx,Bex3,
Atox1,Arl6ip1,
Dgkh,Arpc5,
Rap1b,Actg1,
Lgals3,Ndufb7,
Cnot3,Aldoa,
Psmc2,Sec11a,
Mcm6,Sec61b,
Arpc4,,
Rbx1,,
Arpc5,,
Stk17b,,
Tox,,
Stat3,,
Xdh,,
Snx3,,
Actg1,,
Taf1b,,
Pycard,,
Inpp1,,
Ndufs6,,
