ID,count
ENSMUSE00000858910,0
ENSMUSE00000863980,0
ENSMUSE00000485541,11
ENSMUSE00001343189,0
ENSMUSE00001343686,0
ENSMUSE00001337180,0
ENSMUSE00001345667,0
ENSMUSE00001343966,0
ENSMUSE00001337496,0
ENSMUSE00000846843,0
ENSMUSE00001344134,2
ENSMUSE00001340315,1
ENSMUSE00001378580,16
ENSMUSE00001342598,4
ENSMUSE00001379779,0
ENSMUSE00001403780,0
ENSMUSE00001396015,0
ENSMUSE00001340813,0
ENSMUSE00000471383,0
ENSMUSE00001346369,0
ENSMUSE00001341878,0
ENSMUSE00000436360,0
ENSMUSE00001339744,0
ENSMUSE00001338503,0
ENSMUSE00001338470,0
ENSMUSE00000231976,0
ENSMUSE00001344451,0
ENSMUSE00001340102,0
ENSMUSE00001304409,81
ENSMUSE00001342057,7
ENSMUSE00000846510,3
ENSMUSE00001345430,1
ENSMUSE00000450421,190
ENSMUSE00001229301,190
ENSMUSE00000789568,172
ENSMUSE00001246843,138
ENSMUSE00001343760,18
ENSMUSE00001266256,81
ENSMUSE00000727986,37
ENSMUSE00000491965,7
ENSMUSE00001344247,0
ENSMUSE00000814493,9
ENSMUSE00001258222,12
ENSMUSE00001235188,9
ENSMUSE00001288384,9
ENSMUSE00001269943,9
ENSMUSE00000898244,0
ENSMUSE00001338399,0
ENSMUSE00000815609,1
ENSMUSE00001345632,0
ENSMUSE00001341829,0
ENSMUSE00000945922,0
ENSMUSE00001344175,0
ENSMUSE00000230695,0
ENSMUSE00001336803,0
ENSMUSE00001343562,51
ENSMUSE00000850919,14
ENSMUSE00000630867,0
ENSMUSE00001343653,0
ENSMUSE00001345117,13
ENSMUSE00001343905,0
ENSMUSE00001229435,0
ENSMUSE00001340227,0
ENSMUSE00001116424,73
ENSMUSE00001345075,33
ENSMUSE00001340075,33
ENSMUSE00001341418,5
ENSMUSE00001340185,0
ENSMUSE00000766828,50
ENSMUSE00000805330,50
ENSMUSE00001283395,3
ENSMUSE00000229712,27
ENSMUSE00001338148,0
ENSMUSE00000837222,1
ENSMUSE00001342882,0
ENSMUSE00001089168,0
ENSMUSE00001337805,0
ENSMUSE00000710157,3
ENSMUSE00000727604,0
ENSMUSE00001343882,0
ENSMUSE00000535591,0
ENSMUSE00001341429,0
ENSMUSE00001345729,0
ENSMUSE00000633382,1
ENSMUSE00001338516,0
ENSMUSE00001346128,0
ENSMUSE00000703062,8
ENSMUSE00000703061,8
ENSMUSE00001332771,0
ENSMUSE00000703041,198
ENSMUSE00000553770,183
ENSMUSE00000863091,6
ENSMUSE00000854215,19
ENSMUSE00000373485,619
ENSMUSE00000398161,3
ENSMUSE00000847426,0
ENSMUSE00001269731,118
ENSMUSE00001211290,74
ENSMUSE00001225956,57
ENSMUSE00001273290,116
ENSMUSE00000946085,13
ENSMUSE00001317570,0
ENSMUSE00000630817,0
ENSMUSE00000820108,0
ENSMUSE00001371120,3
ENSMUSE00001225112,3
ENSMUSE00000829416,2
ENSMUSE00001092805,1
ENSMUSE00000827356,211
ENSMUSE00001214903,153
ENSMUSE00001321600,183
ENSMUSE00001218429,139
ENSMUSE00001236438,134
ENSMUSE00001336116,15
ENSMUSE00001336901,0
ENSMUSE00000553482,2724
ENSMUSE00001321552,68
ENSMUSE00000809317,170
ENSMUSE00000752865,91
ENSMUSE00000827254,17
ENSMUSE00001343502,45
ENSMUSE00001321068,48
ENSMUSE00001319304,134
ENSMUSE00000411242,14
ENSMUSE00001341523,0
ENSMUSE00000802675,0
ENSMUSE00000711495,0
ENSMUSE00000970315,0
ENSMUSE00000780418,0
ENSMUSE00001346299,0
ENSMUSE00000664283,0
ENSMUSE00001319129,0
ENSMUSE00001343232,0
ENSMUSE00001320137,0
ENSMUSE00001318984,0
ENSMUSE00001330589,18
ENSMUSE00001327733,18
ENSMUSE00000837368,7
ENSMUSE00001329849,4
ENSMUSE00001344775,0
ENSMUSE00000702730,2
ENSMUSE00000458590,7569
ENSMUSE00000386648,7593
ENSMUSE00001326959,33
ENSMUSE00000832566,45
ENSMUSE00000740838,55
ENSMUSE00001341133,26
ENSMUSE00001221147,3033
ENSMUSE00001343194,47
ENSMUSE00001338285,17
ENSMUSE00001343404,65
ENSMUSE00000846292,5
ENSMUSE00001339750,235
ENSMUSE00001338642,118
ENSMUSE00001320670,0
ENSMUSE00001334220,587
ENSMUSE00001325639,79
ENSMUSE00000387757,282
ENSMUSE00000154319,514
ENSMUSE00000783451,105
ENSMUSE00001339140,18
ENSMUSE00000664333,0
ENSMUSE00001100838,0
ENSMUSE00001342318,0
ENSMUSE00001337866,0
ENSMUSE00001287047,0
ENSMUSE00000911018,0
ENSMUSE00000154295,0
ENSMUSE00000496745,0
ENSMUSE00000488844,0
ENSMUSE00001346020,0
ENSMUSE00001320993,0
ENSMUSE00000154271,0
ENSMUSE00001335633,0
ENSMUSE00001328462,0
ENSMUSE00001320360,0
ENSMUSE00000713895,15
ENSMUSE00000408164,53
ENSMUSE00000324435,51
ENSMUSE00000846669,0
ENSMUSE00000630745,12
ENSMUSE00000847339,0
ENSMUSE00001329503,0
ENSMUSE00000355111,7
ENSMUSE00000702624,4
ENSMUSE00001163295,9
ENSMUSE00000604450,252
ENSMUSE00000783152,80
ENSMUSE00000398568,251
ENSMUSE00000844926,144
ENSMUSE00001232834,230
ENSMUSE00000839769,204
ENSMUSE00001337908,0
ENSMUSE00001343131,110
ENSMUSE00000861900,110
ENSMUSE00001241858,110
ENSMUSE00000848769,103
ENSMUSE00001246673,9
ENSMUSE00001243063,79
ENSMUSE00001304878,1035
ENSMUSE00001297894,344
ENSMUSE00001300189,861
ENSMUSE00000757375,622
ENSMUSE00001330550,295
ENSMUSE00000702579,283
ENSMUSE00000340801,84
ENSMUSE00001320713,217
ENSMUSE00001323302,213
ENSMUSE00000702580,198
ENSMUSE00001335296,198
ENSMUSE00001325368,0
ENSMUSE00001330344,0
ENSMUSE00000491850,13
ENSMUSE00001328582,0
ENSMUSE00000383734,2
ENSMUSE00001328947,0
ENSMUSE00001324699,61
ENSMUSE00001331927,0
ENSMUSE00001318813,0
ENSMUSE00000816973,4
ENSMUSE00000819647,2
ENSMUSE00000769172,0
ENSMUSE00001326214,0
ENSMUSE00001334241,1
ENSMUSE00001382966,2
ENSMUSE00001384865,2
ENSMUSE00001326225,0
ENSMUSE00001323316,0
ENSMUSE00001320105,0
ENSMUSE00000821169,0
ENSMUSE00000904993,0
ENSMUSE00001207630,0
ENSMUSE00000774882,0
ENSMUSE00000630718,0
ENSMUSE00000552542,14
ENSMUSE00000720131,14
ENSMUSE00001335733,14
ENSMUSE00000847310,0
ENSMUSE00000870991,2
ENSMUSE00000866580,6
ENSMUSE00001331570,0
ENSMUSE00000722600,0
ENSMUSE00000630649,23
ENSMUSE00001341169,0
ENSMUSE00000729307,0
ENSMUSE00001321074,0
ENSMUSE00000582671,0
ENSMUSE00001295109,0
ENSMUSE00000552318,1
ENSMUSE00001335576,0
ENSMUSE00000308433,11
ENSMUSE00001325121,4
ENSMUSE00001322025,786
ENSMUSE00000355532,786
ENSMUSE00001318617,61
ENSMUSE00001318983,119
ENSMUSE00001331822,106
ENSMUSE00000847368,0
ENSMUSE00001112487,0
ENSMUSE00000664279,0
ENSMUSE00000350093,373
ENSMUSE00001321555,144
ENSMUSE00001330813,21
ENSMUSE00000630638,2
ENSMUSE00000154316,2
ENSMUSE00000977905,0
ENSMUSE00000464249,12792
ENSMUSE00001256878,12794
ENSMUSE00001345689,22
ENSMUSE00001244113,12426
ENSMUSE00000716105,40
ENSMUSE00001297040,6655
ENSMUSE00001345361,72
ENSMUSE00001326316,0
ENSMUSE00000551967,19
ENSMUSE00000630608,0
ENSMUSE00001333544,6
ENSMUSE00000552004,13
ENSMUSE00000304588,13
ENSMUSE00001322006,0
ENSMUSE00001324369,0
ENSMUSE00000494133,0
ENSMUSE00001336944,0
ENSMUSE00001337773,0
ENSMUSE00001333376,0
ENSMUSE00000702281,31
ENSMUSE00001322127,22
ENSMUSE00001329918,27
ENSMUSE00001333872,0
ENSMUSE00000836051,602
ENSMUSE00000351902,717
ENSMUSE00000824133,37
ENSMUSE00001310609,572
ENSMUSE00001309695,214
ENSMUSE00001220650,383
ENSMUSE00001290400,25
ENSMUSE00001233074,8
ENSMUSE00001331053,0
ENSMUSE00001332705,11
ENSMUSE00000156356,13
ENSMUSE00001334449,0
ENSMUSE00001081342,13
ENSMUSE00000482374,8
ENSMUSE00000789808,2
ENSMUSE00000702181,5
ENSMUSE00000303026,5
ENSMUSE00000664428,0
ENSMUSE00001327469,3
ENSMUSE00001319942,252
