,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.3685983,-0.4661356210708618,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.404847,-0.09750080108642578,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6000501,-0.5163265466690063,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3375696,-0.5280579328536987,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3783718,-1.4925427436828613,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.7253137,-10.22541332244873,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.3435989,-1.2746059894561768,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.9006572,-0.8134005069732666,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.007877211,-7.461919784545898,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,8.258544,-4.782896518707275,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.06387024,-0.25059759616851807,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.071798444,0.583839476108551,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.58564574,-0.3948708772659302,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,101.53434,-0.25977206230163574,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.10104456,-0.3556283712387085,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5686705,-0.6085211038589478,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.055647176,-6.511380195617676,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.3002915,-0.9577518701553345,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.6386507,0.17832159996032715,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.15157329,-0.283496618270874,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.74955714,-0.9233032464981079,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3263001,-1.2850160598754883,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.7002568,-1.8824002742767334,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.6132052,-0.06992828845977783,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.7331577,-0.769492506980896,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.28954867,-0.7319265604019165,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.232973,-2.352100133895874,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.027540192,-3.4680094718933105,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.1188495,-1.179349660873413,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.0174963,-0.4532887935638428,False
