wilcoxon,t-test,t-test_overestim_var
Ifi27l2a,Tcf7,Tcf7
Rpl17,Ifi27l2a,Ifi27l2a
Tcf7,Slamf6,Rpl17
Rps24,Rpl17,Slamf6
Gm8369,Gm8369,Gm8369
Rpl18a,Rpl18a,Rpl37
Rps7,Rpl37,Rpl18a
Slamf6,Rps7,Rps7
Rpl37,Limd2,Limd2
Limd2,Rpl32,Ltb
Rps29,Ltb,Rps29
Rpl32,Rpl39,Rpl27a
Rpl18,Rpl18,Rps24
Rpl39,Rps24,Rpl39
Rpl27a,Rpl27a,Rpl32
Rpl37a,Rps29,Rpl18
Rps13,Rpl30,Rpl30
Rpl30,Tnfsf8,mt-Co1
Fau,Rgs10,Rps13
Ltb,mt-Co1,Emb
Emb,Rps13,Rpl23
Rps15a,Rpl23,Shisa5
Rps27,Shisa5,Rpl37a
Rpl23,Rps15a,Cd3d
mt-Co1,Emb,Ighm
Cd3d,Ighm,Rps15a
Rpl12,Cd3d,Fau
Rps26,Tox,Rplp1
Rplp1,Rplp1,Rpl12
Rps18,Rpl37a,Rpl21
Rpl34,Rpl21,Rps26
Rpl21,Crtam,Tnfsf8
mt-Atp6,Rpl12,Rgs10
Rps14,Rps26,mt-Atp6
Rps21,Fau,Rps21
Shisa5,Rps18,Rps18
Rpl22,Rpl34,Rpl34
Rps16,Rps21,Rps14
Rps12,mt-Atp6,Rpl22
Ighm,Inpp4b,Rps27
Rplp2,Rplp2,Rplp2
Tpt1,Rpl22,Tox
Rpl19,Evl,Crtam
Rps20,Rps14,Rps16
Rpl35a,Asap1,Evl
Rpl24,Id3,Rps12
Rpl9,Rps16,Rpl35a
Cox7a2l,Rps27,Rpl9
Rps10,Rps12,Asap1
Rack1,Rpl35a,Cd52
Rpl11,Pdcd4,Cox7a2l
Cd52,Rpl9,Rpl19
Eif3f,Cox7a2l,Pdcd4
Rps28,Cd52,Inpp4b
Rpl10a,Rpl24,Rps20
B2m,Rps20,Rpl24
Evl,Rpl19,Rps10
Rpl36,Rps10,Rack1
Trbc2,Rack1,Rpl11
Tnfsf8,Rps28,Rps28
Rpl29,Itgb1,Id3
Cd3e,Cd9,B2m
Pdcd4,Rpl11,Itgb1
Crtam,Tespa1,Cd9
Btg1,Eif3f,Eif3f
mt-Co3,B2m,Rpl36
Rpl27,Rpl36,mt-Co3
Rps9,mt-Co3,Trbc2
Selenow,Selenow,Tpt1
Rgs10,Cd3e,Cd3e
Itgb1,Rtp4,Tespa1
Pfdn5,Tpt1,Selenow
Tox,Rps9,Btg1
Ucp2,Trbc2,Traf1
Asap1,Bcl2,Rps9
Cd9,Ucp2,Ucp2
Cd3g,Traf1,Rpl27
Traf1,Btg1,Bcl2
H2-K1,Rpl27,Rpl29
Rps3,Rpl29,Rpl10a
Uqcrh,Rpl10a,Rtp4
Rpl26,Rpl26,Rpl26
Rps23,Sesn3,Cd3g
Rpl28,Utrn,Pfdn5
Rpl13,Pfdn5,H2-K1
Ptpn18,Irf2bp2,Utrn
Rpsa,Cd3g,Rps23
mt-Co2,Rps23,Rps3
Tmsb10,Gimap5,mt-Co2
Bcl2,Rps5,Rps5
Rps5,Uqcrh,Gimap5
Gimap5,Slfn1,Uqcrh
Rps11,Rps3,Srgn
Utrn,H2-K1,Irf2bp2
Srgn,mt-Co2,Rpl13
Fyn,Rpl13,Slfn1
Naca,Tmsb10,Sesn3
Eef1a1,Srgn,Ptpn18
Gimap6,Ptpn18,Fyn
Cd27,Naca,Tmsb10
Tespa1,Fyn,Naca
Inpp4b,Gimap3,Gimap3
Gimap3,Eef1a1,Eef1a1
Eef1b2,Cd27,Cd27
Eif3h,Ogt,Ogt
Id3,Map4k4,Rpl28
Ifi203,Pou2f2,Ctla4
Map4k4,Ifi203,Slfn2
Slfn2,Ctla4,Ifi203
Ogt,Slfn2,Map4k4
Rpl38,Lag3,Pou2f2
Rpl15,Ifi213,Gimap6
Rpl5,Rpl28,Eef1b2
Rpl4,Rnf213,Rpl5
Slfn1,Nsg2,Ifi213
Rps19,Eef1b2,Rpl15
Ctla4,Xcl1,Ypel3
Mbnl1,Gimap6,Lag3
Rtp4,Ypel3,Rps11
H2-T23,Cxcl10,Rnf213
Irf2bp2,Rinl,Rpl38
Rinl,H2-T23,Rinl
Ly6e,Tcp11l2,H2-T23
Rplp0,Rps11,Trim12a
Hcst,Trim12a,Rpl4
Gimap4,Rpl15,Xcl1
Mndal,Rpl5,Eif3h
Serf2,Tnfrsf25,Hcst
Bcl2a1b,Rpl38,Nsg2
Pnrc1,Hcst,Rpsa
Rps27a,Rpl4,Bcl2a1b
Rpl36a,Pecam1,Mbnl1
Ypel3,Ikzf2,Tcp11l2
Trac,Bcl2a1b,Rps19
Rpl35,Eif3h,Ly6e
Sept1,Rpsa,Cxcl10
Pou2f2,Rps19,Rps27a
Zfp36l1,Mbnl1,Gimap4
Eif3e,Xaf1,Pecam1
Trim12a,Msi2,Rplp0
Rps3a1,Aff3,Ikzf2
Trim30a,Trim30a,Mndal
Batf,Gimap4,Xaf1
Ets1,Rps27a,Trim30a
Paip2,Mndal,Sept1
Xcl1,Ifit1,Msi2
Cblb,Ly6e,Zfp36l1
S100a11,Zfp36l1,Tnfrsf25
Sesn3,Rplp0,Trac
Vmp1,Cblb,Cblb
Il2rg,Sept1,Aff3
Hif1a,Batf,Rpl36a
Ms4a4b,Irf7,Batf
Rilpl2,Nrp1,Rps3a1
Icos,Isg15,Pnrc1
Gmfg,Rpl36a,Irf7
Rnf213,Pnrc1,Nrp1
Rpl7,Trac,Rpl35
1810058I24Rik,Gpr183,Serf2
Ifi213,Rpl35,Gpr183
mt-Nd4,Trim12c,Ifit1
Cyb5a,Tcf12,Ets1
Uhrf2,Pacsin1,Tcf12
Arpc3,Rps3a1,Isg15
Ptprc,Serf2,Trim12c
Clk1,Mxd4,S100a11
Nfkbiz,Ets1,Eif3e
Rpl3,Rab37,Mxd4
Ctss,Ifit3,Icos
Gpr183,Paip2,Paip2
Xaf1,S100a11,Smpdl3a
Lag3,Icos,Ctss
Junb,Slfn5,Rab37
Pglyrp1,Eif3e,Hif1a
Bnip3l,Smpdl3a,Ptprc
Prrc2c,Phf11c,Pacsin1
Smpdl3a,Pbxip1,Il2rg
Rhoh,Actn1,Pbxip1
Cnot6l,Nbdy,Actn1
Fxyd5,Hif1a,Bcl2l11
Rpl8,Plscr1,Uhrf2
Nsa2,Dhx58,Vmp1
Eef2,Ctss,Slfn5
Ddx24,Bcl2l11,Phf11c
Tcf12,Il2rg,Ifit3
Rpl6,Vmp1,Nbdy
Nsg2,Uhrf2,Pglyrp1
Mrpl52,Adk,Nfkbiz
Pecam1,Rnf114,Rpl7
Msi2,Vamp5,Gmfg
Nop53,Ptprc,Adk
Stat1,Nfkbiz,Rnf114
Ikzf2,Pglyrp1,Plscr1
Irf7,Tox2,Rabgap1l
Saraf,Ccr7,Vamp5
Rabgap1l,Gmfg,Ms4a4b
Rpl10,Rabgap1l,Dhx58
Mycbp2,Pim2,Clk1
Rps15,Rpl7,Cyb5a
Polr1d,Trbv13-3,Ipcef1
Cd226,Fchsd2,Trbv13-3
Trbc1,Ipcef1,Ccr7
Sp110,Kdm5b,1810058I24Rik
Actn1,Casp4,Cd226
Nr4a2,Socs1,Arl5c
Atp5e,Il1rl1,Pim2
Ankrd12,Arl5c,Fchsd2
Adk,Ifi208,Ifi206
Tnfaip8,Ms4a4b,Bnip3l
Rps27rt,Cyb5a,Ifi208
Laptm5,Oas1a,Rilpl2
mt-Cytb,Socs3,Casp4
Tcp11l2,1810058I24Rik,Socs3
Lamp1,Ifi206,Kdm5b
Lgals3bp,Clk1,Prrc2c
Sh3kbp1,Siah2,Arpc3
Skap1,Isg20,Siah2
Akap13,Rilpl2,Socs1
Nfkb1,Eva1b,Tox2
Rpl13a,Bnip3l,Eva1b
Ms4a6b,Slc25a36,Oas1a
Cst7,Lgals3bp,Il1rl1
mt-Nd2,Cd226,Rhoh
Nrp1,Cd200,Lgals3bp
Ndufa7,Prrc2c,Slc25a36
Cxcl10,Mycbp2,Mycbp2
Trim12c,Btla,Stap1
Acp5,Trps1,Sp110
Rnf114,Stap1,Rpl3
Slfn5,Prkca,Prkca
Aff3,Arhgef3,Junb
Stap1,Sp110,Isg20
Grap,Rpl3,Ankrd12
Bcl2l11,Cnot6l,mt-Nd4
Prkca,Rhoh,Trps1
Nek7,Camk2d,Cnot6l
Tnfrsf25,Saraf,Fxyd5
Sh2d1a,Arpc3,Arhgef3
B4galnt1,Cd72,Saraf
Rac2,Tnfrsf26,Nfkb1
Mettl23,Cd84,Ddx24
Ipcef1,Ccdc28b,Camk2d
Ifi206,Ankrd12,Btla
Ptpn6,Gldc,Cd84
Pbxip1,mt-Nd4,Vps13a
Ctsw,Fxyd5,Nr4a2
Churc1,Vps13a,Gldc
Isg15,Ptpn11,Cd72
Vps13a,Nfkb1,Rpl8
Ablim1,Ccr6,Rps27rt
Arl5c,Ddx24,Cd200
Ubl5,Itm2c,Ptpn11
Peli1,Ifi214,Itm2c
Sri,Tgif1,Nop53
Eif3m,Rps27rt,Laptm5
Rps4x,Junb,Ifi214
Rps6,St6galnac3,Tgif1
Max,Gbp9,Cst7
Tprgl,Ifih1,Ccdc28b
Mxd4,Hvcn1,Nsa2
Mrpl24,Cst7,Hvcn1
Satb1,Grcc10,Nek7
Ndufa1,Nr4a2,Tnfrsf26
Rab37,Trim34a,Ifih1
Borcs8,Ddx60,Nfat5
Cd53,Nop53,Gbp9
Cd6,Nfat5,Grcc10
Ifi209,Spock2,Psen2
Psme1,Orai1,Orai1
Rel,Psen2,Ms4a6d
Rsrp1,Rpl8,Grap
Trbv13-3,Max,Mrpl52
Stat4,Grap,Tnfaip8
Lpxn,Nek7,Polr1d
Siah2,Ms4a6d,Max
Dpp4,Nsa2,Acp5
Tmem50a,Tnfaip8,Trim34a
Ly6a,Laptm5,Borcs8
Arhgap45,Scml4,Ifi209
Tspo,Acp5,Dpp4
Ubac2,Borcs8,Stat1
Usp3,Mrpl52,Ccr6
Cox6c,Tacstd2,Rpl6
Ifit1,Ifi209,Eef2
H2-D1,Eef2,Ms4a6b
Vamp5,Dpp4,Ddx60
Myl12b,Elk4,Akap13
Tnfaip3,Rsad2,St6galnac3
Cd5,Dus2,Scml4
Ddx5,Polr1d,Elk4
Plaat3,Stat1,Spock2
Eva1b,Aim2,Rpl10
Arhgap9,Mrps6,Adcy7
Prr13,Akap13,Mrps6
Pnisr,Nlrc5,Aim2
Orai1,Ms4a6b,Smco4
Jmjd1c,Parp14,Rps15
Gabarap,Smco4,Nlrc5
Cd84,Fam53b,Dus2
Wdr26,Rpl6,Fam53b
Socs3,Adcy7,Parp14
Rpl23a,Plxdc2,Rel
Ndufa6,Dpy19l3,Trp53inp1
Ptprcap,Tnfrsf4,Gramd1b
Gpsm3,Ddit4,Cd160
Eif1,Gramd1b,Tacstd2
Sat1,Eif2ak2,Eif2ak2
Itm2c,Rel,Rsad2
Pabpc1,Trp53inp1,Lpxn
Ier5,Art3,Clec2i
Bzw2,Rpl10,Ctsw
Trps1,Rps15,Crbn
Ddx6,Izumo1r,Bend4
Arap2,Hivep3,Zc3h12d
Zc3hav1,Bend4,Ablim1
Nbdy,Cd160,Tnfrsf4
Ifit3,Zc3h12d,Klhl24
Gstp3,Clec2i,Plxdc2
Ccr7,Lpxn,Ddit4
Il18r1,Crbn,Dpy19l3
Cd160,Cd83,Usp18
Nfat5,Lax1,Cd6
Dguok,Usp18,Gstp3
Chd2,Gstp3,Sh3kbp1
Adcy7,Ephx1,Ehd3
Rps25,Ablim1,Sh2d1a
Camk2d,Syt11,Peli1
Jund,Klhl24,Hivep3
Slc50a1,Ctsw,Lax1
Ptpn11,Ehd3,Syt11
Kmt2a,Bzw2,Bzw2
Ehd3,Sh3kbp1,Zbp1
Itpkb,Arap2,Tprgl
Mrps6,Zbp1,Lamp1
Scp2,Cd6,AB124611
Arglu1,Peli1,Arid5a
Zbp1,Relb,Trbc1
Arhgef3,Ddx58,Ddx58
Celf1,Unc119b,Arap2
Cd28,Tprgl,Art3
Cd37,Sh2d1a,Unc119b
Nmi,Zer1,Sat1
Psen2,Filip1l,Chd3
Tgif1,Arid5a,Izumo1r
Klk8,Trim56,Gpr18
Pacsin1,AB124611,B4galnt1
Tut4,Ifnar2,Ifnar2
Tnrc6b,Gpr18,Skap1
Itgal,Lamp1,Cd83
Phf11c,Tbc1d4,Trav14-1
Eif3k,Chd3,Atp5e
Casp4,Armc3,Dtx3l
Plscr1,Faah,Usp3
Cnp,Hscb,Relb
Kxd1,Il6st,mt-Cytb
Ms4a6d,Trim30d,Irf9
Bst2,Usp3,Mettl23
Prdx6,Dtx3l,Trim56
Crbn,Dennd2d,Stat4
Slc38a1,Atp5e,Il16
Ifi47,Irf9,Hscb
Ifi35,Sat1,Jmjd1c
Rbm39,Abcg1,Tnrc6b
Ddt,Ar,Zer1
Ifi208,Il16,Rac2
Traf3ip3,Trav14-1,Filip1l
Kdm5b,Mettl23,Ptpn6
Ifi27,Trbc1,Ephx1
Gldc,Skap1,Dennd2d
Smco4,Ikbke,Faah
Use1,6330403K07Rik,Cd5
Hsd17b10,mt-Cytb,Wdr26
Sh2d2a,B4galnt1,Ar
Srrm2,Lysmd2,Pdrg1
Mrps16,Parp9,Dguok
Trav14-1,Dapl1,Slfn8
Sept6,Stat4,Trim30d
Cox14,Slfn8,Parp9
Atp6v1f,Wdr26,Armc3
Fyb,Pdrg1,Abcg1
Higd2a,Tnrc6b,Il6st
Uqcc3,Jmjd1c,Ikbke
Cmc1,Dguok,Rsrp1
Map1lc3b,Arid5b,Il18r1
Micos13,Ptpn6,Cd37
S100a4,Mbnl2,Klk8
Irf2,Cd5,Tmem50a
Rbck1,Ndufa7,Lysmd2
Pim2,AC149090.1,Tbc1d4
Srsf5,Il18r1,Ndufa7
Psmb1,Ifi35,Psme1
Mat2b,Klk8,Mbnl2
Slc25a36,Ubac2,Arhgap9
Gpr18,Arhgap9,Churc1
Foxp1,Psme1,AC149090.1
Fchsd2,Cd37,Arid5b
Arhgap15,Rac2,Ubac2
Fermt3,Churc1,Ifi35
Socs1,Tmem106b,H2-D1
