,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.24514079,0.35229921340942383,True,0.32972403590010646,1.3672886783430758,0.3830685387970331,7.909193476047963,0.15885369680821895,0.06614914536476135,0.19675633311271667,0.42773880734552455,0.0,0.0,0.32740432738898845,0.18282959192006132,0.5902004581073235,0.279947501825257,2.0718340676332945
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.111222535,0.25810521841049194,True,0.015940439313865275,0.17398029592835243,0.2719927309124502,11.800903580840021,2.8507488334178923,0.03000492788851261,0.017129892483353615,0.2587749477643907,0.0,0.0,1.1028789557625456e-09,0.09074229510542464,0.04818173998902584,0.7772824731694951,2.768999311379541
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.67588115,-0.5979317426681519,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.37527266,0.4744744300842285,True,0.5086341487591908,1.0512839436911219,0.40450908727722246,13.650647562383643,0.1785132119804621,0.13692910969257355,0.3624325692653656,0.5322491847462817,0.0,0.0,0.4184924790350256,0.3923473957191475,1.1039766711664611,0.144388733534439,2.3978505860224955
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2636157,-0.36298227310180664,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.902838,-18.316680908203125,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5220591,-0.0022362470626831055,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8284617,-0.5688257217407227,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0030551255,-4.215938568115234,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.8599234,-3.2160181999206543,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.0897847,-0.10965442657470703,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.119459,0.7164652645587921,True,2.6792262363577937,4.475210088099363,0.42041789667394086,6.870867760828203,0.058585324995219706,0.19183076918125153,1.7763525247573853,0.7941209385776007,0.0,0.0,0.46983069698718877,0.42795894961028963,4.19141804837975,0.049585974072401014,1.9706439845480455
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.0888557,-0.8819838762283325,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,111.584404,-0.4580026865005493,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.25339434,-0.10216414928436279,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.6764638,-1.8316240310668945,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.07773045,-2.351370334625244,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.91203684,-3.396979808807373,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.6335545,0.8457872420549393,True,0.08443762771913445,0.02964719178102534,0.1422368588101615,17.152105818128906,3.3192566692829133,0.9639444351196289,0.13721859455108643,0.6595470847417775,0.0,0.0,0.14936079282739018,2.3374798961284275,0.3407594520470192,0.11299382293355141,4.572862200849009
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.12826152,-0.10513961315155029,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.8124463,-1.9605023860931396,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.8537661,-1.551461935043335,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.4446269,-1.5324225425720215,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.44976428,0.21369576454162598,True,0.08338012366930789,0.2045234911296315,0.10707769736538181,25.87781520456582,1.154667319357395,0.1539413332939148,0.20164792239665985,0.30183954159483617,0.0,0.0,0.20648401636341696,0.3717668168585435,0.4188261359913981,0.623703535079668,6.510510639881533
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.5155694,-1.199507474899292,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.21626635,-0.9388471841812134,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.3676918,-0.7322475910186768,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.048994277,-4.511354446411133,False,,,,,,,,,,,,,,,
