,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.46600062,-0.8981341123580933,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.32551375,-0.2838106155395508,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7299292,-0.973159670829773,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.30430952,-0.5113956928253174,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2757992,-1.4486868381500244,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.2442837,-8.797846794128418,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.39939335,-0.8840142488479614,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8412993,-0.4417147636413574,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.008313099,-6.071300506591797,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,3.8198357,-4.717219352722168,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.14745599,-3.1002416610717773,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.10232996,0.4355391263961792,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.64007723,-0.7815444469451904,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,0.0,-0.9368036985397339,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.13607223,-0.05434131622314453,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5263156,-1.231788158416748,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06883873,-4.38674259185791,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1036302,-1.1869678497314453,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.3927803,-0.1538940668106079,False
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.14682011,-0.2975841760635376,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.2637305,-1.030968427658081,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.2626308,-1.2352688312530518,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.3616737,-1.1210038661956787,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.072534,-0.7449809312820435,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.7179403,-0.7517811059951782,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.29188925,-0.6748234033584595,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.3799646,-1.9368975162506104,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.038944453,-2.0845541954040527,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.3594174,-1.6858880519866943,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.8134195,-0.6350498199462891,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,0.9638306,-1.170423984527588,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.100505225,-2.7567758560180664,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,1.8397028,-1.5474555492401123,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,18.696255,0.8570573627948761,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.52183175,-0.5713989734649658,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.4243328,-0.6676115989685059,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.5289326,-0.47463107109069824,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.6368331,-1.5264334678649902,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.55571264,-0.9663171768188477,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.6166976,-0.38223791122436523,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.7814186,-0.4927576780319214,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.1240332,-3.447005271911621,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,3.842464,-4.510414123535156,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.750215,-0.25784218311309814,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.1921314,-0.829643726348877,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.19575305,-0.2917795181274414,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,2.1841946,-1.285778284072876,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.46869576,-0.5801632404327393,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.6326505,-0.938901424407959,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.9549626,-0.484139084815979,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,6.2411227,-4.558309078216553,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.34671044,-1.047905683517456,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.023082528,-0.10113131999969482,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.40125075,-0.22731077671051025,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,7.179647,-0.35777199268341064,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.0718757,-0.9325716495513916,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,0.9295215,-0.979828953742981,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.3715205,-3.4350318908691406,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.25838864,-0.498093843460083,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.9964423,-0.7664151191711426,False
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.5316648,-0.5937341451644897,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.337776,-1.8371906280517578,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.25325283,-0.24601256847381592,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.0858026,-2.54502010345459,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,18.994831,-15.525489807128906,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.096600816,0.0764765739440918,True
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,1.0836414,-1.6215324401855469,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,1.9676077,-2.8140523433685303,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.592578,-0.5048737525939941,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,0.988438,-1.050804853439331,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.1372194,-1.0197718143463135,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,3.723001,-3.669506072998047,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.31609657,-0.21006262302398682,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,2.646719,-1.944551706314087,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.2005846,-0.18678736686706543,False
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.26531202,-0.42303788661956787,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,2.2140281,0.7141070365905762,True
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,0.6457239,0.07284021377563477,True
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.0,0.0,False
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.09197908,-0.0779716968536377,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.058677748,-3.847667694091797,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,3.9473178,-0.42344343662261963,False
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,0.6834375,-0.6619491577148438,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.7576068,-0.7080717086791992,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.9639587,-0.3735988140106201,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.2313256,-1.0260517597198486,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.46780184,-0.545779824256897,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.05096575,-1.1590628623962402,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.06753257,-1.6162645816802979,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.0665818,-0.5425487756729126,False
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,1.6032488,-0.6307693719863892,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,0.6904681,-0.5134916305541992,False
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.035734005,0.45657217502593994,True
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.5041245,-1.1531591415405273,False
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,10.958742,-4.761434078216553,False
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,1.5128419,-3.077281951904297,False
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.11536651,-1.1409196853637695,False
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0502,0.93476915,-1.0425879955291748,False
Gpr55,ENSMUSG00000049608,1,85961007,85938318,-,-0.0092,0.5155637,-0.2412395477294922,False
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.3456,0.1049471,-0.7623624801635742,False
Pde6d,ENSMUSG00000026239,1,86582629,86542994,-,-0.0156,1.1548299,-1.2230339050292969,False
Usp40,ENSMUSG00000005501,1,88008551,87945119,-,-0.0333,1.7050468,-0.7760237455368042,False
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0629,0.39207116,-0.42491090297698975,False
Arl4c,ENSMUSG00000049866,1,88702221,88673125,-,-0.0968,0.28836936,-0.5565335750579834,False
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.1238,0.36358586,-0.9369136095046997,False
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0913,2.4205155,-0.8797203302383423,False
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.1287,0.12017953,-1.1076643466949463,False
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.0781,0.01936691,-9.514974594116211,False
Mterf4,ENSMUSG00000026273,1,93305915,93299211,-,0.003,0.27964786,-0.47654640674591064,False
Pask,ENSMUSG00000026274,1,93343482,93308770,-,0.0895,0.11741723,0.34810870885849,True
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.2369,0.46059406,-0.4160372018814087,False
Stk25,ENSMUSG00000026277,1,93658659,93619751,-,-0.0315,0.2837537,-1.5845494270324707,False
Thap4,ENSMUSG00000026279,1,93754864,93701935,-,0.0178,0.2223858,-0.4035203456878662,False
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.1976,0.5170523,-1.6846144199371338,False
Pdcd1,ENSMUSG00000026285,1,94052553,94038305,-,0.1159,0.47881013,-0.019481658935546875,False
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0566,1.6032314,-1.086991786956787,False
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,-0.0049,0.3157056,-2.1171181201934814,False
Ppip5k2,ENSMUSG00000040648,1,97770411,97706048,-,0.0158,1.1351877,-0.7501955032348633,False
Pam,ENSMUSG00000026335,1,98095646,97795114,-,-0.0168,0.0,-1.3577289581298828,False
Pign,ENSMUSG00000056536,1,105663677,105518422,-,-0.0193,3.780387,-4.0356926918029785,False
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.167,1.3897473,0.1780295968055725,True
Kdsr,ENSMUSG00000009905,1,106759727,106720459,-,-0.0828,0.5209808,-0.6098521947860718,False
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,-0.0084,1.3225875,-2.183988332748413,False
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.2497,0.060095783,-0.34811830520629883,False
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0821,1.9702543,-1.7597651481628418,False
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3636,0.0019192601,-0.11667811870574951,False
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0075,0.28263748,-0.4810901880264282,False
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,0.0742,0.30356213,-1.2378759384155273,False
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2331,0.25266778,-0.32588374614715576,False
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.0301,12.161592,-0.4042621850967407,False
Zranb3,ENSMUSG00000036086,1,128103047,127954184,-,0.0442,5.4970064,-0.4688161611557007,False
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.4204,0.4324508,0.5138451755046844,True
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.1538,0.27463412,-0.8560309410095215,False
Cxcr4,ENSMUSG00000045382,1,128592293,128588199,-,-0.0379,0.07314972,-0.40163302421569824,False
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1072,0.15378244,0.023967862129211426,True
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0171,1.005912,-0.7823716402053833,False
Dyrk3,ENSMUSG00000016526,1,131138340,131127455,-,0.0868,0.40924376,-0.26601266860961914,False
Rassf5,ENSMUSG00000026430,1,131245258,131176410,-,-0.0733,0.078209594,-3.1207427978515625,False
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.1157,0.5284654,-0.46823930740356445,False
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0434,3.9768488,-3.4474034309387207,False
Mdm4,ENSMUSG00000054387,1,133030561,132959484,-,-0.0384,2.3652117,-3.4931702613830566,False
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.3906,0.044441957,-1.6906688213348389,False
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0931,0.839517,-0.6545401811599731,False
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0304,1.151267,-0.7208553552627563,False
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.2306,0.053049862,-0.36253631114959717,False
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.0697,0.6334663,-0.9071861505508423,False
Ppp1r12b,ENSMUSG00000073557,1,134955942,134754658,-,-0.0325,3.836653,-3.56020450592041,False
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.2034,0.5687479,-1.57106351852417,False
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.1671,0.1020218,-0.6255379915237427,False
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0589,1.8275464,-0.9997751712799072,False
Camsap2,ENSMUSG00000041570,1,136346104,136268123,-,-0.0506,0.78671944,-1.2456612586975098,False
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.1792,1.0281118,-1.8469958305358887,False
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,-0.0163,1.5269916,-0.6824855804443359,False
2310009B15Rik,ENSMUSG00000079283,1,138856852,138851983,-,0.0117,0.19314802,-0.8943687677383423,False
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,-0.0132,1.582276,-2.61047101020813,False
Ro60,ENSMUSG00000018199,1,143777068,143750790,-,-0.0392,0.35245818,-0.17532825469970703,False
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0856,0.15012962,-0.8348401784896851,False
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,0.0133,0.094477154,-0.27918124198913574,False
Odr4,ENSMUSG00000006010,1,150393080,150361305,-,0.0275,0.43903887,-0.8690390586853027,False
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0426,1.4863605,-1.140784502029419,False
Rnf2,ENSMUSG00000026484,1,151500955,151458004,-,0.0044,3.0867648,-2.1175284385681152,False
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,-0.0181,3.4685025,-0.5437051057815552,False
Tsen15,ENSMUSG00000014980,1,152386688,152370735,-,0.0648,0.16742869,-1.107367992401123,False
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,-0.0351,2.526845,-4.54960823059082,False
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0098,3.2586915,-0.5696871280670166,False
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.1253,0.69799984,-0.5454494953155518,False
Cacna1e,ENSMUSG00000004110,1,154884501,154390731,-,-0.0145,0.0,0.0,False
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0649,3.5391946,-4.577914237976074,False
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.0365,0.38083038,-0.5372155904769897,False
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0861,1.1942313,-1.3096530437469482,False
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,-0.0217,1.5328424,-0.6586161851882935,False
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,0.0121,0.30053356,-0.5290961265563965,False
Tor3a,ENSMUSG00000060519,1,156674356,156653617,-,-0.0162,1.2583987,-1.5433459281921387,False
Fam20b,ENSMUSG00000033557,1,156719086,156678532,-,0.0026,0.9661097,-0.3652151823043823,False
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0577,0.7989263,-0.6538516283035278,False
Rasal2,ENSMUSG00000070565,1,157412595,157135182,-,0.0401,4.6032887,-0.24268078804016113,False
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.3057,0.06857555,-0.18347513675689697,False
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.098,8.247816,-2.2076809406280518,False
Zbtb37,ENSMUSG00000043467,1,161034849,161002922,-,-0.0742,0.27281755,-0.425960898399353,False
Dars2,ENSMUSG00000026709,1,161070658,161040601,-,0.1329,0.5137381,-0.17980194091796875,False
Klhl20,ENSMUSG00000026705,1,161131511,161088375,-,-0.0361,0.62565535,-0.5785497426986694,False
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0375,0.17055652,-1.7491199970245361,False
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,-0.0855,0.525025,0.3015918731689453,True
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0777,2.8239758,-1.4458601474761963,False
Dnm3,ENSMUSG00000040265,1,162478034,161982453,-,0.033,0.09805486,-0.03738880157470703,False
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0631,0.5537202,-0.16300833225250244,False
Gorab,ENSMUSG00000040124,1,163403669,163384908,-,0.002,0.8183293,-0.4138491153717041,False
BC055324,ENSMUSG00000041406,1,163994796,163945993,-,0.0465,0.5014333,-0.17017173767089844,False
Blzf1,ENSMUSG00000026577,1,164307489,164289800,-,-0.0005,1.0509878,-0.9117476940155029,False
Atp1b1,ENSMUSG00000026576,1,164458355,164437109,-,-0.1274,0.0,0.0,False
Xcl1,ENSMUSG00000026573,1,164935527,164931644,-,-0.0113,0.22239126,0.8788523524999619,True
Sft2d2,ENSMUSG00000040848,1,165194438,165174337,-,0.0111,0.32444203,-1.7065939903259277,False
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.073,0.72920984,-2.2737820148468018,False
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0557,4.0777807,-1.8557484149932861,False
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.006,0.7557865,-0.4907158613204956,False
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.045,3.9856372,-3.516964912414551,False
