wilcoxon,t-test,t-test_overestim_var
Zeb2,Zeb2,Zeb2
Ccl5,Cx3cr1,Cx3cr1
Cx3cr1,Ccl5,Gzma
Jak1,Gzma,Ccl5
Gzma,Klrg1,Klrg1
Klrg1,Jak1,Jak1
Il18rap,S1pr5,S1pr5
Rap1b,Il18rap,Il18rap
S1pr5,Lgals1,Lgals1
Lgals1,Rap1b,Rap1b
Spn,H2az1,As3mt
H2az1,As3mt,H2az1
Klf2,Spn,Spn
Itgb2,Klf2,Klf2
Ahnak,Borcs7,Borcs7
Ctsd,Itgb2,Klre1
Rasgrp2,Klre1,Itgb2
Atp5h,Ahnak,Ifitm10
Apbb1ip,Ifitm10,Ahnak
Klrc1,Snx10,Snx10
Ier2,Rps3a1,Rasgrp2
Rps3a1,Rasgrp2,Rps3a1
Ptprc,Ctsd,Dapk2
Ccdc88c,Dapk2,Ctsd
Borcs7,Ier2,Ier2
Nkg7,Nkg7,Zmiz1
As3mt,Zmiz1,Klrb1c
Reep5,Klrc1,Klrc1
Klrd1,Klrb1c,Nkg7
Snx10,Ptprc,Esm1
Emp3,Ccdc88c,Ptprc
Zmiz1,Esm1,Ccdc88c
Itgb1,Atp5h,Atp5h
Ifitm10,Apbb1ip,Apbb1ip
Klf3,Sgk1,Sgk1
Snx5,Reep5,Racgap1
Dapk2,Racgap1,Reep5
Atp1b3,Emp3,Emp3
Klre1,Itgb1,Itgb1
Tpt1,Klrd1,Klrd1
Sept11,Klf3,Klf3
Cdkn2d,Tpt1,Smpdl3b
Itgal,Smpdl3b,1700025G04Rik
Pabpc1,1700025G04Rik,Tpt1
Racgap1,Cdkn2d,Cdkn2d
Atp2b1,Sept11,Sept11
Sgk1,Rap1gap2,Rap1gap2
Ccl4,Acss2,Acss2
Stmn1,Stmn1,Stmn1
Gabarapl2,Snx5,Snx5
Arf4,Ccl4,Gpx8
Txk,Gpx8,Ccl4
Junb,Pabpc1,Kcnj8
Prf1,Atp1b3,Atp1b3
Krtcap2,Kcnj8,Pabpc1
Esm1,Spata13,Spata13
Ugcg,Atp2b1,Tbx21
