ChIP,2021_GoldrathLab_Brd4___BRD4_TE-CD8
Target1 genes,sc_P5_arm_up
Target2 genes,sc_P5_cl13_up

,ChIP,None ChIP
Target1,260 (76.2%),81 (23.8%)
Target2,257 (79.8%),65 (20.2%)
chisq,1.0283935225163368
p-value,0.31053628188452115


ChIP,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
Target1 genes,sc_P5_arm_up
Target2 genes,sc_P5_cl13_up

,ChIP,None ChIP
Target1,210 (61.6%),131 (38.4%)
Target2,215 (66.8%),107 (33.2%)
chisq,1.7172517219306447
p-value,0.1900471933836369


ChIP,2021_GoldrathLab_Brd4___BRD4_MP-CD8
Target1 genes,sc_P5_arm_up
Target2 genes,sc_P5_cl13_up

,ChIP,None ChIP
Target1,225 (66.0%),116 (34.0%)
Target2,243 (75.5%),79 (24.5%)
chisq,6.724703215788421
p-value,0.009508655150460258


ChIP,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
Target1 genes,sc_P5_arm_up
Target2 genes,sc_P5_cl13_up

,ChIP,None ChIP
Target1,235 (68.9%),106 (31.1%)
Target2,226 (70.2%),96 (29.8%)
chisq,0.0734754601242504
p-value,0.7863421382751006


ChIP,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
Target1 genes,sc_P5_arm_up
Target2 genes,sc_P5_cl13_up

,ChIP,None ChIP
Target1,225 (66.0%),116 (34.0%)
Target2,212 (65.8%),110 (34.2%)
chisq,0.0018404005731867835
p-value,0.9657813363347708


ChIP,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
Target1 genes,sc_P5_arm_up
Target2 genes,sc_P5_cl13_up

,ChIP,None ChIP
Target1,308 (90.3%),33 (9.7%)
Target2,295 (91.6%),27 (8.4%)
chisq,0.19737550147932442
p-value,0.6568476578492317


ChIP,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
Target1 genes,sc_P5_arm_up
Target2 genes,sc_P5_cl13_up

,ChIP,None ChIP
Target1,44 (12.9%),297 (87.1%)
Target2,52 (16.1%),270 (83.9%)
chisq,1.1591137372035178
p-value,0.28164941937650756


ChIP,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
Target1 genes,sc_P5_arm_up
Target2 genes,sc_P5_cl13_up

,ChIP,None ChIP
