,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.3514178,-0.5002585649490356,False,,,,,,,,,,,,,,,,-0.15328192710876465
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.038023815,-0.14603757858276367,False,,,,,,,,,,,,,,,,-0.14596402645111084
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6596243,-0.9634723663330078,False,,,,,,,,,,,,,,,,-0.5477390289306641
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.49556932,-0.5430527925491333,False,,,,,,,,,,,,,,,,-0.34641849994659424
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3020787,-1.4039185047149658,False,,,,,,,,,,,,,,,,-1.2892537117004395
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.6628103,-8.071944236755371,False,,,,,,,,,,,,,,,,-5.026885032653809
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.3478493,-0.4994163513183594,False,,,,,,,,,,,,,,,,-0.4409681558609009
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8700737,-0.4850137233734131,False,,,,,,,,,,,,,,,,-0.4801664352416992
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0034758789,-5.58560848236084,False,,,,,,,,,,,,,,,,-0.024093270301818848
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.259634,-5.271617412567139,False,,,,,,,,,,,,,,,,-4.998103141784668
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.1706286,-1.5061612129211426,False,,,,,,,,,,,,,,,,-0.2280653715133667
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14646012,-0.6516740322113037,False,,,,,,,,,,,,,,,,-0.08667230606079102
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.6405269,-1.1547646522521973,False,,,,,,,,,,,,,,,,-1.1341054439544678
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,6.3489523,-0.8811904191970825,False,,,,,,,,,,,,,,,,-0.8806359767913818
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.37573582,-0.27383899688720703,False,,,,,,,,,,,,,,,,0.03169381618499756
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.7555204,-1.06422758102417,False,,,,,,,,,,,,,,,,-1.0563392639160156
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06838819,-4.627439022064209,False,,,,,,,,,,,,,,,,0.004290103912353516
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1142095,-1.7479608058929443,False,,,,,,,,,,,,,,,,-1.5365138053894043
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.398384,-2.954440116882324,False,,,,,,,,,,,,,,,,-2.866427183151245
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.2061457,-0.17332327365875244,False,,,,,,,,,,,,,,,,-0.11496281623840332
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.7827043,-0.8691484928131104,False,,,,,,,,,,,,,,,,-0.8507505655288696
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.98782414,-1.0020945072174072,False,,,,,,,,,,,,,,,,-1.0008189678192139
