wilcoxon,t-test,t-test_overestim_var
Klf6,Ly6c2,Ly6c2
Vps37b,Klf6,Vps37b
Ly6c2,Vps37b,Klf6
Tnfaip3,Tnfaip3,Tnfaip3
Jund,Jund,Jund
Gimap6,Gimap6,Cd28
Rpl24,Cd28,Gimap6
Cd28,Rpl24,Tsc22d3
Tsc22d3,Tsc22d3,Rpl24
Klf2,Ppp1r15a,Dusp1
Ppp1r15a,Cd69,Ppp1r15a
Fos,Klf2,Cd69
Cd69,Pnrc1,Fos
Pnrc1,Jun,Nr4a1
Gramd3,Fos,Gramd3
Jun,Rpl18a,Jun
Rpl18a,Gramd3,Klf2
Ifi27l2a,Dusp1,Gpr183
Rpl27,Ubc,Pnrc1
Dusp1,Rpl27,Rpl18a
Eif1,Eif1,Ifi27l2a
Ubc,Ifi27l2a,Rpl27
Srgn,Clk1,Eif1
Fau,Nr4a1,Ubc
Clk1,Gpr183,Pim1
Hspa8,Srgn,Tagap
Gpr183,Pim1,Clk1
Nr4a1,Fau,Fau
Pim1,Emb,Dennd4a
Rpl36,Tagap,Srgn
Emb,Rpl36,Fosb
Rpl41,Rpl32,Emb
Rps12,Rpl41,Ubald2
Ubb,Rps12,Rpl36
Tagap,Gm8369,Atf4
Hsp90aa1,Hspa8,Rpl41
Ddx5,Atf4,Cxcr4
Gm8369,Hsp90aa1,Hspa8
Rpl32,Ubald2,Gm8369
Junb,Rpl27a,Rpl32
Atf4,Dennd4a,Rps12
Fosb,Fosb,Pkm
Rpl27a,Pkm,Hsp90aa1
Ubald2,Ms4a4c,Ms4a4c
Dennd4a,Supt4a,Dusp5
Ms4a4c,Ubb,Rpl27a
Rpl37,Npm1,Ifngr1
Txk,Junb,Ubb
Supt4a,Cxcr4,Supt4a
Btf3,Rpl37,Rhob
Npm1,Ifngr1,Junb
Rbm39,Ube2s,Txk
Pkm,Txk,Riok1
Ifngr1,Ddx5,Npm1
Ccr7,Stk17b,Ube2s
H3f3b,Dusp5,Ddx5
Hspa5,Riok1,Rpl37
Ube2s,Rbm39,Rnf138
Stk17b,Hspa5,Hopx
Naca,Ccr7,Il2rb
Riok1,Fam241a,Stk17b
Rnf138,Rnf138,Fam241a
Vgll4,Vgll4,Vgll4
Cxcr4,H3f3b,Ccr7
Fam241a,Rhob,Rbm39
Rpl7a,Il2rb,Hspa5
Dusp5,Rps13,Rgs1
Dusp2,Naca,Dusp2
Ugcg,Btf3,H3f3b
Rpl22,Hopx,Ctla2a
Rpl38,Dusp2,Csrnp1
Il2rb,Rpl22,Mxd1
Rps9,Rps9,Btf3
Rps13,Rpl7a,Irf7
Cox8a,Elf1,H1f2
Thy1,Thy1,Naca
Dnajc15,Rpl38,Rps13
Itpkb,Csde1,Thy1
Elf1,Rgs1,Arid5a
B2m,B2m,Rps9
Tra2b,Itpkb,Ccl5
Polr1d,Irf7,Ugcg
Rpl19,Ugcg,Itpkb
Csde1,Rpl39,Sidt1
Hopx,Polr1d,Rpl7a
Irf7,Sidt1,Elf1
Sidt1,Arid5a,Rpl38
Srsf5,Csrnp1,Rpl22
Slc3a2,Dnajc15,Csde1
Bcl2,Slc3a2,Irs2
Arid5a,H1f2,Slc3a2
Hnrnpdl,Ctla2a,Dnajb9
Hnrnpa1,Mxd1,Polr1d
Ccnl1,Rpl19,B2m
Bst2,Hnrnpdl,Rpl39
Rgs1,Tra2b,Dnajc15
Akap13,Bst2,Hnrnpdl
Chd2,Ccl5,Sik1
Rhob,Ccnl1,Rpl19
Rpl39,Bcl2,Bcl2
Rpl29,Dnajb9,Rgs2
Lgals1,Chd2,Bst2
Rpl34,Rpl18,Tra2b
H2-Q7,Irs2,Ccnl1
H1f2,Sik1,Samd3
Rpl18,Lgals1,Ctla4
Ccl5,Selenok,Lgals1
Dnajb9,Ncl,Per1
Ier2,Rgs2,Bend4
Selenok,Cox8a,Maff
Sfpq,Hnrnpa1,Chd2
Tra2a,Srsf5,Cblb
Fam107b,Cblb,Coq10b
Csrnp1,Coq10b,Odc1
Sub1,Fam107b,Selenok
Rgs2,Sfpq,Rpl18
Cd53,Ier2,Cks2
Rps2,Akap13,Cox8a
Sik1,Tra2a,Nfkbiz
Ly6a,Bend4,Hnrnpa1
Traf1,Nfkbiz,Gm4707
Cblb,Rpl34,Fam107b
Coq10b,Per1,Srsf5
Mxd1,Odc1,Lcn4
Ncl,Rpl29,Ncl
Ms4a6b,Rps2,Eomes
Ctla2a,Cks2,Sfpq
Nfkbiz,Traf1,Tra2a
Pabpc1,Ctla4,Ier2
Eif3m,Sh2d2a,Traf1
Sh2d2a,Ly6a,Rbbp8
Mcl1,Samd3,Atad2
Hexim1,Zfp622,Akap13
Atad2,H2-Q7,Kpna1
Rpl11,Gm4707,Sh2d2a
Plac8,Atad2,Gzmm
Satb1,Hexim1,Zfp622
Zfp622,Lcn4,Hexim1
H2-D1,Rps21,Cxcr3
Taf1d,Maff,Rpl29
Irs2,Eomes,Sqstm1
Dusp11,Kpna1,Rpl34
Ssh2,Sqstm1,Map3k8
Adgre5,Taf1d,Rps2
Kif1b,Mcl1,H2-Q7
Rps21,Cxcr3,Tgif1
Odc1,Rbbp8,Ccl4
Sf3b1,Ms4a6b,Bcl2l11
Ythdc1,Bcl2l11,Ly6a
Sqstm1,Cd53,Crybg1
Rhoa,Pabpc1,Nr4a2
Cks2,Frat2,Frat2
Rbm3,Ddx24,Kdm6b
Fus,Sub1,Gem
Frat2,Kif1b,Kif1b
Kdm6b,Tgif1,Taf1d
Smchd1,Kdm6b,Icos
Ddx24,Dusp11,Plcxd2
Plcxd2,Plcxd2,Fosl2
Trbc2,Adgre5,Nt5e
Eef1d,Rpl11,Xcl1
Klhl6,Eif3m,Nr4a3
Bend4,Map3k8,Zbtb10
Nfkbia,Crybg1,Ms4a6d
Kpna1,Satb1,Adgre5
Eif4a2,Icos,Ahnak
Eif3f,Plac8,Oasl2
Btg1,Sf3b1,Ifrd1
Ftl1,Fosl2,Mcl1
Smad7,Ifrd1,Ddx24
Bcl2l11,Smchd1,Rps21
Samhd1,Klhl6,Klrc2
Lcn4,Gzmm,Cd53
Per1,Nr4a2,Sub1
Ptpn22,Tut4,Dusp11
Uqcrh,Ythdc1,Atg2a
Tut4,Ssh2,P2ry10
Dnaja1,Ahnak,Ms4a6b
Gm4707,Ccl4,Plac8
Ube2d3,Map1lc3b,Lilr4b
Ifrd1,Eef1b2,Ccr5
Eif3e,Hscb,Hscb
Eomes,Nfkbia,Pabpc1
Tgif1,Ms4a6d,Klhl6
Hmgb2,Nr4a3,Rpl11
Il4ra,Ube2d3,Plek
Gzmb,Oasl2,Izumo1r
Map1lc3b,Gem,Klhdc2
Pold4,Nt5e,Ythdc1
Hscb,P2ry10,1700025G04Rik
Taf7,Klhdc2,Smchd1
Rps3,H2-D1,Il18rap
Mrpl30,Llph,Serpinb6b
Llph,Ptpn22,Eif3m
Birc2,Samhd1,Lamb3
Klhdc2,Atg2a,Nfkbia
Ranbp2,Rhoa,Satb1
Ddx3x,Fus,Ssh2
Icos,Eif4a2,Mapre2
Rlim,Gzmb,Rnf157
Mrpl52,Dazap2,Tut4
Nabp1,Zbtb10,Klre1
Avl9,Xcl1,Cd44
Rexo2,Lamb3,Gzmb
Cxcr3,Il4ra,Sf3b1
Sfr1,Mrpl52,Il4ra
Cytip,Eef1d,Map1lc3b
Fosl2,Serpinb6b,Ptpn22
Irf1,Pold4,Samhd1
Dazap2,Uqcrh,Llph
Dhx9,Avl9,Pglyrp1
Zfp36,Taf7,Fus
Gnl3,Mrpl30,H2-D1
Zbp1,Ranbp2,Taf7
Crybg1,Nabp1,Nfkb2
Pfkp,Smad7,Nabp1
