wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rplp1,Rps27,Rps27
Rps27,Rpl18a,Rps16
Rpl12,Rpl23,Rpl18a
Rpl27a,Rps16,Rps7
Rps9,Rps7,Rpl23
Rps16,Rpl12,Rpl17
Rpl18a,Rps15a,Rpl19
Rpl17,Rpl17,Rpl12
Rps7,Rpl27a,Rps15a
Rpl19,Rps9,Tpt1
Rps21,Rplp1,Rps14
Rpl23,Rpl19,Rps13
Rps15a,Rps21,Rps21
Rpl30,Rps13,Rps9
Rpl13,Rps14,Rpl27a
Rpl39,Tpt1,Rpl21
Rpl37a,Rpl9,Rplp1
Rps3,Rpl21,Rpl39
Rps14,Rpl13,Rpl9
Rps13,Rpl39,Rpl37a
Tpt1,Rpl30,Rpl30
Rps23,Rpl37a,Fau
Rpl9,Rpl36,Rpl13
Rpl36,Fau,Rps3
Rpl26,Rpl37,Rpl36
Rps18,Rps3,Rps29
Rps29,Rps29,Rpl34
Rpl21,Rpl32,Rps19
Rps19,Rpl26,Rpl37
Rpl32,Rpl34,Rpl32
Rpl37,Rps19,Rpl26
Fau,Rps18,Rps23
Rpl18,Rps23,Rpl18
Rpl35a,Rpl18,Rpl35a
Rps27a,Rpl35a,Rps20
Rpl34,Rps27a,Rps5
Rps20,Rps5,Rps18
Rplp2,Rps20,Rplp2
Rpl11,Rplp2,Rps27a
Rps5,Rpl11,Rpl11
Rps28,Rps28,Rps28
Rpl38,Rpl38,Rpl38
Rps4x,Rps4x,Rps4x
Eef1b2,Rpl22,Sell
Rpl22,Eef1b2,Rpl5
Rpl5,Rpl5,Rpl22
Rps15,Eef1a1,Eef1b2
Eef1a1,Rpl27,Rpl24
Rpl27,Rpl24,Rpl27
Rps10,Rack1,Eef1a1
Rack1,Rps15,Rack1
Rpl24,Rpl6,Ccr7
Rpl8,Rpl8,Rps15
Rpl6,Sell,Tcf7
Rpl36a,Rpl15,Rpl8
Rpl15,Rps10,Rps10
Rps12,Rpl36a,Rpl36a
Rpl35,Rps12,Rpl6
Rps3a1,Tcf7,Rpl15
Sell,Btg1,Rps12
Btg1,Rpl35,Lef1
Rps6,Ccr7,Rpl35
Rpl23a,Rps3a1,Rps3a1
Lef1,Rps6,Btg1
Satb1,Rpl23a,Rps6
Tcf7,Rps26,Satb1
Rps26,Lef1,Rpl23a
