,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.25233006,0.3719908595085144,True
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.7222087,0.35533732175827026,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.5751125,-0.8761086463928223,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3457694,0.3460610508918762,True
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4328883,-0.25444912910461426,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.5912237,-9.586420059204102,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.36115462,-0.5250470638275146,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.72283137,-0.5240017175674438,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0046012034,-2.012388229370117,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.499296,-6.2025299072265625,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07411113,0.09135192632675171,True
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.11877787,0.7662976682186127,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5576319,-0.577261209487915,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,125.189445,-0.14621663093566895,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.09008514,-0.19600331783294678,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5942014,-0.09228599071502686,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.078376316,-4.356403827667236,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.0916157,-2.205164670944214,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.5488467,0.7980683594942093,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.03726526,0.0859878659248352,True
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.2664609,-0.6784244775772095,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3295772,-1.0455496311187744,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.8430065,-1.9757509231567383,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.8595843,0.2948741316795349,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.877978,-1.2175235748291016,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.25530636,-1.1870369911193848,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.1513581,-2.74040150642395,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.04125729,-5.136294841766357,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.3248274,-0.6518276929855347,False
