,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.47640455,-0.5043342113494873,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.51386744,0.44585472345352173,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.71984196,-0.8938544988632202,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.5373982,-0.4012974500656128,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2391403,-0.44232237339019775,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.265372,-9.672876358032227,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.3378479,0.2459580898284912,True
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.9971737,-0.6287800073623657,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.002493244,-5.038294315338135,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.5776405,-2.0172555446624756,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.1315972,-1.2875938415527344,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13393049,0.7474971413612366,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.7496401,-0.7469587326049805,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,30.313585,-0.7582242488861084,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.27076867,-0.2991499900817871,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5739341,-1.7977135181427002,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.063685216,-2.8587303161621094,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.9216528,-1.775484323501587,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.6056838,0.325861394405365,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.20052443,-0.2328580617904663,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.8236334,-0.8674979209899902,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.77909714,-1.5873095989227295,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.4153214,-1.4793705940246582,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.7975252,-0.17427563667297363,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.42095625,-1.393540620803833,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.27616775,-0.815119743347168,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.6593397,-0.46720874309539795,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.04960152,-3.2120351791381836,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,2.1638942,-0.07431364059448242,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.753719,-0.8276078701019287,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.0699066,-1.1103336811065674,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.065171644,-0.9532530307769775,False
