gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Gm1992,,,,,,,,,,
Gm37381,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Gm37323,,,,,,,,,,
Mrpl15,0.73315936,5.185887068203372e-07,5.46987,0.73315936,3.1131944903516015e-08,6.1412215,0.73315936,0.0001477174132096105,4.413623,-0.0027334662
Lypla1,0.7418643,3.981637162611684e-07,5.5200334,0.7418643,2.673577918724338e-07,5.7163167,0.7418643,0.0006007703473681032,4.049464,0.0036135183
Gm37988,,,,,,,,,,
Tcea1,0.5763668,8.785417377362341e-05,4.3973055,0.5763668,3.74291577179097e-05,4.6383433,0.5763668,0.008316031967309295,3.267583,-0.0034022077
Rgs20,,,,,,,,,,
Gm16041,,,,,,,,,,
Atp6v1h,0.54883206,0.0010053579990941623,3.7787073,0.54883206,0.009349061387362056,3.0608225,0.54883206,0.12065550718047763,2.1905797,0.010665598
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.36752278,0.9981491929159413,0.38317612,-0.36752278,0.09118649188767167,-2.098275,-0.36752278,0.47426902647905567,-1.2979915,0.020506715
4732440D04Rik,-0.6926088,0.9981491929159413,-0.107514344,-0.6926088,0.19211975312680762,-1.6617627,-0.6926088,0.618698573967346,-1.0160216,-0.0059922356
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.3638571,0.9981491929159413,0.054382253,-0.3638571,0.14644302567261427,-1.8369769,-0.3638571,0.5285658191645823,-1.1947432,0.012306664
Gm26901,-0.43257144,0.9981491929159413,0.013751835,-0.43257144,0.7756637827645237,-0.42963755,-0.43257144,0.899893620689192,-0.27363077,-0.0034469257
Gm30414,,,,,,,,,,
Sntg1,,,,,,,,,,
Rrs1,0.8682276,7.228394018160183e-06,4.95066,0.8682276,1.927573886522105e-05,4.805063,0.8682276,0.0028445583039295166,3.606351,0.026024105
Adhfe1,,,,,,,,,,
3110035E14Rik,,,,,,,,,,
Gm29520,,,,,,,,,,
Mybl1,1.5551457,0.9981491929159413,0.5015513,1.5551457,0.20703558741278238,1.6129347,1.5551457,0.40336162250222807,1.4387066,-0.0017398489
Vcpip1,0.16372834,0.2615070386550532,1.6816306,0.16372834,0.6118098527152717,0.7288292,0.16372834,0.8087922385331346,0.506606,0.013528162
1700034P13Rik,2.1365855,0.9981491929159413,0.08462066,2.1365855,0.5938490822626732,0.76146317,2.1365855,0.7503054866561104,0.7006012,0.00047365497
Sgk3,-0.67358804,0.9981491929159413,-0.27534923,-0.67358804,0.16370975002996743,-1.7749168,-0.67358804,0.5526868586228242,-1.1464503,-0.0024559987
Mcmdc2,-21.383375,0.9981491929159413,-0.077354066,-21.383375,0.07083275489989743,-2.2228384,-21.383375,0.7109489947827266,-0.81331056,-0.0008970776
