gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Gm1992,,,,,,,,,,
Gm37381,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Gm37323,,,,,,,,,,
Mrpl15,0.44939983,0.4804588362065378,1.8054179,0.44939983,0.1103360694024653,2.125177,0.44939983,0.5825612441802464,1.6105828,0.015594451
Lypla1,0.5633675,0.1559654640890087,2.3968189,0.5633675,0.0542704272043888,2.5027907,0.5633675,0.4273433300772114,1.8730245,-0.0012128222
Gm37988,,,,,,,,,,
Tcea1,0.45161733,0.5573043087363684,1.707858,0.45161733,0.1399752361287217,1.9827845,0.45161733,0.6319754412566093,1.5196017,0.015956469
Rgs20,,,,,,,,,,
Gm16041,,,,,,,,,,
Atp6v1h,0.25422233,0.9998115685434288,0.66580164,0.25422233,0.5993376723095137,0.82534844,0.25422233,0.901423039498068,0.6095954,0.0004082499
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.24718614,0.9998115685434288,-0.43320182,-0.24718614,0.6059489406810685,-0.81262344,-0.24718614,0.901423039498068,-0.55207306,0.0017344662
4732440D04Rik,-0.020735197,0.9998115685434288,0.035689924,-0.020735197,0.9873426343105152,-0.03016796,-0.020735197,0.994540618074578,-0.021462929,0.0025355532
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.30920857,0.9998115685434288,-0.7413211,-0.30920857,0.5570061568233186,-0.91318184,-0.30920857,0.901423039498068,-0.6362931,-0.007942174
Gm26901,-22.587393,0.9998115685434288,-0.16110812,-22.587393,0.0016114650150661,-3.7283912,-22.587393,0.8916515691471987,-0.88787997,-0.00071826595
Gm30414,,,,,,,,,,
Sntg1,,,,,,,,,,
Rrs1,0.10504362,0.9998115685434288,0.23103352,0.10504362,0.8430203003479345,0.34052593,0.10504362,0.928294183181324,0.24927235,0.0010100865
Adhfe1,,,,,,,,,,
3110035E14Rik,,,,,,,,,,
Gm29520,,,,,,,,,,
Mybl1,-0.52675074,0.9998115685434288,-0.083351076,-0.52675074,0.8056069887163844,-0.4202715,-0.52675074,0.9215312477770952,-0.2726237,-0.00094485324
Vcpip1,0.925802,0.3761467948595084,1.9462756,0.925802,0.0570535623571485,2.4804332,0.925802,0.374249547292347,1.9814302,0.016411759
1700034P13Rik,-19.697058,0.9998115685434288,-0.030207772,-19.697058,0.2168707767748025,-1.6726325,-19.697058,0.901423039498068,-0.3983211,-0.00021883761
Sgk3,-1.585083,0.9998115685434288,-0.70585495,-1.585083,0.0149124602657983,-3.0486493,-1.585083,0.6319754412566093,-1.5219457,-0.0031412202
Mcmdc2,-21.28156,0.9998115685434288,-0.050346285,-21.28156,0.0883599522005034,-2.2226367,-21.28156,0.901423039498068,-0.52929926,-0.0015608686
Snhg6,-0.17079654,0.9998115685434288,-0.8747947,-0.17079654,0.5890430397719167,-0.8474074,-0.17079654,0.901423039498068,-0.589507,-0.025768917
