gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Gm1992,,,,,,,,,,
Gm37381,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Gm37323,,,,,,,,,,
Mrpl15,-0.8364197,0.003042200427925068,-3.678808,-0.8364197,0.0006450934295933394,-3.9994495,-0.8364197,0.04227278842139006,-2.8944366,-0.015673537
Lypla1,-1.042337,0.0006720124316700732,-4.1012397,-1.042337,0.0002544308562527132,-4.2618356,-1.042337,0.02912866866502299,-3.0403311,-0.0026846994
Gm37988,,,,,,,,,,
Tcea1,-0.68914205,0.016117966527440217,-3.1312551,-0.68914205,0.010095591726215984,-3.0921428,-0.68914205,0.15402711658870005,-2.2746139,-0.02406642
Rgs20,,,,,,,,,,
Gm16041,,,,,,,,,,
Atp6v1h,-0.59629625,0.16879237830851107,-2.1241434,-0.59629625,0.13955926826103382,-1.8935244,-0.59629625,0.5352875160925777,-1.3790923,-0.0079119075
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.5583992,0.9214034922131835,0.8292715,0.5583992,0.16316338053581764,1.8027384,0.5583992,0.4911086931409777,1.4599183,0.019681817
4732440D04Rik,0.03156267,0.9983154710772794,-0.20463808,0.03156267,0.9805508371167373,0.046582043,0.03156267,0.9893364210963163,0.035808455,-0.006893011
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.3725593,0.6036866400923289,-1.2790855,-0.3725593,0.39285051731643467,-1.1815664,-0.3725593,0.7808338437723923,-0.8556557,-0.025090069
Gm26901,-22.615944,0.9983154710772794,-0.18865682,-22.615944,0.001155786731153985,-3.7286932,-22.615944,0.7041592911827103,-1.0397874,-0.0013067913
Gm30414,,,,,,,,,,
Sntg1,,,,,,,,,,
Rrs1,-0.10751843,0.7371018041590922,-1.088967,-0.10751843,0.8335968209150095,-0.3427811,-0.10751843,0.9012892665879207,-0.26587716,-0.00034583692
Adhfe1,,,,,,,,,,
3110035E14Rik,,,,,,,,,,
Gm29520,,,,,,,,,,
Mybl1,-23.103481,0.9983154710772794,-0.3183584,-23.103481,1.023691259258242e-05,-4.895988,-23.103481,0.5443034074757307,-1.3653004,-0.00045476097
Vcpip1,0.30181068,0.9983154710772794,-0.24985336,0.30181068,0.6025727884295595,0.77791256,0.30181068,0.8345530062770891,0.6290412,0.005230934
1700034P13Rik,-19.72553,0.9983154710772794,-0.035373155,-19.72553,0.19420533684430802,-1.6726513,-19.72553,0.8386571262964087,-0.46643734,-2.8186401e-05
Sgk3,0.49099204,0.9983154710772794,0.22071679,0.49099204,0.5470988636251435,0.8860201,0.49099204,0.8179329961003047,0.70961154,0.010035135
Mcmdc2,-21.310057,0.9983154710772794,-0.058955256,-21.310057,0.07372084424339377,-2.2226918,-21.310057,0.8345530062770891,-0.6198222,-0.0028807858
