gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Gm1992,,,,,,,,,,
Gm37381,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Gm37323,,,,,,,,,,
Mrpl15,0.62975216,0.012021384547825573,3.167097,0.62975216,0.004579822642208213,3.654524,0.62975216,0.2560602645925896,2.3000865,0.019130258
Lypla1,0.41992852,0.06415877596207555,2.4323716,0.41992852,0.09511097218314005,2.2806408,0.41992852,0.7747412408400305,1.357555,0.023658391
Gm37988,,,,,,,,,,
Tcea1,0.73090255,0.0025744402015105044,3.7124496,0.73090255,0.00027858469002158757,4.6317563,0.73090255,0.13095537471182367,2.7049208,0.046137962
Rgs20,,,,,,,,,,
Gm16041,,,,,,,,,,
Atp6v1h,0.09417612,0.14487002377171138,2.0061178,0.09417612,0.820184863835294,0.38878873,0.09417612,0.9647961272124344,0.21932638,-0.020805543
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.90095496,0.9933936992071243,-0.09712116,-0.90095496,0.007119916860223277,-3.4574335,-0.90095496,0.5798592591133418,-1.6790708,-0.042784095
4732440D04Rik,-0.12114788,0.9933936992071243,0.31465676,-0.12114788,0.9168123900160815,-0.18527213,-0.12114788,0.9815658438102483,-0.11353114,0.0061210664
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.80193424,0.9933936992071243,-0.22872163,-0.80193424,0.04765166559719051,-2.6421316,-0.80193424,0.7409843261282485,-1.413151,-0.016085109
Gm26901,-0.22048673,0.9933936992071243,0.084224306,-0.22048673,0.9306980873546085,-0.15677066,-0.22048673,0.9862200697120296,-0.08686984,-0.002457746
Gm30414,,,,,,,,,,
Sntg1,,,,,,,,,,
Rrs1,0.47219524,0.06662594185169646,2.4140792,0.47219524,0.2392946287356269,1.6529554,0.47219524,0.8887122509026507,1.1123106,0.01120908
Adhfe1,,,,,,,,,,
3110035E14Rik,,,,,,,,,,
Gm29520,,,,,,,,,,
Mybl1,1.9087824,0.699029462711719,0.86711556,1.9087824,0.25887812057041765,1.5948107,1.9087824,0.7885608957457049,1.3381642,0.0055319886
Vcpip1,-0.4112751,0.9099359858686787,0.5656189,-0.4112751,0.4261602952485716,-1.1841431,-0.4112751,0.9562455198511445,-0.6785428,-0.0008818568
1700034P13Rik,2.7369907,0.9933936992071243,0.19516352,2.7369907,0.5949171448810271,0.84494853,2.7369907,0.9562455198511445,0.74942625,0.00047962752
Sgk3,-0.53707314,0.8832682887984631,0.6032566,-0.53707314,0.43318530637840963,-1.1675584,-0.53707314,0.9562455198511445,-0.5773867,0.0061940686
Mcmdc2,-21.258087,0.9933936992071243,-0.042112153,-21.258087,0.0973463173822134,-2.2225924,-21.258087,0.9562455198511445,-0.44272354,-0.00022030434
Snhg6,0.6307943,0.011029745279266036,3.2014449,0.6307943,0.0037196078124562396,3.732867,0.6307943,0.2544009210569997,2.3055334,0.0164599
