gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Gm1992,,,,,,,,,,
Gm37381,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Gm37323,,,,,,,,,,
Mrpl15,0.103603706,0.9997048217042561,0.54680586,0.103603706,0.6536477421639587,0.74036217,0.103603706,0.8263068253808701,0.5524748,0.009811424
Lypla1,0.71534204,0.0005238338911820541,4.193104,0.71534204,0.00011078881511292964,4.508954,0.71534204,0.006374392900467167,3.5550857,0.03517588
Gm37988,,,,,,,,,,
Tcea1,0.34047717,0.2157639622264265,2.1749592,0.34047717,0.07773967608387788,2.3222194,0.34047717,0.35265579140582765,1.7625476,0.02874184
Rgs20,,,,,,,,,,
Gm16041,,,,,,,,,,
Atp6v1h,0.16558386,0.9997048217042561,0.22538677,0.16558386,0.6568190010241267,0.73435426,0.16558386,0.8203480006457652,0.5714366,-0.0057675256
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.07111149,0.9997048217042561,0.14802094,0.07111149,0.8595269069114048,0.3255276,0.07111149,0.929436248909539,0.24432114,-0.004495939
4732440D04Rik,0.10266292,0.9997048217042561,0.028616868,0.10266292,0.9105257368759947,0.2135095,0.10266292,0.9552193344988524,0.1614543,-0.007476469
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,0.5570653,0.27118553984719335,2.0450647,0.5570653,0.05512469617433846,2.492283,0.5570653,0.27217897067118285,1.94628,0.014125059
Gm26901,0.07744468,0.9997048217042561,0.007250635,0.07744468,0.9730994794431027,0.06879321,0.07744468,0.9871875820645142,0.05102521,0.00052543555
Gm30414,,,,,,,,,,
Sntg1,,,,,,,,,,
Rrs1,-0.5734943,0.3939558928237794,-1.8289341,-0.5734943,0.03046554350531637,-2.747755,-0.5734943,0.2899911728792406,-1.9083637,-0.018152162
Adhfe1,,,,,,,,,,
3110035E14Rik,,,,,,,,,,
Gm29520,,,,,,,,,,
Mybl1,-23.18293,0.9997048217042561,-0.42485636,-23.18293,1.4458926610339916e-05,-4.898027,-23.18293,0.32856738946511355,-1.8227826,-0.0028421064
Vcpip1,0.1891267,0.9997048217042561,0.20726018,0.1891267,0.6738812367002195,0.698486,0.1891267,0.8295199899430499,0.5415475,-0.015205263
1700034P13Rik,2.3928416,0.9997048217042561,0.08230242,2.3928416,0.6226467106438163,0.80157405,2.3928416,0.7879286026243773,0.7576226,-1.6261138e-05
Sgk3,-0.103067294,0.9997048217042561,-0.1459383,-0.103067294,0.8934641938518217,-0.25049973,-0.103067294,0.9471418376133299,-0.18583326,-0.001962521
Mcmdc2,1.9291145,0.9997048217042561,0.17956892,1.9291145,0.5143634590460571,1.0208706,1.9291145,0.7445831319806477,0.9036639,0.0037963272
Snhg6,-0.058294352,0.9997048217042561,-0.70007193,-0.058294352,0.8368407417975637,-0.3740285,-0.058294352,0.9151230121651092,-0.28959924,-0.030873641
Tcf24,,,,,,,,,,
