gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Gm1992,,,,,,,,,,
Gm37381,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Gm37323,,,,,,,,,,
Mrpl15,-0.42007035,0.0372115906320421,-2.658667,-0.42007035,0.0226865085595839,-2.6801524,-0.42007035,0.1537896155150422,-2.0341046,0.02475901
Lypla1,-1.255553,8.954528023430457e-08,-5.8464866,-1.255553,2.405825501471833e-10,-6.978374,-1.255553,2.278943908238088e-05,-4.8883963,-0.03782096
Gm37988,,,,,,,,,,
Tcea1,-0.5816195,0.0050292325261016,-3.3602607,-0.5816195,0.0019958127293249,-3.5311704,-0.5816195,0.0449497398421166,-2.632574,-0.012381094
Rgs20,,,,,,,,,,
Gm16041,,,,,,,,,,
Atp6v1h,-0.8909739,0.0046747946325905,-3.3827665,-0.8909739,0.0012389046110648,-3.6730833,-0.8909739,0.0431678550176612,-2.6494415,-0.022205528
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.18912627,0.9990174509825864,-0.27452332,0.18912627,0.5721112677990295,0.7811873,0.18912627,0.7268827395359262,0.6242446,0.022018889
4732440D04Rik,1.0000875,0.9879445067011152,0.57209,1.0000875,0.1278010666647965,1.8655081,1.0000875,0.2983301305494704,1.6189231,0.016727509
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.31366697,0.3988429998795663,-1.4427453,-0.31366697,0.3116894402638699,-1.2922385,-0.31366697,0.6052893810086138,-0.96220505,-0.010151427
Gm26901,-22.697256,0.9990174509825864,-0.2531698,-22.697256,0.0008920358734471,-3.7295876,-22.697256,0.3960244243465063,-1.3956872,-0.004890247
Gm30414,,,,,,,,,,
Sntg1,,,,,,,,,,
Rrs1,-0.029363101,0.7339388055996955,-0.9331796,-0.029363101,0.9348118875707006,-0.12512031,-0.029363101,0.9570161181683824,-0.09836261,0.0032683385
Adhfe1,,,,,,,,,,
3110035E14Rik,,,,,,,,,,
Gm29520,,,,,,,,,,
Mybl1,-23.1849,0.9990174509825864,-0.42722404,-23.1849,7.318116694603612e-06,-4.898079,-23.1849,0.2177878997713708,-1.8329602,-0.00031176198
Vcpip1,-0.32245305,0.5351181163839731,-1.2160753,-0.32245305,0.369922845481848,-1.1629206,-0.32245305,0.6471966732596612,-0.86330885,-0.019965278
1700034P13Rik,-19.806612,0.9990174509825864,-0.047469337,-19.806612,0.1742431910223241,-1.6727072,-19.806612,0.7268827395359262,-0.6259609,-3.1983953e-05
Sgk3,-0.36036196,0.9990174509825864,-0.41094005,-0.36036196,0.5109100837098102,-0.8916703,-0.36036196,0.7254567014437098,-0.63504875,0.0057557174
Mcmdc2,2.5551221,0.9990174509825864,0.17897016,2.5551221,0.3698899485294775,1.1637375,2.5551221,0.5394786050037041,1.1004869,0.00628479
