,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.8405565,-1.3215312957763672,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.9271697,-0.5835916996002197,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.137382,-0.4666832685470581,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.42345715,-0.6786817312240601,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.693909,-1.7331397533416748,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,12.226179,-3.103292465209961,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5020028,-0.738969087600708,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.0054889,-0.9773516654968262,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0076822815,-6.716409683227539,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,18.537529,-7.8859148025512695,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09790756,-2.3547420501708984,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14218198,0.3288450837135315,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.3843392,-0.26458215713500977,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,96.322205,-3.636002540588379,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.2981789,-1.0037407875061035,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.62725294,-3.380033493041992,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.12819704,-3.983342170715332,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.7470524,-3.6676626205444336,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,8.282026,0.394308865070343,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.36246297,-0.6904996633529663,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,2.6510582,-0.30117106437683105,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3588448,-1.5488245487213135,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.4579513,-1.2826149463653564,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,2.2563784,-0.378664493560791,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.2349893,-0.24927520751953125,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.29753396,-0.8899025917053223,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.9818313,-5.207825660705566,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.06515248,-7.071455955505371,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,4.070637,-1.2902278900146484,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.6524674,-0.3090873956680298,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,2.2477884,-0.6534872055053711,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.12823036,-6.413215637207031,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,3.9838297,0.09596258401870728,True
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,42.18731,-0.8737703561782837,False
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.9405152,0.22607237100601196,True
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.80294824,-0.8744933605194092,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.3825705,-0.11283409595489502,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.7967705,-1.1033742427825928,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.40063158,-0.04678511619567871,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.6765456,-0.3997347354888916,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,1.9292817,-1.4790830612182617,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.9419346,-2.637476921081543,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,7.308937,-4.108002185821533,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.69664145,-0.7821890115737915,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.835409,-0.8209360837936401,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.2500736,-1.0897629261016846,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.5771871,-0.710834264755249,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.77487844,-0.23520934581756592,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,1.3521061,-1.5241527557373047,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,3.000555,-0.7607262134552002,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,14.013433,-2.611030101776123,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.3780396,-1.4163522720336914,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.025189832,0.18960237503051758,True
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,2.1039493,-0.6472851037979126,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,9.2764,-2.4557559490203857,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.1229208,-1.5346298217773438,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,2.6714187,-0.5653867721557617,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.9960012,-0.6474202871322632,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.31333232,-1.8872408866882324,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.2555007,0.42595601081848145,True
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,1.1964773,-1.078843593597412,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,2.4113798,-1.3513598442077637,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.34511915,-1.006540298461914,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,14.020077,-3.749091148376465,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,20.620811,-15.47566032409668,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.68073404,-0.16510248184204102,False
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,4.7776804,-1.867959976196289,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.220545,-4.3711724281311035,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.8084469,-1.7395145893096924,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.0912544,-2.87011981010437,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.60369617,-2.775062084197998,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,5.1585255,-1.7069900035858154,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.5563029,-0.5565303564071655,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,4.944024,-2.0444164276123047,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.2744943,-4.21133279800415,False
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.93015033,-1.9011011123657227,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,2.7600672,-0.4306039810180664,False
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.8477465,0.6185751855373383,True
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.0,-0.10711205005645752,False
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.09064227,-0.18099653720855713,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.06593564,-3.908076763153076,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,6.565115,0.34300339221954346,True
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,1.379316,-0.8690214157104492,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.70486236,-1.2980914115905762,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.29747334,-0.32623291015625,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.31377804,-1.9135875701904297,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.8593562,-0.20853006839752197,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.030717941,-5.355885028839111,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.09404176,-4.911951541900635,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.472882,0.20237702131271362,True
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.3233044,-0.8390923738479614,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,1.683892,-2.675595283508301,False
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.18950117,-0.23332810401916504,False
