wilcoxon,t-test,t-test_overestim_var
Rps15a,Rps15a,Rps15a
Rpl27,Rpl18a,Rpl18a
Rpl18a,Rpl27,Rpl27
Rpl17,Rpl17,Rpl17
Rps14,Ccl5,Rps14
Rps13,Rps14,Rps13
Rpl34,Rps13,Rpl24
Rpl24,Ptpn18,Rpl34
Fau,Rpl24,Fau
Rpl30,Rpl34,Ccl5
Ccl5,Fau,Ptpn18
Ptpn18,Hcst,Hcst
Hcst,Tpt1,Tpt1
Tpt1,Rpl30,Rpl30
Lag3,Lag3,Lag3
Rps7,Rps7,Rps7
Rps24,Rps24,Rps24
Ogt,Fxyd5,Ogt
Rps23,Ogt,Fxyd5
Rps27,Trav14-1,Rps27
Rpl36,Rpl11,Trav14-1
Rpl18,Rps27,Rpl36
Gimap4,B2m,Rpl32
Rpl19,Cd52,Rpl11
Rpl32,Rpl36,Rpl19
Fxyd5,Rpl32,Rpl18
Rpl11,Rpl18,Gimap4
Rpl38,Rpl38,Rpl38
Cd3d,Gimap4,Cd52
Rpl37,Rpl19,Rps23
Cd52,Cd3g,Cd3g
Cd3g,Rps23,B2m
Trav14-1,Rpl37,Trbv13-3
Rpl39,Selenow,Rpl37
Selenow,Rpl23,Selenow
B2m,Cd3d,Slfn1
Rps11,Trbv13-3,Rpl39
Rpl23,Btg1,Cd3d
Btg1,Rpl39,Rps11
Trbv13-3,Rps11,Btg1
Rpl26,Rbm3,Rpl23
Cd3e,S100a4,Pfdn5
Pfdn5,Slfn1,Il18r1
Rpl21,Pfdn5,Rbm3
Il18r1,Rpl26,Rps21
Rbm3,Il18r1,Rpl26
Gimap3,Rps21,Rsrp1
S100a4,Rpl27a,Gimap3
Rps21,Gimap3,Rpl37a
Rsrp1,Rsrp1,Rpl21
Rack1,Rpl37a,Rpl27a
Slfn1,Rpl21,Cd3e
Rpl27a,Cd3e,Bcl2l11
H2-T23,H2-T23,H2-T23
Uqcrh,Rack1,S100a4
Rpl37a,Bcl2l11,Rack1
Eif3f,Uqcrh,Uqcrh
Rps9,Gm8369,Samhd1
Srgn,Samhd1,Eif3f
Shisa5,Srgn,Srgn
Samhd1,Rps9,Gm8369
Eif3e,Eif3f,Ccnd2
Gm8369,Shisa5,Ifi213
Atxn1,Ccnd2,Rps9
Rpl29,Ifi213,Shisa5
Laptm5,Laptm5,Txnip
Sh2d2a,Txnip,Laptm5
Bcl2l11,Sh2d2a,Atxn1
Bcl2a1b,Atxn1,Ddit4
Rplp2,Eif3e,Eif3e
Rps18,Rpl29,Rpl29
Txnip,Trac,Sh2d2a
Rpl9,Ddit4,St6galnac3
Cox7a2l,Rpl9,Bcl2
Trac,Cxcr6,Ccl3
Ccnd2,Ccl3,Cxcr6
Rnf166,Rps18,Tcp11l2
Ifi47,Bcl2a1b,Sdcbp2
Cxcr6,Rnf166,Bcl2a1b
Ahnak,H2-K1,Rnf166
Ndfip1,Nkg7,Trac
Ifi203,Bcl2,Rpl9
Rps3,Rplp2,Ifi47
Ifi213,Ifi47,Il18rap
Ctsw,Sdcbp2,Ifit3
Tmem160,Il18rap,Rps18
Rpl35a,St6galnac3,Trim12c
Nkg7,Ccl4,Rplp2
H2-K1,Rpl5,Adcy7
Rps28,Ctsw,Gldc
Psme1,Pglyrp1,Rtp4
Btf3,Zdhhc18,Ccl4
Gimap5,Adcy7,AA467197
Zdhhc18,Trim12c,Zdhhc18
Rpl5,Tcp11l2,Nkg7
Pglyrp1,Cd160,Cd160
Ccl3,Rtp4,H2-K1
Rabac1,AA467197,Ctsw
Rps10,Ifit3,Pglyrp1
Rpl22,Rps3,Rabac1
Il18rap,Ahnak,Rpl5
Rps16,Ndfip1,Ahnak
Rps6,Gldc,Rps3
Ccl4,Gimap5,Gimap5
Arglu1,Rps6,Ndfip1
Vmp1,Rabac1,Ipcef1
Nsa2,Rpl35a,Rpl35a
Itgal,Rps28,Cox7a2l
Itm2b,Rpl22,Pdcd4
Vamp8,Itm2b,Arap2
Arap2,Ipcef1,Pnisr
Rps29,Cox7a2l,Rps28
Cd27,Btf3,Rps6
Pnisr,Ifi203,Ifi203
Dusp2,Arap2,Foxn3
Ifi27l2a,Foxn3,Rpl22
Cd160,Pnisr,Itm2b
Foxn3,Pdcd4,Btf3
Ddit4,Lgals3,Igtp
Rinl,Rpl12,Zcchc7
Naca,Arglu1,Arglu1
Rpl35,Rps29,Ankrd12
Nop53,Dusp2,Tmem163
Ctsd,Ankrd12,Rps16
H2-D1,Klrd1,Dusp2
Sla,Cd27,Rinl
Lgals3,Igtp,Rps29
Rps26,Rinl,Cd27
Rpl12,Rps16,Itm2c
Limd2,Zcchc7,Pdcd1
Rps5,Tmem163,Vamp8
Adcy7,Vamp8,Klrb1c
Ipcef1,H2-D1,Vmp1
Arpc1b,Vmp1,Napsa
Rpl4,Tmem160,Klrd1
Gmfg,Pdcd1,Rpl12
Zbp1,Itm2c,Smpdl3a
Trim12c,Itgal,Tmem160
Plac8,Rps5,Itgal
Klrd1,Smpdl3a,Bcl2a1d
Bcl2,Psme1,Psme1
Ankrd12,Bcl2a1d,Lgals3
Rps25,Ifi206,Lyst
Rtp4,Rps10,Ifi206
AA467197,Rpl35,Slc44a2
Pdcd4,Zbp1,H2-D1
Ucp2,Lyst,Rps10
Plek,Slc44a2,Zbp1
Slfn2,Sla,Ikzf3
Npc2,Klrb1c,Pitpnm2
Eif3m,Ikzf3,9930111J21Rik2
Ikzf3,Ifi27l2a,Sla
Arl6ip5,Plac8,Lilr4b
Cd2,Rpl13,Rps5
Ifi206,Napsa,Rpl35
Mbnl1,9930111J21Rik2,Cdk6
Slc44a2,Crot,Trim34a
Atp5l,Nsa2,Crot
Bcl2a1d,Nop53,Nop53
St6galnac3,Cdk6,Nsa2
Sdcbp2,Xaf1,Gbp9
Snx5,Pitpnm2,Mdfic
Stk24,Lilr4b,Xaf1
Gimap6,Gmfg,Zbtb38
Plaat3,Irf8,Crebrf
