wilcoxon,t-test,t-test_overestim_var
Gzmb,Gzmb,Gzmb
Ccl5,Ccl5,Ccl5
Nkg7,Lgals3,Lgals3
Lgals3,Nkg7,Nkg7
Ctsd,Prf1,Prf1
Prf1,Cxcr6,Cxcr6
Ccl4,Ctsd,Ctsd
Lgals1,Ccl4,Ccl4
Cxcr6,Lgals1,AA467197
Serpinb9,Id2,Serpinb9
Rbm3,Serpinb9,Id2
Id2,Rbm3,Lgals1
S100a4,AA467197,Rbm3
Trav14-1,Trav14-1,Trav14-1
Ccl3,Ccl3,Ccl3
Ifngr1,Havcr2,Havcr2
Hcst,S100a4,Tmem163
Dusp2,Ifngr1,S100a4
Ahnak,Tmem163,Ifngr1
Fxyd5,Hcst,Glrx
Sub1,Dusp2,Hcst
Emp3,Glrx,Dusp2
AA467197,Ahnak,Ahnak
Lag3,Fxyd5,Fxyd5
Havcr2,Sub1,Sub1
Glrx,Lag3,Lag3
Tmem163,Emp3,Emp3
Itm2b,Ptpn18,Ptpn18
Cd47,Arsb,Arsb
Serinc3,Il18rap,Ccr2
Stk24,Serinc3,Il18rap
Ptpn18,Itm2b,Serinc3
Il18r1,Ccr2,Foxn3
Thy1,Foxn3,Itm2b
Plek,Stk24,Sytl2
Rap1b,Sytl2,Stk24
Cd52,Hsd11b1,Hsd11b1
Reep5,Il18r1,Il18r1
Hsd11b1,Thy1,Thy1
Ly6c2,Cd52,Cd52
Vim,Cd47,Cd47
Foxn3,Ly6c2,Mt1
Il18rap,Plek,Plek
Cd48,Mt1,Ly6c2
Trac,Tmsb4x,Trbv13-3
Cd3g,Trbv13-3,Wdr95
S100a6,Vim,Tmsb4x
Serpinb6b,Reep5,Vim
Tmsb4x,Cd3g,Reep5
Cd2,Wdr95,Cd3g
Trbv13-3,Trac,Fasl
Zyx,Ccnd2,Trac
Aopep,Fasl,Ccnd2
Gimap7,Serpinb6b,Serpinb6b
H2-D1,Rap1b,Rap1b
Sept11,Zyx,1700017B05Rik
Arsb,Aopep,Zyx
Efhd2,1700017B05Rik,Aopep
Lsp1,Sept11,Lyst
B2m,Lyst,Sept11
Atxn1,B2m,Mt2
Ccnd2,Mt2,Cx3cr1
Klrd1,Gimap7,Anxa1
Txnip,Klrd1,B2m
Il2rb,Cx3cr1,Chsy1
Gimap4,Anxa1,Klrd1
Chsy1,Chsy1,Txnip
Zdhhc18,Txnip,Gimap7
Esyt1,S100a6,Lrrk1
Mt1,H2-D1,Osbpl3
Rnf166,Lsp1,Prdm1
Kmt2e,Cd2,S100a6
Lyst,Osbpl3,H2-D1
Ccr2,Lrrk1,Cd2
Laptm5,Prdm1,Lsp1
Osbpl3,Cd48,Cd48
Gimap1,Itgax,Itgax
Snx5,Atxn1,Rnf166
Ctsw,Rnf166,Atxn1
Prex1,Efhd2,Efhd2
Selplg,Sema4a,Sema4a
Tpt1,Esyt1,Irf8
Pycard,Zdhhc18,Esyt1
Rpa2,Irf8,Gna15
Gna15,Gna15,Zdhhc18
Rsrp1,Gimap4,Gimap4
Sytl2,Kmt2e,Kmt2e
