wilcoxon,t-test,t-test_overestim_var
Pdia6,Pdia6,Pdia6
Calr,Calr,Calr
Tomm5,Cdca7,Cdca7
Hsp90b1,Tomm5,Tomm5
Psma7,Ftl1,Spcs2
Spcs2,Spcs2,Ftl1
Manf,Llph,Llph
Hspa5,Hsp90b1,Hsp90b1
Llph,Rps26,Rps26
Ftl1,Sec61b,Sec61b
Sec61b,Psma7,Psma7
Tmed9,Dynll1,Selenos
Rps26,Selenos,Manf
Selenos,Manf,Dynll1
Rps27l,Tmed9,Tmed9
Pdia3,Hspa5,Nr2c2ap
Dynll1,Nr2c2ap,Hspa5
Rpl36al,Pdia3,Pdia3
Tma7,Rsl1d1,Rsl1d1
Tmed2,Arpc5,Tsr1
Naca,Rps27l,Arpc5
Rsl1d1,Tsr1,Rps27l
Btf3,Rpl5,Ung
Cdca7,Tma7,Tma7
Ostc,Rpl36al,Rpl5
Cacybp,Naca,Rpl36al
Ciao2a,Ung,Naca
Canx,Hspa8,Dnajb9
Rpl5,Canx,Canx
Sec61g,Dnajb9,Hspa8
Arpc5,Ufm1,Ufm1
Srp19,Ppp1r14b,Ppp1r14b
Hspa8,Tmed2,Tmed2
Pomp,Cacybp,Cacybp
Eif5a,Ebna1bp2,Ebna1bp2
Nr2c2ap,Hsp90ab1,Srp19
Rps6,Srp19,Hsp90ab1
Eif2s1,Sec61g,Sec61g
Ebna1bp2,Rpl7a,Rpl7a
Eif3a,Serp1,Serp1
Pnn,Ciao2a,Ube2g2
Serp1,Calm1,Ciao2a
Hsp90ab1,Ube2g2,Pomp
Rpl7a,Pomp,Ostc
Krtcap2,Btf3,Btf3
Dnajb11,Ostc,Calm1
Atp5b,Eif2s1,Eif2s1
Ufm1,Vim,Zmynd19
Ppp1r14b,Rps6,Nip7
Selenok,Nip7,Rps6
Psma4,Pnn,Vim
Eif2s2,Zmynd19,Pnn
Nme1,Krtcap2,Rpf2
Hspd1,Rpf2,Krtcap2
Calm1,Selenok,Cdc6
Ssr2,Lgals1,Selenok
Timm23,Dnajb11,Mrps18b
Vim,Cdc6,Dnajb11
Srp9,Eif5a,Eif5a
Chchd2,Mrps18b,Lgals1
Atp5pb,Eif3a,Ndufaf4
Ube2g2,Ndufaf4,Eif3a
Rpl10,Hspd1,Hspd1
Tomm20,Hells,Hells
Nip7,Ssr2,Ssr2
Prelid1,Eif2s2,Eif2s2
Rpl38,Nme1,Slc35b1
Ldha,Timm23,Timm23
Dnajb9,Slc35b1,Nme1
Ndufb8,Rars,Pus3
Arf1,Rpl10,Rars
Mif,Gtpbp4,Gtpbp4
Plac8,Pus3,Rpl10
Tmem14c,Atp5b,Atp5b
Cox4i1,Plac8,Tvp23b
Snrpf,Acsl5,Rrs1
Lgals3,Cox4i1,Acsl5
Eef1g,Lgals3,Cox4i1
Sec11a,Tvp23b,Cyp51
Slc35b1,Arf1,Plac8
Acsl5,Rrs1,Arf1
Rpl11,Gzmb,Tomm20
Cox17,Tomm20,Lgals3
Rars,Cyp51,Nus1
Tsr1,Prelid1,Prelid1
Arl6ip5,Nus1,C1qbp
Rpl31,C1qbp,Arl6ip5
Rpf2,Arl6ip5,Gzmb
Atp5g1,Chchd2,Chchd2
Gtpbp4,Cxcr6,Cxcr6
Lgals1,Rpl11,Timm9
Ccdc12,Timm9,Gpatch4
