,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.4207373,-0.2609020471572876,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.6525958,-0.29289400577545166,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.61380506,-0.6677464246749878,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.38468632,-0.49484169483184814,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3968211,-0.7069226503372192,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.4691725,-10.521016120910645,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.3420291,-0.6126382350921631,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.7673527,-0.7197825908660889,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0037988538,-1.2948627471923828,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.6065598,-5.4303669929504395,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.0871064,-0.4229646921157837,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.09573084,0.6959470808506012,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.44229987,-0.48381507396698,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,136.54753,-0.13983654975891113,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.06608812,-0.14082682132720947,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5566832,-0.5750727653503418,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.055572648,-2.693956136703491,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2740079,-2.365490674972534,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.4074683,0.26640236377716064,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.2591864,-0.011215686798095703,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.77873194,-1.187429666519165,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.4021239,-1.0709784030914307,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.7544165,-1.3860418796539307,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.86608714,0.12006807327270508,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.82337517,-0.878127932548523,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.32924098,-1.235203742980957,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.1059444,-3.2242584228515625,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.050567117,-7.375384330749512,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.2129436,-0.2987060546875,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.549173,-0.4871164560317993,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.5110207,-0.11966383457183838,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.08989868,-2.1226446628570557,False
