,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.55323213,-0.6162807941436768,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.82177657,0.2319939136505127,True,0.06001700009641115,0.23966006145566274,0.2610800295971671,12.31743419296533,1.7127996640735201,0.0672183409333229,0.04888874664902687,0.18155085590604303,0.0,0.0,0.31987593730537,0.19936573873357877,0.15253731960848232,1.3839857640987183,2.7900282365121534
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.91315144,-0.7511138916015625,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.52493525,-0.8040473461151123,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.5508546,-0.3525073528289795,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,9.155363,-4.011770725250244,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.48067412,-1.145289421081543,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.364473,-1.011117696762085,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0032362384,-3.324012279510498,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,9.032298,-3.345041275024414,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.119310685,-4.338062286376953,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.119162,0.4171724319458008,True,1.1990109135673601,2.7235471354738716,0.26880269787718747,16.628226152507555,0.05012846225872636,0.10044919699430466,0.9468123316764832,0.36355367944723455,0.0,0.0,0.44175085046092133,0.3016211122181575,2.7081955255105576,0.41552093923941547,3.357846641315354
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.9998381,-0.7561862468719482,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,49.977192,-0.9010001420974731,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.22062682,-0.04943740367889404,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.4400605,-0.1524646282196045,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.0703863,-2.343111753463745,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.5342811,-0.6541727781295776,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.6827714,-1.332223892211914,False,,,,,,,,,,,,,,,
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.19946872,-0.16579389572143555,False,,,,,,,,,,,,,,,
