comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval
0_KO-NAV,2017_NAT_Akondy---YFV_D14,-2.316407401013707,8.765522279035792e-4,1.2178784557301182e-4,39,3.0572222020863653,3.9143960521297863
0_KO-NAV,2020_NAT_IMMUNOL_Hayward---Parenchyma_TRM,-2.2443347068148767,8.765522279035792e-4,1.245019920318725e-4,35,3.0572222020863653,3.9048236998009442
0_KO-NAV,2018_SCI_IMMUNOL_Patil---CD4_CTL_EFF,-2.3647218185592096,8.765522279035792e-4,1.2675877804537965e-4,38,3.0572222020863653,3.8970219560603634
0_KO-NAV,2019_JCI_Tian---DENV_TEM,-1.8161426278379569,8.765522279035792e-4,1.350438892640108e-4,28,3.0572222020863653,3.8695250628572273
0_KO-NAV,2019_EJI_Remmerswaal---TE,-2.126033199284432,8.765522279035792e-4,1.4345144168698896e-4,34,3.0572222020863653,3.843295082736507
0_KO-NAV,2020_NAT_IMMUNOL_Hayward---Lung_Vasculature_TRM,-2.06675294169645,8.765522279035792e-4,1.4609203798392987e-4,43,3.0572222020863653,3.8353734524700087
0_KO-NAV,2015_PLOA_PATHOGENS_Gupta---CD39pos_vs_CD39neg_dn,-1.8275419911997153,0.0014978468451600825,2.91247997670016e-4,24,2.824532590977194,3.5357370517302242
0_KO-NAV,2019_EJI_Remmerswaal---MP,2.133950368424308,0.0024457352491592784,5.649717514124294e-4,31,2.611590557133038,3.247973266361807
0_KO-NAV,2019_JCI_Tian---unstimuTEMRA_vs_unstimuTEM_up,-1.8608579327597183,0.0024457352491592784,6.114338122898196e-4,41,2.611590557133038,3.2136505484610005
0_KO-NAV,2018_SCI_IMMUNOL_Patil---CD4_TCM,1.6397691097638247,0.008691453404152583,0.0024142926122646064,22,2.0609075937901467,2.617210094557434
0_KO-NAV,2017_CELL_REP_Kumar---CD8Lung_CD69pos_vs_neg_up,-1.6765671712930554,0.011631814304546748,0.0035541654819448393,31,1.9343525396998238,2.4492623553088864
0_KO-NAV,2017_IMMUNITY_WOLSKI---early_Resolver_vs_Chronic_dn,-1.734014171953313,0.014891913530824662,0.004963971176941554,48,1.8270494941562192,2.3041707488758814
0_KO-NAV,2017_IMMUNITY_WOLSKI---chronic_early_vs_late_up,-1.6026140580644095,0.035094470312079115,0.012673003168250792,64,1.4547613080965376,1.897120456556988
0_KO-NAV,2014_IMMUNITY_Gaiha---HIV-EC_vs_HIV-CP_up,-1.6151261185256638,0.04363883539141271,0.01697065820777161,37,1.3601268481348416,1.7703013132238907
0_KO-NAV,2017_IMMUNITY_WOLSKI---resolver_early_vs_late_up,-1.583337614800039,0.05281264528126453,0.022005268867193555,40,1.2772620790124625,1.6574733207240684
0_KO-NAV,2020_NAT_IMMUNOL_Hayward---Lung_Intersitium_TRM,-1.5759836482596616,0.053077272039921373,0.02415679124886053,42,1.2750914062381575,1.6169607536379034
0_KO-NAV,2017_NAT_Akondy---NAV,1.5332652788421945,0.053077272039921373,0.02506426735218509,20,1.2750914062381575,1.600944985627171
0_KO-NAV,2019_JCI_Tian---DENV_TEMRA,-1.3446749468208117,0.08855708585403527,0.04427854292701763,21,1.0527766832126129,1.3538066788765941
0_KO-NAV,2019_EJI_Remmerswaal---EE,-1.434866213340096,0.09002770083102492,0.04751461988304093,34,1.0456238409267835,1.323172740741242
0_KO-NAV,2017_NAT_Akondy---YFV_MEM,-1.3637521540373327,0.09917787905881326,0.055960401484944314,31,1.0035851834304994,1.2521191783462142
0_KO-NAV,2017_CELL_REP_Kumar---CD8Spleen_CD69pos_vs_neg_up,-1.4515868547919004,0.09917787905881326,0.05785376278430774,29,1.0035851834304994,1.2376683894638674
0_KO-NAV,2017_IMMUNITY_WOLSKI---late_Resolver_vs_Chronic_up,1.4934848457089933,0.12240970039135178,0.0748059280169372,44,0.9121841650376091,1.1260639849826901
0_KO-NAV,2017_IMMUNITY_WOLSKI---chronic_early_vs_late_dn,1.4824195167884668,0.13235859946133127,0.08456243854473942,36,0.8782478369294825,1.0728225016791768
0_KO-NAV,2017_IMMUNITY_WOLSKI---late_Resolver_vs_Chronic_dn,-1.3673421956267526,0.15478944932901434,0.1031929662193429,37,0.8102586447793995,0.9863499038350806
