comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval
0_KO-NAV,48h_IL2_repressed,-1.434294327916466,0.018536585365853658,0.009268292682926829,24,1.731970264438944,2.0330002601029253
0_KO-NAV,48h_IL2_promoted,-1.3981186300163837,0.041620727673649396,0.041620727673649396,34,1.3806903310948881,1.3806903310948881
0_WT-NAV,48h_IL2_repressed,-1.4119608455634118,0.02400873044743543,0.012004365223717716,23,1.6196308043016,1.920660799965581
0_WT-NAV,48h_IL2_promoted,-1.3909203250721178,0.044563279857397504,0.044563279857397504,9,1.351022852584124,1.351022852584124
1_KO-NAV,48h_IL2_repressed,1.3404754727601693,0.03709949409780776,0.01854974704890388,21,1.4306320125420564,1.7316620082060377
1_KO-NAV,48h_IL2_promoted,-1.1124270524203035,0.2971797884841363,0.2971797884841363,15,0.5269807307401831,0.5269807307401831
1_WT-NAV,48h_IL2_repressed,1.7648447660542375,0.00128493414712496,6.4246707356248e-4,26,2.8911191293545526,3.192149125018534
1_WT-NAV,48h_IL2_promoted,-1.0549277166366366,0.36063779896826637,0.36063779896826637,13,0.4429287561964692,0.4429287561964692
2_KO-NAV,48h_IL2_promoted,1.6568742809851287,0.006099019373355657,0.003203342618384401,15,2.2147399871164595,2.4943966082247075
2_KO-NAV,48h_IL2_repressed,1.4748292434437578,0.006099019373355657,0.006099019373355657,18,2.2147399871164595,2.2147399871164595
2_WT-NAV,48h_IL2_promoted,1.7192806904381932,0.004220596510973551,0.0021102982554867754,12,2.3746261644136015,2.675656160077583
2_WT-NAV,48h_IL2_repressed,1.2540038856531006,0.08392377229416076,0.08392377229416076,20,1.0761150032497002,1.0761150032497002
3_KO-NAV,48h_IL2_repressed,-1.617137824725048,0.0106951871657754,0.0053475935828877,34,1.9708116108725178,2.271841606536499
3_KO-NAV,48h_IL2_promoted,0.5879377429270336,0.965063065074227,0.965063065074227,12,0.015444305393187611,0.015444305393187611
3_WT-NAV,48h_IL2_repressed,-1.7294522371651513,0.021739130434782608,0.010869565217391304,33,1.662757831681574,1.9637878273455553
3_WT-NAV,48h_IL2_promoted,0.7253844748136817,0.8520652173913044,0.8520652173913044,14,0.06952716289856718,0.06952716289856718
4_KO-NAV,48h_IL2_repressed,-1.5567000941416533,9.62000962000962e-4,4.81000481000481e-4,35,3.016824493667488,3.317854489331469
4_KO-NAV,48h_IL2_promoted,1.2784797929444713,0.11707746478873239,0.11707746478873239,17,0.9315266904079142,0.9315266904079142
4_WT-NAV,48h_IL2_repressed,-2.0515304055484025,9.36768149882904e-4,4.68384074941452e-4,38,3.0283678836970616,3.329397879361043
4_WT-NAV,48h_IL2_promoted,1.6056476045779025,0.008473338203067933,0.008473338203067933,19,2.0719454589070714,2.0719454589070714
5_KO-NAV,48h_IL2_repressed,1.4644452946394004,8.010413537598879e-4,4.0052067687994393e-4,24,3.096345062884386,3.3973750585483673
5_KO-NAV,48h_IL2_promoted,-0.9377809124544585,0.5806451612903226,0.5806451612903226,30,0.2360891887309666,0.2360891887309666
5_WT-NAV,48h_IL2_repressed,1.440536625550344,0.001200240048009602,6.00120024004801e-4,26,2.9207318863689467,3.221761882032928
5_WT-NAV,48h_IL2_promoted,0.5844978174628435,0.981636400734544,0.981636400734544,15,0.008049345610065472,0.008049345610065472
6_KO-NAV,48h_IL2_repressed,1.4483786805417258,0.015479876160990712,0.007739938080495356,24,1.810232517995084,2.1112625136590655
6_KO-NAV,48h_IL2_promoted,-1.2120965529580774,0.15511489992587102,0.15511489992587102,28,0.8093464830066066,0.8093464830066066
6_WT-NAV,48h_IL2_repressed,1.3740089999959515,0.033975554174435464,0.016987777087217732,22,1.4688334507709941,1.7698634464349754
6_WT-NAV,48h_IL2_promoted,-1.3371956246097676,0.061099406244014554,0.061099406244014554,28,1.2139630101535346,1.2139630101535346
7_KO-NAV,48h_IL2_promoted,1.2173005941870718,0.281479050432119,0.1841809321504436,17,0.5505539227319894,0.7347553333709258
7_KO-NAV,48h_IL2_repressed,1.108704567815935,0.281479050432119,0.281479050432119,19,0.5505539227319894,0.5505539227319894
7_WT-NAV,48h_IL2_promoted,1.5154343250444442,0.03538007947699013,0.017690039738495065,12,1.4512411958361464,1.7522711915001277
7_WT-NAV,48h_IL2_repressed,0.8453244153182216,0.7755377857866876,0.7755377857866876,15,0.11039703761971464,0.11039703761971464
8_KO-NAV,48h_IL2_repressed,2.187721320861016,3.6258158085569254e-4,1.8129079042784627e-4,30,3.440594261839831,3.7416242575038123
8_KO-NAV,48h_IL2_promoted,1.0029382679342236,0.446458605868062,0.446458605868062,16,0.35021880122437693,0.35021880122437693
8_WT-NAV,48h_IL2_repressed,2.3408682269359415,2.9507229271171436e-4,1.4753614635585718e-4,33,3.5300715688373785,3.8311015645013593
8_WT-NAV,48h_IL2_promoted,0.9606262743613747,0.5313706563706564,0.5313706563706564,14,0.27460243210144364,0.27460243210144364
9_KO-NAV,48h_IL2_repressed,1.3795683244718482,0.009191176470588236,0.004595588235294118,30,2.036628895362161,2.3376588910261424
9_KO-NAV,48h_IL2_promoted,-1.414418467780771,0.034758580570098896,0.034758580570098896,17,1.4589379670668772,1.4589379670668772
9_WT-NAV,48h_IL2_repressed,1.1628793707815017,0.13524644612727516,0.09698451507742462,32,0.868874138033533,1.0132976013344734
9_WT-NAV,48h_IL2_promoted,-1.240392943029422,0.13524644612727516,0.13524644612727516,13,0.868874138033533,0.868874138033533
