comparison,pathway,NES,padj,leadingEdge_signal,mlog10padj
0_KO-NAV,2019_NAT_IMMUNOL_Nakayama---Cir_CD44hi_vs_CD44lo_up,-2.9286798537916283,7.915947035118019e-4,46,3.101497120280817
0_KO-NAV,2013_IMMUNITY_Locci---non-GC-Tfh,-2.1158912984923943,7.915947035118019e-4,28,3.101497120280817
0_KO-NAV,2018_CELL_Schmiedel_allCellTypes---NK_cells,-1.9222350564964699,7.915947035118019e-4,34,3.101497120280817
0_KO-NAV,2019_NAT_IMMUNOL_Nakayama---LungTRreg,-2.0590346505789516,7.915947035118019e-4,28,3.101497120280817
0_KO-NAV,2018_CELL_Schmiedel_allCellTypes---Classical_monocytes,-1.7893601870601137,7.915947035118019e-4,19,3.101497120280817
0_KO-NAV,2019_JEM_Beura---CD4_NLT_TRM_up,-2.120380612729989,7.915947035118019e-4,29,3.101497120280817
0_KO-NAV,2019_NAT_IMMUNOL_Nakayama---LungTRM,-2.076303587549447,7.915947035118019e-4,29,3.101497120280817
0_KO-NAV,2019_NAT_IMMUNOL_Nakayama---LungTRM_Foxp3Promoted,-1.9743468856182846,7.915947035118019e-4,30,3.101497120280817
0_KO-NAV,2019_NAT_IMMUNOL_Nakayama---Cir_CD44lo_Foxp3Inhibited,-2.1239779822051315,7.915947035118019e-4,31,3.101497120280817
0_KO-NAV,2019_NAT_COMMU_BIOL_Schoettler---CD4_TEM-Lung_vs_LDLN_dn,-2.203274655853433,7.915947035118019e-4,35,3.101497120280817
0_KO-NAV,2019_NAT_COMMU_BIOL_Schoettler---CD4_TCM-Lung_vs_LDLN_dn,-1.8304814543492423,7.915947035118019e-4,25,3.101497120280817
0_KO-NAV,2019_JEM_Beura---CD4_NLT-SLO_TRM_up,-2.102941317386692,7.915947035118019e-4,40,3.101497120280817
0_KO-NAV,2019_NAT_COMMU_BIOL_Schoettler---CD4_TRM-Lung_vs_LDLN_dn,-2.0215417787395435,7.915947035118019e-4,35,3.101497120280817
0_KO-NAV,2019_NAT_COMMU_Szabo---CD8-cytokine,-2.2283025172132516,7.915947035118019e-4,50,3.101497120280817
0_KO-NAV,2019_NAT_COMMU_Szabo---CD8-cytotoxic,-2.1698168355514325,7.915947035118019e-4,53,3.101497120280817
0_KO-NAV,2015_NAT_IMMUNOL_Choi---GC-Tfh,1.8301335353529666,7.915947035118019e-4,28,3.101497120280817
0_KO-NAV,2015_NAT_IMMUNOL_Choi---Tfh,1.8586065900156004,7.915947035118019e-4,26,3.101497120280817
0_KO-NAV,2019_NAT_IMMUNOL_Nakayama---Cir_CD44hi_vs_CD44lo_dn,2.0709050970842218,7.915947035118019e-4,35,3.101497120280817
0_KO-NAV,2019_NAT_IMMUNOL_Nakayama---LungTRreg_Foxp3Inhibited,1.8805263524624014,0.0014583057139069336,35,2.836151422557719
0_KO-NAV,2017_CELL_REP_Kumar---CD4Lung_CD69pos_vs_neg_dn,1.8704342375991054,0.002056929150218159,27,2.686780667079809
0_KO-NAV,2019_NAT_COMMU_BIOL_Schoettler---CD8_TRM-Lung_vs_LDLN_dn,-1.560301665778725,0.0023210831721470018,22,2.6343092970463178
0_KO-NAV,2016_IMMUNITY_De_Simone---Th1_vs_Th17-or-Treg,-2.003076550580426,0.0023210831721470018,38,2.6343092970463178
0_KO-NAV,2019_JEM_Beura---CD4_NLT_TRM_dn,1.6526438086332975,0.0024297757979604606,25,2.614433798089239
0_KO-NAV,2018_CELL_Schmiedel_CD4---TH1_cells,-1.8274452725096413,0.0027789005658852063,60,2.5561269927908015
