wilcoxon,t-test,t-test_overestim_var
Cenpa,Cenpa,Cenpa
Ccnb2,Cdkn3,Cdkn3
Cdkn3,Ccnb2,Ccnb2
H2-D1,H2-D1,H2-D1
Coro1a,Coro1a,Coro1a
Hp1bp3,Cdc20,Hp1bp3
Arhgdib,Hp1bp3,Cdc20
Arpc5,H2-K1,H2-K1
Tax1bp1,S100a13,S100a13
H2-K1,Tax1bp1,Tax1bp1
Rac2,Arpc5,Arpc5
S100a13,Selenos,Selenos
Selenos,H2-Q7,H2-Q7
Eif1,S100a11,S100a11
S100a11,Rac2,Rac2
H2-Q7,Actg1,Actg1
Rap1b,Knstrn,S100a10
Ms4a4b,S100a10,Knstrn
Tmsb4x,Arhgdib,Arhgdib
Actg1,Id2,Id2
Selenok,Dap,Dap
Cd48,Eif1,Eif1
Dap,Emp3,Emp3
Actr3,Tmsb4x,Tmsb4x
Cdc20,Rap1b,Ly6a
Emp3,Ly6a,Rap1b
Id2,Ms4a4b,Ms4a4b
S100a10,Selenok,Selenok
Birc5,Pfn1,Cd48
Pfn1,Cd48,Pfn1
Gpsm3,Ndfip1,Cd3g
Cd3g,Cd3g,Ndfip1
Arf4,Gpsm3,Myl6
Ndfip1,Cd3d,Cd3d
Knstrn,Myl6,Gpsm3
Map1lc3b,Actr3,Actr3
Fxyd5,Rnf6,Ets1
Ly6a,Tprgl,Gimap6
Cd3d,Gimap6,Tprgl
Tprgl,Ets1,Rnf6
Arpc3,Arf4,Fxyd5
Clic1,Fxyd5,Arf4
Arl6ip5,Lsp1,Lsp1
Cdk2ap2,Cxcr6,Map1lc3b
Chmp2a,Map1lc3b,Cxcr6
Itm2b,Arl6ip5,Arl6ip5
S100a6,Arpc3,Arpc3
Ptprcap,Clic1,Clic1
Cxcr6,H2-T23,H2-T23
Myl6,Tspo,Tspo
Gmfg,Itm2b,Itm2b
Lsp1,Trac,Trac
Ube2c,Chmp2a,Chmp2a
Ccdc12,Ptprcap,Ptprcap
Tspo,Cap1,Cap1
Ets1,Samd9l,Samd9l
Cks1b,Ifi27l2a,Ifi27l2a
Gimap6,Cep89,Tmbim6
Ppp2r5c,Tmbim6,Cep89
Trac,Tmem71,Akirin1
Cap1,Akirin1,Acsl5
Tmbim6,Acsl5,Tmem71
Cwc15,Gmfg,Gmfg
Acsl5,Ptpn18,Ptpn18
Arpc2,Hmmr,Cwc15
Ifi27l2a,Cwc15,S100a6
Arhgap30,Anxa7,Hmmr
Ramac,B2m,B2m
Supt4a,S100a6,Anxa7
Ostc,Ube2c,Ube2c
H2-T23,Vmp1,Vmp1
Cd53,Cd53,Cd53
Ifi203,Cx3cr1,Arpc2
Mndal,Birc5,Birc5
Sec11c,Arpc2,Cx3cr1
Gm8369,Ppp2r5c,Cdk2ap2
Lsm5,Cdk2ap2,Ppp2r5c
Pglyrp1,Ifi203,Ifi203
Itga4,Inpp1,Sh3bgrl3
Anxa7,Btg1,Btg1
Dnajc15,Sh3bgrl3,Inpp1
Il2rb,Ccr5,Ccr5
Selplg,Ramac,Itga4
Akirin1,Itga4,Ramac
Hopx,Tmem50a,Tmem50a
Psmb8,Pglyrp1,Pglyrp1
Ptpn18,Rdm1,Ccdc12
Trappc4,Ccdc12,Rdm1
Hmgb2,2610318N02Rik,2610318N02Rik
Serinc3,Cd52,Cd52
Lamtor4,Rilpl2,Rilpl2
Samd9l,Hopx,Hopx
