wilcoxon,t-test,t-test_overestim_var
H2az1,Cdkn3,Birc5
Hmgb2,Birc5,Stmn1
Birc5,Ccnb2,Ccnb2
Ptma,Ccnb1,H2az1
Ran,Ppa2,Hmgb2
Stmn1,Tpx2,Cks1b
Ccnb2,Ccna2,Ptma
Cks1b,Dscc1,Cdkn3
Ppia,Cacna1s,Ran
Lsm5,Plk1,Ppia
Nucks1,Rad51ap1,Selenoh
Cdkn3,Timeless,Pclaf
Selenoh,Cks1b,Lsm5
Hsp90b1,Cdca8,Nucks1
Eif5a,Stmn1,Cenpw
Ybx1,Hmgb2,1500009L16Rik
Cenpa,Cenpm,Cdca8
Pclaf,Ermp1,Cdca3
Banf1,Slc35a1,Hsp90b1
1500009L16Rik,Nagpa,Banf1
Cdca8,Cenpw,Hmgn2
Cenpw,Dhfr,Cenpa
Hmgb1,Terf2ip,Anp32e
Lgals1,Vps45,Hnrnpa2b1
Anp32b,Mvd,Ccna2
Hnrnpa2b1,Cdca3,Eif5a
Anp32e,Mylpf,Tubb5
Tubb5,Tmem237,Acsl5
Gapdh,2310022A10Rik,Alyref
Cdca3,Melk,Anp32b
Hmgn2,Abhd10,Lgals1
Snrpg,Pex3,Lsm3
Nme1,Knstrn,Fkbp2
Rps17,Gemin6,Ebna1bp2
Elob,Cdc20,Magt1
Dut,Kif20a,Tuba1b
Acsl5,Tusc2,Dut
Dbi,Ogfod2,Knstrn
Alyref,Alyref2,Hdgf
Fkbp2,Pigf,Tpx2
Tpm3,Oat,Hmgb1
Lsm2,Ints5,Lmnb1
Ebna1bp2,H2az1,Lsm2
Ccna2,Kif2c,Pdia6
Pdia6,Rad51,Phgdh
Lmnb1,Csrp2,Ybx1
Hdgf,Cep55,Dbi
Lsm3,Mto1,Ube2c
Tuba1b,Coil,Ppa2
Tpm4,Zbed3,Mki67
Vim,Dars2,Vim
Ranbp1,Tubb3,Ccnb1
Hnrnpab,Rtel1,Hnrnpab
Mrpl20,Slc7a6,Tpm3
Surf4,Pdss1,Ranbp1
Ndufa2,Tspyl4,Hmgn5
Ostc,Ckap2,Prpf38a
Mki67,Fanca,Tsfm
Phgdh,Cenps,Nme1
Pdap1,1500009L16Rik,Psmd7
Atp5j,Slc37a1,Hmgb3
Ddx39,Nefh,Sae1
Snrpe,Pigu,Tpm4
Cox5a,Haus5,Cdc20
Calr,Ccne2,Hspd1
Magt1,Cc2d1a,Eif4a1
Cbx3,Tacc3,Ddx39
Ube2c,Fbh1,Sptssa
Psmd7,Utf1,Snrpg
Snrpb,Mios,Rnaseh2b
Eif4a1,Suv39h2,Cenpm
Knstrn,Rnf170,Rps17
Hspd1,Eefsec,Rrm2
Sec22b,Telo2,Sec22b
Rps27l,Pclaf,Lig1
Sf3b5,Aspm,Spc24
C1d,Pitrm1,Fh1
Cdk2ap1,Cenpa,Cdk2ap1
Hmgn5,Ran,Pdap1
Eif2s1,Spdl1,Dhfr
Spc24,Mnd1,Cmtm7
Tpx2,Rpap1,Rps27l
Sptssa,Nucks1,Tacc3
Selenos,Rxylt1,Eif6
Ube2s,Fh1,Surf4
Prpf38a,Tmem140,Snrpe
Atp5j2,Grwd1,Elob
Cox6c,Pfas,Gapdh
Ndufa4,Dusp4,Cks2
Rnaseh2b,Magt1,H2az2
Oaz1,Chid1,Lrrc59
Atp5b,Poc1b,Selenos
Arf1,Ptma,Cbx3
Dek,Acsl5,Snrnp40
Hmgb3,Sgo1,Pfdn2
Timm23,Tbkbp1,Timm8a1
Sae1,Lsm5,Ccdc34
Cbx1,Parpbp,Romo1
Snrpd1,Zwilch,Dlgap5
Hnrnpa1,Zfp961,Oat
Med30,Bub1,Rpa3
Set,1700037H04Rik,Snrpc
Tsfm,Mettl2,Snrpb
Snrpd2,Kntc1,Cbx1
Supt16,Taf4,Atg101
Cox6b1,Dsn1,Supt16
Cks2,Mdm1,Cep55
Nap1l1,Cenph,Ostc
Mrps24,H2bu2,Med30
Chchd2,Kctd9,Mad2l1
Larp7,Spout1,C1d
Eif6,Idh2,Mrps24
Psmd14,Hus1,Timm23
Rrm2,Ccdc163,Eif2s1
Cmtm7,Diaph3,Mrpl20
Romo1,Zfp628,Oaz1
Ndufb8,Fancl,Hells
Psmb4,Ccp110,Psmb4
Calm1,Tnnt1,Calr
Rwdd1,Atad3a,Larp7
Sec11c,Prr11,Ckap2
Hprt,Gabpa,Rwdd1
Ube2l3,Thop1,Snrpd2
Hpf1,Enoph1,Sec11c
Mrpl54,Gtpbp8,Atp5j
Pfdn2,Tmem107,Gabpa
Cox5b,Ankrd37,Pigf
Tma7,Atp23,Mcm5
Prdx1,Ms4a6c,Rad51
Atg101,Dlgap5,Hmmr
Ppa2,Dmap1,Cox6c
Hnrnpd,Xndc1,Ube2s
Ccnb1,Prr12,Diaph3
Snrpc,Acss2,Dek
Psma7,Fbxo46,Timeless
Slbp,Cdc25c,Abce1
Lig1,Isoc1,Sf3b5
Timm8a1,Gpn2,Ppih
Sdf2l1,Carmil2,Hprt
Ube2n,Prkaa1,Plk1
Rpl28,Dtnb,Arf1
Pfn1,Hmox1,Ino80c
Lsm4,Coa4,Sdf2l1
Rps2,Pikfyve,Ndufa2
Rpl41,Syne2,Calm3
Rpa3,Zfp335,Pa2g4
Snrnp40,Slc26a2,Cox5a
Cdc20,1190007I07Rik,Aida
Eif3c,Ndc80,Impdh2
H2ax,Ppia,Ptrhd1
Lrrc59,Smarcal1,Smc2
Anapc5,Lsm3,Set
Sdhc,Ccdc34,Ctnnb1
Cox7a2,Slc30a6,Psmd14
Txn1,Mrps2,Fignl1
Mrpl18,Capn15,Srsf7
Taf10,Klhl5,Slbp
Calm3,Dolpp1,Anapc15
Stip1,Selenoh,Tma7
Bzw1,Hcfc2,Yif1b
Erh,Aim2,Pfn1
Pgam1,Dnph1,Vdac1
Mad2l1,Ankrd52,Psmc1
Smc2,Tmem216,Snrpd1
Mcm5,Haus1,Cenpe
Ppih,Pxylp1,Txn1
Canx,Hmgb3,Cct8
Atp5a1,Castor1,Psma4
Fh1,Socs6,Haus4
Hint1,Zfp141,Pbdc1
Ywhaz,Cd38,Rfc4
Dlgap5,Sirt6,Atp5b
Psma4,Slc25a10,Ndufa4
Manf,Sufu,Nap1l1
Ywhah,Sapcd2,Ndufb8
Npm3,Nuf2,H2ax
Pa2g4,Rad51c,Tk1
H2az2,Espl1,H4c9
Tceal9,Pisd,Sdhc
Ufm1,E2f7,Mcm3
Pgk1,Dcun1d2,Lsm4
Tomm5,Oip5,Ndufs5
Srsf7,Ino80c,Hpf1
Tacc3,Capn10,Pgam1
Ccdc34,Tuba1b,Psmd13
Cct8,Ftl1-ps1,Calm1
Rac1,Lancl2,Pgk1
Vdac1,BC052040,Snrpa1
Selenof,Relt,Xbp1
Psmd13,Anp32e,Rpl28
,Gcc1,Mcm7
,Cd244a,Rbm8a
,Rrm2,Dtl
,Tnfsf10,Tagln2
,Fignl1,Ywhaz
,Ddx11,Nrgn
,Tmem109,Ufm1
,Hmgn5,Ube2n
,Pced1a,Tial1
,Grb7,Cenpk
,Tsfm,Elof1
,Hsp90b1,Tmem109
,Xcl1,Asf1b
,Nepro,Cenps
,Spc24,Canx
,Sec22b,Bzw1
,Pwp2,2610318N02Rik
,Tubb5,Rfc3
,Msantd2,Nfs1
,Anp32b,Kif20a
,Fubp3,Rps2
,Dcaf4,Mrpl18
,Zfp729b,Ak2
,Nanp,Ube2l3
,Aida,Rdm1
,Lig1,Erh
,Banf1,Nek2
,Thumpd2,Fabp5
,Zfp934,Amfr
,Cenpn,Rer1
,Zdhhc21,Psmc2
,Gna12,Ndc80
,Prpf38a,Tubb4b
,Cdc6,Bub1b
,Lsm2,Dscc1
,Hmmr,Nop58
,Fkbp2,Psmc3
,Kctd3,Manf
,Erlin1,Prelid3b
,Tns1,Nfu1
,Ebna1bp2,Selenof
,Phc1,Hnrnpa1
,Fam3a,Cacna1s
,Nek2,Creld2
,Nradd,Lyar
,Sap30,Cox7a2
,Phgdh,Dbf4
,Jpt2,Cenph
,Ccsap,Rad51ap1
,Usp21,Ltv1
,Spryd7,Asf1a
,Nf1,Snrpd3
,Serf1,Tomm5
,Slc43a3,Tceal9
,Lmnb1,Cpox
,Nr2f6,Srsf9
,Ckap2l,Mrps33
,Gtpbp3,Tpi1
,Fgd3,Ube2g2
,Ube2c,Bub1
,Zxdc,Tmpo
,Trmt10b,Prmt1
,Efcab11,1190007I07Rik
,Arhgap19,Ppid
,Tmem218,Hint1
,Hmgn2,Ciao2a
,Entpd7,Mrpl54
,Pus7,Nop10
,Dolk,Fancl
,Dhodh,Psma7
,Tprn,Ndufs6
,Gins3,Ywhah
,2610021A01Rik,Npm3
,Cdk2ap1,Ssr2
,Nemp1,Mrpl50
,Eif5a,Vbp1
,Gstm1,Nudc
,Mki67,Flnb
,Ccdc18,Sumo3
,Mkks,Hmgn1
,Bahd1,Eif3c
,Oxnad1,Cox5b
,Ndc1,Mrpl28
,Nfs1,Me2
,Clcn5,Cklf
,Ybey,Rpn2
,Pcgf3,Tmem14c
,Abl2,Nhp2
,Klhl42,Stip1
,Cpeb2,Cdca7
,Tmem14a,Idi1
,Gm15446,Wdr43
,Hdgf,Mrpl27
,Tmem268,Nxt1
,Trmt5,Prdx4
,Dut,Anapc5
,4930579G24Rik,Vars
,Sae1,Minpp1
,Hmgb1,Cbfb
,Acsf3,Atp5j2
,Cep72,C1qbp
,Cluh,Rpl41
,Cenpk,Gsr
,Hspa2,Fkbp8
,Dtwd2,Ugp2
,Hells,Sdad1
,Riox1,Ndufc1
,Rnaseh2b,Chid1
,Timm8a1,Mphosph10
,Cenpp,Ermp1
,Tmem129,Cdc6
,Tbccd1,Atp5g3
,Lgals1,Grk6
,Qpctl,Rab1b
,Mtss1,Ywhaq
,Armh3,Nuf2
,Pank4,Slc35a1
,Pdia6,Nagpa
,Agpat1,Gtf2b
,Leng9,Anxa2
,Alyref,Cdk1
,Zfp61,Khdrbs1
,Cenpe,Kif15
,Abce1,Bcas2
,Yif1b,Terf2ip
,Smcr8,Vps45
,Zmynd19,Orc6
,Fam81a,Sf3b6
,Nop16,Snu13
,Uevld,Chchd2
,Zscan21,Wrnip1
,Zdhhc17,Tmed7
,Abca3,Fuca2
,Osbpl2,Mrps26
,Pygo2,Hnrnpd
,Tmbim1,Mvd
,Ighmbp2,Umps
,Lrrc59,Pno1
,St6galnac6,Mtf2
,Smim13,Cfl1
,Troap,Agpat1
,Slc52a2,Zdhhc21
,4930430F08Rik,Hsp90aa1
,Zfp994,Ddost
,Slc29a1,Ndufa12
,4931406C07Rik,Tdp2
,Pprc1,Clspn
,Nsun5,Mylpf
,Nubpl,Tmem237
,Hnrnpa2b1,Sec11a
,Ranbp1,2310022A10Rik
,2610318N02Rik,Timm13
,Gabarapl1,Rbx1
,Samd8,Eif4g2
,Miga1,Rtraf
,Pex1,Nasp
,Dhrs13,Dnajb11
,Eef1akmt4,Gnb1
,Ltv1,Lbr
,Tada2b,Topbp1
,Aasdh,Eif4e2
,Sdad1,Add1
,Mfsd2a,Ssb
,Mad2l1,Srsf10
,Inafm2,Isoc1
,Irf5,Coa3
,Rnf41,Tipin
,Cep135,Nanp
,Cnnm3,Sgta
,Fam122b,Melk
,Usp50,Abhd10
,Mrpl37,Ldha
,Cpox,Fkbp4
,Flnb,Chchd1
,Sclt1,Atp6ap2
,Llgl2,Mrps18b
,Polq,Cnpy2
,E030030I06Rik,Cit
,Slc22a15,Gpn2
,Acy1,Aspm
,Eno3,Prdx1
,Cerkl,Ddx1
,Chst10,Pex3
,Ccdc137,Nsun2
,Atg101,Uba2
,Adamts6,Coa4
,Snx32,Gemin6
,Zfp217,Cox6b1
,Fastkd1,Pdcd5
,Tpm3,Zfc3h1
,Psmc3ip,Mrpl42
,Taf6l,Urm1
,S100a3,Ywhae
,Gk,Cdk2ap2
,Gm21988,Ncaph2
,Rhbdd3,Il2rb
,Serpinb1b,Pitpnb
,Ybx1,Mrps36
,Asf1a,Ddb1
,Sptssa,Rps26
,Psmd7,Arhgdia
,Prkaca,Nubp1
,Cacna1a,Atp5o-1
,a,Slc29a1
,Gm8251,Arpc1a
,Sgsh,Txnl4a
,H4c9,Gnl2
,Tefm,Taf10
,Arl16,Rps3a1
,Trim65,Haus1
,Ccdc90b,Zmynd19
,Ccdc91,Cyp20a1
,Wiz,Mff
,Surf4,Atad5
,Slc31a1,Gfm1
,Cd24a,Rbmx2
,Nme1,Nans
,Ctnnb1,Rnps1
,Smyd2,Zcrb1
,Rev1,Mrpl40
,Mrpl50,Mif
,Tmem221,Ercc3
,Cks2,Tusc2
,Cdca7,Psma2
,Haus4,Cenpf
,Kctd17,Nars
,Sv2c,Tmed10
,Rpa3,Ripk3
,Cog4,Nsmce1
,Tspan6,Mcm2
,Zswim7,Acadl
,Ptrhd1,Cct5
,Zpbp2,Ogfod2
,Cbx1,Hsp90ab1
,Snrnp40,Alyref2
,Pfdn2,Thoc3
,Gfm1,Mrpl12
,Bub1b,Mrps14
,Fuca2,Atic
,Zfp758,Timm21
,Spaca9,Ptbp3
,Nrgn,Mrpl37
,Fpgt,Prkaca
,Tepsin,Ints5
,Pbdc1,Gdi2
,Gorab,Serp1
,Aldh3a2,Sap30
,Slc25a22,Nop16
,Stradb,Kif2c
,Ddx39,Cisd1
,Hspd1,Eif1ax
,Arnt,Mob2
,Hnrnpab,Cnih4
,Jrkl,Cenpp
,Tex2,Tuba1a
,Dbi,Usp50
,Slco4a1,Srsf2
,Kif20b,Sem1
,Tfb1m,Cox6a1
,Pdp2,Csrp2
,Pdap1,Abhd8
,Rpusd1,Eef1e1
,Zdhhc16,Ap2s1
,D3Ertd751e,Serbp1
,Iqcb1,Cnot9
,Romo1,Cfap20
,Aktip,Hnrnpf
,Adam9,Mrps28
,Impdh2,Gnai2
,Gtf3c4,Jpt1
,Dtl,Eif4h
,Slc30a4,Bcl7c
,Siae,Rpl36a
,Palm3,Depdc1a
,Selenos,Mrps21
,Dpy19l4,Pfdn1
