wilcoxon,t-test,t-test_overestim_var
,Arhgdia,Arhgdia
,Ywhae,Ywhae
,Cct2,Cct2
,Il2rb,Rps2
,Psmb6,Il2rb
,Ppp2ca,Psmb6
,Nucks1,Ppp2ca
,Celf2,Nucks1
,Fus,Ptma
,Cks1b,Celf2
,Uqcr11,Fus
,Psmd13,Cks1b
,Birc5,Uqcr11
,Fkbp3,Psmd13
,Sh3kbp1,Birc5
,Polr2j,Ndfip1
,Higd1a,Fkbp3
,Mrps21,Sh3kbp1
,Dnajc8,Polr2j
,Tmed5,Higd1a
,Pdia6,Mrps21
,Fkbp2,Dnajc8
,Prdx5,Tmed5
,Snrnp70,Pdia6
,Fundc2,Fkbp2
,Dnajb11,Prdx5
,Plekhj1,Snrnp70
,Acadl,Sub1
,Snf8,Fundc2
,Vamp8,Dnajb11
,Eif1ax,Lsm5
,Grk2,Plekhj1
,Tmem134,Acadl
,Pfdn1,Snf8
,Dpy30,Hmgb2
,Ndufb6,Vamp8
,Ctla4,Eif1ax
,Pgam1,Grk2
,Smap2,Tmem134
,Mrpl51,1810037I17Rik
,Sfr1,Pfdn1
,Cxcr6,Dpy30
,Tbcb,Ndufb6
,Psmd7,Ctla4
,Cct6a,Pgam1
,Pop5,Coro1a
,Uqcc2,Smap2
,Rpn2,Mrpl51
,Rnh1,Sfr1
,Prf1,Sem1
,Zap70,Cxcr6
,Ighm,Tbcb
,C1d,Psmd7
,Romo1,Cct6a
,Ssna1,Pop5
,Ube2a,Uqcc2
,Srsf6,Rpn2
,St13,Rnh1
,Mrpl12,Prf1
,Hnrnpl,Cox6b1
,Mrpl42,Hmgn2
,Myo1f,Zap70
,Sra1,Atp5j2
,Uchl3,Ighm
,Mydgf,C1d
,Sptssa,Romo1
,Taf12,Ssna1
,Ramac,Ube2a
,Polr2m,Srsf6
,Rnf187,St13
,Elavl1,Mrpl12
,Gpbp1,Hnrnpl
,Bola3,Mrpl42
,Acsl5,Rilpl2
,Ranbp2,Myo1f
,Hspa4,Sra1
,Ssbp1,Uchl3
,Yeats4,Mydgf
,Kras,Sptssa
,Ptbp1,Taf12
,Emc6,Ramac
,Surf4,Polr2m
