wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rps27,Tpt1,Tpt1
Tpt1,Rps27,Rps27
Rps29,Rps29,Rps29
Rps15a,Rps15a,Rps15a
Rps14,Rps7,Rps7
Rps7,Rpl12,Rpl12
Rps16,Rps16,Rps16
Rpl17,Rps14,Rps14
Rpl12,Rpl17,Rpl17
Fau,Fau,Fau
Rpl21,Rpl30,Rpl30
Rpl19,Rpl21,Rpl21
Rpl30,Rpl19,Rpl19
Rpl23,Rpl23,Rpl23
Rpl37a,Rpl18a,Rpl18a
Rpl35a,Rpl37a,Rpl37a
Rpl18a,Rplp1,Rplp1
Rplp1,Btg1,Rpl35a
Rps9,Rpl35a,Btg1
Rpl9,Rps13,Rps13
Btg1,Rps21,Rps21
Rpl5,Rps9,Rpl39
Rps13,Rpl9,Rps9
Rpl39,Rpl39,Rps19
Rps21,Rpl5,Rpl9
Rpl34,Rps19,Rpl5
Rps19,Rpl34,Rpl34
Rps3,Rplp2,Rplp2
Rpl13,Rps3,Rps3
Rplp2,Rpl13,Sell
Rps3a1,Rps23,Rpl13
Rps4x,Rps3a1,Tcf7
Rps23,Tcf7,Rps23
Rps20,Sell,Rps3a1
Rpl27a,Rps4x,Rps4x
Rpl26,Rpl27a,Rpl27a
Rps28,Rps20,Rps20
Rpl18,Rpl26,Rpl26
Rps27a,Ltb,Ltb
Rps18,Rps28,Rps28
Ltb,Rpl18,Rpl18
Tcf7,Rps5,Rps5
Rpl37,Rps27a,Rpl37
Rps5,Rpl37,Rps27a
Rack1,Shisa5,Foxp1
Shisa5,H2-K1,Shisa5
Rpl8,Rps18,Rps18
Sell,Rpl36,Rpl36
Rpl36,Foxp1,H2-K1
H2-K1,Rpl8,Rpl8
Rpl32,Rack1,Rack1
Rpl36a,Rpl32,Rpl32
Eef1a1,Rapgef6,Rapgef6
Rps6,Arl4c,Lef1
Rpl38,Lef1,Dapl1
Rps15,Rpl36a,Arl4c
Rps8,Dapl1,Rpl36a
Rps10,Evl,Evl
Cox7a2l,Rpl38,Il7r
Lef1,Il7r,Rpl38
Foxp1,Rps15,Rgs10
Rapgef6,Satb1,Satb1
Arl4c,Rps6,Rps15
Ptpn18,Rps10,Rps10
Satb1,Eef1a1,Cox7a2l
Rpl11,Cox7a2l,Rps6
mt-Nd2,Rps8,Eef1a1
Rps11,Rgs10,Ccr7
Npc2,Ccr7,Rps8
Hcst,Ptpn18,Ptpn18
Eef1b2,Rpl11,Hcst
Rpl35,Hcst,Peli1
Limd2,mt-Nd2,Rpl11
Cd3d,Peli1,mt-Nd2
mt-Nd4,Npc2,Npc2
Rpl7,mt-Nd4,Txnip
Dapl1,Txnip,Pdcd4
Rpl23a,Rps11,Rps11
Evl,Ighm,Ighm
Cd3g,Pdcd4,mt-Nd4
Il7r,Rpl7,Rpl7
Peli1,Limd2,Tespa1
Pfdn5,Cd3d,Limd2
Rps25,Tespa1,Ramp1
Rpl22,Chd3,Chd3
Bcl11b,Eef1b2,Cd3d
Mbnl1,Rpl23a,Eef1b2
Ablim1,Cd3g,Bcl11b
Ighm,Ramp1,Rpl23a
Rgs10,Bcl11b,Rabac1
Rpl3,Rabac1,Cd3g
Ccr7,Rpl35,Rpl35
Tmsb10,Rps25,Il6st
B2m,Rpl22,Ypel3
Rpl15,Ablim1,Rps25
Rabac1,Ypel3,Rpl22
mt-Atp6,Il6st,Ablim1
Fyb,Tmsb10,Igfbp4
Pdcd4,B2m,Ssbp2
Txnip,Ssbp2,Rflnb
Mycbp2,Igfbp4,Grap2
Rps26,Grap2,Mycbp2
Rpl6,mt-Atp6,Rps27rt
Rpl10a,Mbnl1,Arhgap15
Klf13,Mycbp2,Il6ra
mt-Cytb,Arhgap15,Mbnl1
Rpl10,Rps27rt,Ccnd2
Ccnd2,Pfdn5,Pfdn5
Junb,Rflnb,Fam189b
Arhgap45,Ccnd2,Tmsb10
Arhgap15,Fam189b,B2m
Chd3,Il6ra,Tnrc6b
Rpl24,Tnrc6b,Ctss
Grap2,Rpl15,Ssh2
Rps27rt,Ctss,mt-Atp6
Rpl27,Ssh2,Tdrp
Tespa1,Rpl3,Rpl3
Cd3e,Tdrp,Ccr9
Eif4a2,Ogt,Rpl15
Cd8b1,Ccr9,Ogt
Ramp1,mt-Cytb,Pdk1
Saraf,Fyb,Pik3ip1
Emb,Pdk1,Bcl2
Macf1,Pik3ip1,Klf3
Srsf5,Bcl2,Fyb
Stat1,Klf3,Klf13
Ogt,Rps26,Clec2d
Tnrc6b,Klf13,Scml4
Igfbp4,Clec2d,mt-Cytb
Ypel3,Stat1,Stat1
Ddx5,Scml4,Rps26
Fam189b,Rpl6,Zbtb20
Il6st,Rpl10a,Nsg2
mt-Co3,Arhgap45,Trim12a
H2-T23,Trim12a,Inpp4b
Cd52,Zbtb20,Arhgap45
Ssbp2,Utrn,Cd2ap
Rsrp1,Nsg2,Utrn
Utrn,Inpp4b,Rpl10a
Cd53,Cd2ap,Iigp1
Pnrc1,Iigp1,Rpl6
Ssh2,Rpl10,Tcp11l2
Rflnb,Junb,Zfp292
Il6ra,Zfp292,Junb
Cd8a,Rpl27,AB124611
Skap1,Tcp11l2,Ifit1bl1
Ptprc,Klk8,Rpl10
Ccr9,AB124611,AC149090.1
Kmt2a,Zfp36l1,Tnrc6c
Selenow,Tnrc6c,Rapgef4
Fxyd5,AC149090.1,Klk8
Nsd3,Ifit1bl1,Zfp36l1
Ripor2,Rpl24,Rpl27
Dgka,Kmt2a,Kbtbd11
Acp5,Rapgef4,Tmem108
Tdrp,Cd37,Kmt2a
Jak1,Kbtbd11,Cd37
Klf3,Macf1,Rpl24
Ctss,Tmem108,Itpr2
Nsa2,Itpr2,Macf1
Cd27,Foxo1,Foxo1
Ets1,Emb,Treml2
Zfp292,Crtc3,Crtc3
Klrd1,Eif4a2,Emb
Gimap3,Treml2,Eif4a2
Clec2d,mt-Co3,Id3
Zfp36l1,Tecpr1,Tecpr1
S1pr1,Cd3e,Dgka
Klk8,Dgka,Il27ra
Il2rg,Id3,Dph5
Cd37,Acp5,Actn1
Ifi47,Actn1,Cd3e
Rhoh,Dph5,Acp5
Psme1,Il27ra,Fam102a
Rpl29,Cd52,Atp1b1
Bcl2,Ifi47,Slfn1
Pik3ip1,Slfn1,Bach2
Arhgef1,Fam102a,H2-Q4
Top2b,H2-Q4,Ifi47
Bptf,Klrd1,Ifi208
Stk17b,Atp1b1,Sh3bp5
Stk38,Gramd1a,Gramd1a
Iigp1,Saraf,mt-Co3
Sp100,Bach2,9930111J21Rik2
Zbtb20,Ifi208,Saraf
Scml4,Txk,Pecam1
Pdk1,Sh3bp5,Txk
Nsg2,9930111J21Rik2,Klrd1
Srrm2,Pecam1,Fam78a
Trim12a,Fam78a,Adcy7
Rps12,Adcy7,Zcchc7
Dock10,Ripor2,Cd52
Ddx6,Zcchc7,Tasor
Txk,Tasor,Ripor2
mt-Co1,Srsf5,Ikbkb
Eif3f,Ikbkb,Pmepa1
Atp11b,Slc44a2,Crebrf
Tnrc6c,Nsd3,Srsf5
Btg2,Rasgrp1,Dennd2d
mt-Nd1,Tent5a,Tent5a
Map4k4,Dennd2d,Slc44a2
Actn1,Crebrf,Rasgrp1
Eif3e,Stk38,Znrf1
H2-D1,Rsrp1,Slc12a7
Gimap6,Crlf3,Nsd3
Crlf3,Znrf1,Abcg1
Tcp11l2,Pmepa1,H2-DMa
Inpp4b,H2-DMa,Crlf3
Klf2,Cd8b1,Stk38
Rapgef4,Slc12a7,Rnf167
Lck,Rnf167,Arhgap5
Slc38a2,S1pr1,Kmt2c
Ifit1bl1,Abcg1,Rsrp1
Rpl4,Kmt2c,S1pr1
Tut4,Cd226,Rgcc
Rinl,Ptprc,Tcf12
Tmem108,Rgcc,Cd226
AC149090.1,Tcf12,Rassf2
Rpsa,Arhgap5,Itgae
Cd2ap,H2-T23,Cirbp
Cirbp,Cirbp,Cd8b1
Dock2,Map4k4,H2-T23
Ifi203,Rassf2,Trat1
Zcchc7,Pitpnc1,Map4k4
Ikzf1,Pnrc1,Pitpnc1
H2-Q7,Ifi213,Zfp652
Slfn2,Itgae,Ifi213
H2-Q4,Camk2d,Ptprc
Sp110,Zfp652,Camk2d
Treml2,Sesn3,Sesn3
Pnisr,Tasor2,Tasor2
Tmem59,Trat1,Pnrc1
Id3,Ddx5,Kdm5b
Prkcq,Slfn8,Slfn8
Elf1,Kdm5b,Fchsd2
AB124611,Fchsd2,Filip1l
4930523C07Rik,Sp110,Kdm7a
Son,Kdm7a,Als2cl
Trdc,Neurl3,Neurl3
B4galnt1,Tut4,Kif1b
Foxo1,Ttc3,Ddx5
Tecpr1,Filip1l,Ttc3
Bach2,Kif1b,St6gal1
Pitpnc1,Tgfbr2,Zbtb4
Itpr2,Chd6,Chd6
Atp1b1,Als2cl,Sp110
Kbtbd11,Zbtb4,Tut4
Slfn1,St6gal1,Tgfbr2
Gramd1a,Ppm1h,Ppm1h
Cd226,Atf7ip,Gm20696
Ndufa6,Tnik,Slfn5
Scp2,Rasal3,Il4ra
Rbbp6,Ms4a4c,Ms4a4c
Nop53,Rabgap1l,Tnik
Pura,Gm20696,Atf7ip
Ifi208,Il4ra,Rabgap1l
Chd2,Slfn5,Rasal3
Crtc3,Art2b,Izumo4
Stk4,Fam53b,Art2b
9930111J21Rik2,Cd53,Fam53b
Dph5,Izumo4,Ifngr2
Rpl28,Cd84,Gm12216
Itk,Gm12216,Cd84
Slc44a2,Smarca2,Smarca2
Rbm5,Ipcef1,Ipcef1
Sh3bp5,Ash1l,Ash1l
Smad7,Ifngr2,Cd53
Cmah,Pcmtd1,Selenop
Fam102a,Selenop,Tanc1
Il27ra,Smad7,Pcmtd1
Pmepa1,Tanc1,Mylip
Trat1,Cdkn1b,Smad7
Ikbkb,Skap1,Cdkn1b
Zfp36l2,Git2,Git2
Itgae,Tmem59,Dzip1
Adcy7,Etnk1,Tmem59
Ankrd44,Mylip,Etnk1
Ankrd11,Zeb1,Zeb1
Tent5a,Jak1,Ddx60
Tasor,Dyrk2,Skap1
Rgcc,Asxl2,Zfp945
Gm11808,Dzip1,Dyrk2
Arhgap5,Trdc,Asxl2
Fam78a,Zfp945,St8sia1
Pecam1,Il2rg,Gbp2
Crebrf,Cd8a,Gbp8
St6gal1,Ankrd12,Card6
Slc12a7,Gbp2,Ankrd12
