gene_names,A8T,NP14B,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.42365145683288574,0.4120159447193146,-0.04915379732847214,0.998126169160616,-0.724315345287323,-0.04915379732847214,0.8058376522837043,-0.47690075635910034,-0.04915379732847214,0.8350551397161842,-0.44440746307373047
Lypla1,0.30427104234695435,0.2019980400800705,-0.6678993701934814,0.0001591018599218115,-4.281546592712402,-0.6678993701934814,1.653810204472131e-06,-5.1743950843811035,-0.6678993701934814,1.3468845443636952e-05,-4.7623443603515625
Gm37988,0.0007041107164695859,0.0,-19.425952911376953,0.998126169160616,0.043736737221479416,-19.425952911376953,0.4659789840858372,-1.0,-19.425952911376953,0.565541648467277,-0.8522910475730896
Tcea1,0.40655821561813354,0.36423298716545105,-0.19108787178993225,0.309294029339235,-1.7118209600448608,-0.19108787178993225,0.15773108473938455,-1.7976188659667969,-0.19108787178993225,0.20584060421338832,-1.6726977825164795
Atp6v1h,0.3304639160633087,0.2754685878753662,-0.3042757511138916,0.09931041621205275,-2.2843873500823975,-0.3042757511138916,0.0317370866754602,-2.5384209156036377,-0.3042757511138916,0.052957172851750174,-2.351896286010742
Rb1cc1,0.48621079325675964,0.49541744589805603,0.034244950860738754,0.998126169160616,0.1630505621433258,0.034244950860738754,0.896189740531065,0.3416317105293274,0.034244950860738754,0.9172293097103417,0.3188806474208832
Pcmtd1,0.25507575273513794,0.37769898772239685,0.6594212651252747,0.0006519194725866013,3.934626817703247,0.6594212651252747,5.787527201237286e-07,5.3838605880737305,0.6594212651252747,3.0537385016495145e-06,5.077031135559082
Rrs1,0.13859140872955322,0.21136921644210815,0.6629558205604553,0.08779770336055708,2.3385508060455322,0.6629558205604553,0.00016502996408885396,4.157095432281494,0.6629558205604553,0.00043906960427562487,3.931223154067993
Adhfe1,0.0008620767621323466,0.0022032582201063633,1.3547170162200928,0.998126169160616,0.13107025623321533,1.3547170162200928,0.6180033334534256,0.752899706363678,1.3547170162200928,0.6475712401711056,0.7217390537261963
Mybl1,0.005415695253759623,0.0011397801572456956,-2.251476287841797,0.998126169160616,-0.1668993979692459,-2.251476287841797,0.12336330442356817,-1.9262104034423828,-2.251476287841797,0.19490229603283207,-1.704306721687317
Vcpip1,0.23260922729969025,0.24076971411705017,0.05586409196257591,0.998126169160616,-0.21046118438243866,0.05586409196257591,0.8524075873531913,0.4092111885547638,0.05586409196257591,0.877505252505028,0.38197582960128784
Sgk3,0.024436544626951218,0.11536514759063721,2.305450439453125,0.009796645721742712,3.153733730316162,2.305450439453125,1.9946129364573738e-12,7.458266735076904,2.305450439453125,6.6509188283500555e-12,7.300765514373779
Mcmdc2,0.002706616185605526,0.00246193609200418,-0.13687367737293243,0.998126169160616,0.03579414635896683,-0.13687367737293243,1.0,-0.10802297294139862,-0.13687367737293243,1.0,-0.10070477426052094
Ppp1r42,0.0,0.0,0.0,0.998126169160616,0.07554209232330322,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.32315880060195923,0.2554023265838623,-0.39070066809654236,0.014469290061222669,-3.0259523391723633,-0.39070066809654236,0.0039051818463799537,-3.279108762741089,-0.39070066809654236,0.008849024704378398,-3.038893461227417
Cspp1,0.2261105179786682,0.25232285261154175,0.17790420353412628,0.998126169160616,0.11238592118024826,0.17790420353412628,0.3691677708662953,1.2474522590637207,0.17790420353412628,0.424238855960327,1.1705141067504883
Arfgef1,0.362136572599411,0.3600413501262665,-0.00997348316013813,0.998126169160616,-0.3989490270614624,-0.00997348316013813,1.0,-0.08922087401151657,-0.00997348316013813,1.0,-0.08315564692020416
Prex2,0.0007409469690173864,0.0009570213151164353,0.36933621764183044,0.998126169160616,0.08740349858999252,0.36933621764183044,1.0,0.17852555215358734,0.36933621764183044,1.0,0.167119562625885
A830018L16Rik,0.0,0.0009038609568960965,19.786394119262695,0.998126169160616,0.11924384534358978,19.786394119262695,0.4659789840858372,1.0,19.786394119262695,0.5038808496329962,1.0
Slco5a1,0.0,0.0,0.0,0.998126169160616,0.07554209232330322,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.38961878418922424,0.29379335045814514,-0.4803137481212616,0.0021192853154641976,-3.6173782348632812,-0.4803137481212616,0.0001386358070154654,-4.197455883026123,-0.4803137481212616,0.0005313795973164578,-3.8791134357452393
Tram1,0.7482591867446899,0.5327951312065125,-0.6618585586547852,1.3497713049497943e-11,-7.159914016723633,-0.6618585586547852,2.2953782931120477e-13,-7.717662334442139,-0.6618585586547852,1.741339415964397e-11,-7.134982109069824
Lactb2,0.1575172394514084,0.10326680541038513,-0.6491167545318604,0.06653753694235166,-2.455730438232422,-0.6491167545318604,0.001106365890364537,-3.652125597000122,-0.6491167545318604,0.0033649541569861718,-3.3495073318481445
