wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rpl12,Rpl12,Rpl12
Rps29,Rps29,Rps29
Tpt1,Rps16,Rps16
Rps16,Tpt1,Tpt1
Rps27,Rplp1,Rplp1
Rplp1,Rps27,Rps27
Rpl5,Rpl5,Rpl5
Rps4x,Sell,Rps7
Rps7,Rps7,Sell
Rpl35a,Rps4x,Rps4x
Rps19,Rps19,Rps19
Rps3a1,Rpl13,Rpl13
Rpl13,Rpl35a,Rpl35a
Rpl9,Rps3a1,Rps3a1
Rps20,Rpl23,Rpl23
Rpl23,Rpl9,Rpl9
Rpl37a,Rps20,Rps20
Rpl30,Rpl37a,Rpl37a
Rps14,Tcf7,Tcf7
Rps27a,Arl4c,Rps14
mt-Nd2,Rps14,Rps27a
Rpl21,Rpl30,Arl4c
Rps9,Rps27a,Rpl30
Rps8,Rpl19,Rpl19
Rpl19,Rpl21,Rpl21
Rps3,Rps9,Rps9
Rps15,Rps3,Rps3
Rplp2,Rps21,Rps21
Rps21,Rplp2,Rplp2
Rpl8,Rps15,Rps15
Sell,Dapl1,mt-Nd2
Arl4c,mt-Nd2,Rps8
Rpl17,Rps8,Rpl8
Rpl26,Rpl8,Dapl1
Rpl36a,Rpl17,Rpl17
Tcf7,Rpl27a,Rpl27a
Rpl27a,Rpl26,Rpl26
Rps28,Lef1,Lef1
Rps5,Ccr7,Rps5
mt-Cytb,Rps5,Rps15a
Rps15a,Rps15a,Rps28
Rpl7,Rps28,Rpl36a
Rps6,Rpl36a,Ccr7
Lef1,Foxp1,mt-Cytb
Rps23,mt-Cytb,Foxp1
mt-Nd4,Rpl7,Rpl7
Ltb,Ltb,Ltb
Rpl39,Rps23,Rps23
Eef1a1,Rps6,Rps6
Foxp1,Rpl39,Rpl39
Tmsb10,mt-Nd4,mt-Nd4
Rpl23a,Rapgef6,Eef1a1
Rpl18a,Eef1a1,Rapgef6
Rapgef6,Rpl18a,Tmsb10
Rps18,Tmsb10,Rpl18a
Eef1b2,Rps18,Rps18
Dapl1,Rpl23a,Rpl23a
Rps13,Ramp1,Rps13
Rpl37,Evl,Evl
Satb1,Rps13,Ramp1
Rack1,Rgs10,Eef1b2
mt-Nd1,Satb1,Satb1
Fau,Eef1b2,Rgs10
Rpl10,Rpl37,Rpl37
Rpl6,Fau,Fau
Ccr7,Igfbp4,mt-Nd1
Rps25,Chd3,Chd3
Rpl15,mt-Nd1,Rpl6
Rpl36,Rpl6,Rpl10
