gene_names,A8P,NP14B,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.4206181764602661,0.4120159447193146,-0.03644555062055588,0.9971361952082639,-0.40614140033721924,-0.03644555062055588,0.9007345361838226,-0.345098078250885,-0.03644555062055588,0.9165864993858178,-0.3282236158847809
Lypla1,0.30224609375,0.2019980400800705,-0.6567317247390747,0.0005346009953930832,-3.9747025966644287,-0.6567317247390747,5.58662150272321e-06,-4.921970844268799,-0.6567317247390747,2.235995599342429e-05,-4.638979434967041
Gm37988,0.0005745338858105242,0.0,-19.132450103759766,0.9971361952082639,0.042807456105947495,-19.132450103759766,0.46640337296023215,-1.0,-19.132450103759766,0.5367592575108124,-0.895611584186554
Tcea1,0.42688098549842834,0.36423298716545105,-0.2771349251270294,0.09770922832892058,-2.297837734222412,-0.2771349251270294,0.031956905878253894,-2.53881573677063,-0.2771349251270294,0.04616748314037961,-2.4048805236816406
Atp6v1h,0.3417189121246338,0.2754685878753662,-0.3611657917499542,0.053139995151348804,-2.5530941486358643,-0.3611657917499542,0.01044149633410307,-2.952542304992676,-0.3611657917499542,0.017199989575452188,-2.7931313514709473
Rb1cc1,0.5737361907958984,0.49541744589805603,-0.2732473313808441,0.0366783155963171,-2.69705867767334,-0.2732473313808441,0.017045780833655655,-2.7782506942749023,-0.2732473313808441,0.02593850272307314,-2.6373536586761475
Pcmtd1,0.296284943819046,0.37769898772239685,0.41227155923843384,0.0729575149861438,2.423121213912964,0.41227155923843384,0.0023439790019417887,3.4349496364593506,0.41227155923843384,0.004071389202208383,3.2837581634521484
Rrs1,0.15368136763572693,0.21136921644210815,0.5027010440826416,0.3150326424393773,1.7036006450653076,0.5027010440826416,0.005164641920495604,3.1905324459075928,0.5027010440826416,0.00812850264639235,3.0587778091430664
Adhfe1,0.0008459222153760493,0.0022032582201063633,1.3820198774337769,0.9971361952082639,0.1283467411994934,1.3820198774337769,0.6142282946066654,0.7653028964996338,1.3820198774337769,0.6335474351630765,0.7446921467781067
Mybl1,0.01080887671560049,0.0011397801572456956,-3.2523696422576904,0.9971361952082639,-0.42973846197128296,-3.2523696422576904,0.006333237237763688,-3.1233842372894287,-3.2523696422576904,0.015413645572369778,-2.8356292247772217
Vcpip1,0.22795207798480988,0.24076971411705017,0.08853010088205338,0.9971361952082639,0.12225839495658875,0.08853010088205338,0.7055740315983214,0.6276467442512512,0.08853010088205338,0.731784779741656,0.5974355340003967
Sgk3,0.03053252026438713,0.11536514759063721,1.9797265529632568,0.022745545299875616,2.870973587036133,1.9797265529632568,1.8930668112654993e-10,6.7724151611328125,1.9797265529632568,4.745039599176197e-10,6.6407060623168945
Mcmdc2,0.001471830764785409,0.00246193609200418,0.7428956031799316,0.9971361952082639,0.059748921543359756,0.7428956031799316,0.801799827872036,0.4876944422721863,0.7428956031799316,0.8172014222547596,0.47315287590026855
Ppp1r42,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.29374974966049194,0.2554023265838623,-0.23074209690093994,0.28753346938467156,-1.7552947998046875,-0.23074209690093994,0.15120634745866254,-1.8224821090698242,-0.23074209690093994,0.18468722266849943,-1.727805733680725
Cspp1,0.23314376175403595,0.25232285261154175,0.1284451186656952,0.9971361952082639,-0.011193469166755676,0.1284451186656952,0.5329793985609362,0.891867458820343,0.1284451186656952,0.5644206656388394,0.8518873453140259
Arfgef1,0.3896736204624176,0.3600413501262665,-0.13681112229824066,0.5429493895649837,-1.3465818166732788,-0.13681112229824066,0.38648400965903157,-1.2161041498184204,-0.13681112229824066,0.4288712881544412,-1.154516339302063
Prex2,0.004531997721642256,0.0009570213151164353,-2.246102809906006,0.9971361952082639,-0.05203450471162796,-2.246102809906006,0.22578695739519938,-1.5877432823181152,-2.246102809906006,0.29045757008120365,-1.4481209516525269
A830018L16Rik,0.0,0.0009038609568960965,19.786394119262695,0.9971361952082639,0.11995163559913635,19.786394119262695,0.46640337296023215,1.0,19.786394119262695,0.4987553437499204,1.0
Slco5a1,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.4163669943809509,0.29379335045814514,-0.5966933369636536,5.863834524398249e-05,-4.503291606903076,-0.5966933369636536,1.532680614203242e-06,-5.185115337371826,-0.5966933369636536,6.806916880492124e-06,-4.897305011749268
Tram1,0.8096815943717957,0.5327951312065125,-0.8256770372390747,1.4720923716356582e-17,-8.879521369934082,-0.8256770372390747,1.769734017189983e-20,-9.688362121582031,-0.8256770372390747,2.276003413273143e-18,-9.164740562438965
Lactb2,0.17904449999332428,0.10326680541038513,-0.8498891592025757,0.007706070058370742,-3.22833251953125,-0.8498891592025757,8.794485327069205e-06,-4.824821949005127,-0.8498891592025757,3.691721510905896e-05,-4.525476932525635
Xkr9,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.015477901324629784,0.0,-23.894886016845703,0.9971361952082639,-0.6103087663650513,-23.894886016845703,8.606759644648803e-05,-4.318599700927734,-23.894886016845703,0.0005532279814278914,-3.867788076400757
Trpa1,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.22658619284629822,0.1854771375656128,-0.31948986649513245,0.19089069483782825,-1.9793909788131714,-0.31948986649513245,0.07250752237008516,-2.187924385070801,-0.31948986649513245,0.09638756714471727,-2.0727016925811768
Sbspon,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
4930444P10Rik,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Rpl7,3.101963996887207,3.579440116882324,0.7144099473953247,1.2030799828917292e-196,30.088762283325195,0.7144099473953247,1.335472306197712e-235,37.84943771362305,0.7144099473953247,2.7930053473865775e-206,35.53324508666992
Rdh10,0.03743572533130646,0.02295737713575363,-0.7159544825553894,0.9971361952082639,-0.6078507304191589,-0.7159544825553894,0.1306220958249498,-1.8986910581588745,-0.7159544825553894,0.1687793970823762,-1.7818236351013184
Stau2,0.002848906209692359,0.0,-21.444032669067383,0.9971361952082639,-0.06031616032123566,-21.444032669067383,0.12570425456873224,-1.9193532466888428,-21.444032669067383,0.18724860986416317,-1.7189949750900269
Ube2w,0.1390582174062729,0.14233987033367157,0.036073263734579086,0.9971361952082639,-0.07650130987167358,0.036073263734579086,0.9963445774938151,0.20355874300003052,0.036073263734579086,1.0,0.19349654018878937
Eloc,0.6975942254066467,0.49535617232322693,-0.6542205810546875,1.3517126035452647e-10,-6.819923400878906,-0.6542205810546875,1.96074129635607e-12,-7.420176982879639,-0.6542205810546875,3.6324569969501914e-11,-7.0168137550354
Tmem70,0.12709765136241913,0.14688093960285187,0.22330616414546967,0.9971361952082639,0.44603705406188965,0.22330616414546967,0.3668252971062471,1.2534685134887695,0.22330616414546967,0.40661669479243573,1.1952356100082397
Ly96,0.04515102133154869,0.004183698911219835,-3.461580753326416,0.3498301184922873,-1.6416583061218262,-3.461580753326416,3.848244020788537e-09,-6.281692028045654,-3.461580753326416,1.3500185071583558e-07,-5.684967517852783
Pi15,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Il17a,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Il17f,0.0,0.0010590950259938836,20.015165328979492,0.9971361952082639,0.11995163559913635,20.015165328979492,0.46640337296023215,1.0,20.015165328979492,0.4987553437499204,1.0
Mcm3,0.20940476655960083,0.19454102218151093,-0.11730244010686874,0.9971361952082639,-0.311450719833374,-0.11730244010686874,0.61990783530068,-0.7560762763023376,-0.11730244010686874,0.6532747744031576,-0.7146983742713928
Paqr8,0.002568651922047138,0.018305469304323196,2.844562530517578,0.9971361952082639,0.6166996359825134,2.844562530517578,0.005683169568616429,3.1617441177368164,2.844562530517578,0.0066550016643205,3.127685785293579
Efhc1,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Tram2,0.03355440869927406,0.015359603799879551,-1.1405397653579712,0.9595979100284804,-0.8286570310592651,-1.1405397653579712,0.019320589826365312,-2.731524705886841,-1.1405397653579712,0.032877490093433576,-2.5443687438964844
Tmem14a,0.010772868990898132,0.01642240397632122,0.6123473048210144,0.9971361952082639,0.2310543805360794,0.6123473048210144,0.46640337296023215,1.0460448265075684,0.6123473048210144,0.4987553437499204,1.0062299966812134
Gsta3,0.0,0.0018523887265473604,20.82229232788086,0.9971361952082639,0.16272127628326416,20.82229232788086,0.2962941164320587,1.4139819145202637,20.82229232788086,0.30498302799811844,1.4139819145202637
Khdc1a,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Khdc1c,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Khdc1b,0.0,0.0,0.0,0.9971361952082639,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
