gene_names,A5T,NP14B,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6723896265029907,0.4120159447193146,-0.9113026261329651,1.9109999874529027e-25,-10.609972953796387,-0.9113026261329651,1.582959472149964e-28,-11.495416641235352,-0.9113026261329651,9.262625245263159e-26,-10.884047508239746
Lypla1,0.32460933923721313,0.2019980400800705,-0.776685357093811,9.753563037054492e-26,-10.673828125,-0.776685357093811,1.8059142640435086e-11,-6.997396469116211,-0.776685357093811,2.8172585188475474e-10,-6.591020584106445
Gm37988,0.0010231626220047474,0.0,-19.965343475341797,0.9966996276280876,-0.051679328083992004,-19.965343475341797,0.10844959517121945,-1.8727061748504639,-19.965343475341797,0.1886552060097511,-1.5960906744003296
Tcea1,0.45901015400886536,0.36423298716545105,-0.40670883655548096,9.785680541929658e-11,-6.6613850593566895,-0.40670883655548096,3.1298199982178086e-05,-4.432126045227051,-0.40670883655548096,8.479487436084714e-05,-4.210834980010986
Atp6v1h,0.3721000552177429,0.2754685878753662,-0.5072623491287231,1.4314654517441257e-17,-8.718585968017578,-0.5072623491287231,4.09753586147646e-06,-4.871918201446533,-0.5072623491287231,1.5756665112422877e-05,-4.595307350158691
Rb1cc1,0.3387714922428131,0.49541744589805603,0.6691599488258362,0.08316524895689258,2.021092176437378,0.6691599488258362,4.991252182879828e-10,6.497243881225586,0.6691599488258362,2.8783954112953983e-09,6.221227645874023
Pcmtd1,0.15880261361598969,0.37769898772239685,1.4149521589279175,1.7304694526837783e-06,4.986477851867676,1.4149521589279175,1.7035761173049487e-24,10.63650131225586,1.4149521589279175,4.4105928832863187e-23,10.293118476867676
Rrs1,0.2693662643432617,0.21136921644210815,-0.3933141827583313,1.9339889966096034e-13,-7.541403293609619,-0.3933141827583313,0.0022718418546010502,-3.3249807357788086,-0.3933141827583313,0.004239419224984752,-3.146998405456543
Adhfe1,0.0007311067311093211,0.0022032582201063633,1.5925453901290894,0.9966996276280876,0.06773945689201355,1.5925453901290894,0.46204135534119817,0.9109109044075012,1.5925453901290894,0.49796243024978776,0.899198055267334
Mybl1,0.01575610414147377,0.0011397801572456956,-3.79964017868042,0.12067016608042454,-1.850518822669983,-3.79964017868042,1.2295522414175935e-08,-5.9610276222229,-3.79964017868042,7.333930205712696e-07,-5.2377119064331055
Vcpip1,0.23210583627223969,0.24076971411705017,0.05936668440699577,1.473356889800875e-06,-5.018563270568848,0.05936668440699577,0.7364815682587321,0.4780184328556061,0.05936668440699577,0.7548464672781682,0.4558836817741394
Sgk3,0.058018408715724945,0.11536514759063721,1.033589482307434,0.9966996276280876,-0.38652780652046204,1.033589482307434,1.8384781983297904e-05,4.5558013916015625,1.033589482307434,3.556539410689537e-05,4.416171550750732
Mcmdc2,0.0016362781170755625,0.00246193609200418,0.5899707078933716,0.9966996276280876,0.06773945689201355,0.5899707078933716,0.7833378254123352,0.40941211581230164,0.5899707078933716,0.7984096096322639,0.39187371730804443
Ppp1r42,0.0,0.0,0.0,0.9966996276280876,0.07554209232330322,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.5033185482025146,0.2554023265838623,-1.1688109636306763,1.0186108010206384e-38,-13.201216697692871,-1.1688109636306763,6.540232573222171e-35,-12.794000625610352,-1.1688109636306763,5.696356509186025e-31,-12.007783889770508
Cspp1,0.23554247617721558,0.25232285261154175,0.11187981069087982,2.2008221426128172e-07,-5.380913257598877,0.11187981069087982,0.4855910085260896,0.8697518706321716,0.11187981069087982,0.510832849918945,0.8327140212059021
Arfgef1,0.28838595747947693,0.3600413501262665,0.3746381103992462,0.1283339699492066,-1.8210928440093994,0.3746381103992462,0.001521760659465528,3.4440667629241943,0.3746381103992462,0.002594426297139931,3.2997019290924072
Prex2,0.0012426442699506879,0.0009570213151164353,-0.3769960403442383,0.9966996276280876,0.023862764239311218,-0.3769960403442383,0.9113039836812284,-0.22434011101722717,-0.3769960403442383,0.9244695033716107,-0.20795133709907532
A830018L16Rik,0.0,0.0009038609568960965,19.786394119262695,0.9966996276280876,0.11924384534358978,19.786394119262695,0.41177504972688417,1.0,19.786394119262695,0.43766006377295735,1.0
Slco5a1,0.0,0.0,0.0,0.9966996276280876,0.07554209232330322,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.2679012417793274,0.29379335045814514,0.15265075862407684,8.287311964381726e-05,-4.152505874633789,0.15265075862407684,0.2800536207752966,1.3176020383834839,0.15265075862407684,0.3202027238586014,1.2569060325622559
Tram1,0.8232439160346985,0.5327951312065125,-0.8607420921325684,1.5116683392882715e-23,-10.185096740722656,-0.8607420921325684,4.471512847250267e-29,-11.610607147216797,-0.8607420921325684,3.621759482683908e-26,-10.974601745605469
Lactb2,0.13119958341121674,0.10326680541038513,-0.36592936515808105,1.568236532883591e-10,-6.589901924133301,-0.36592936515808105,0.0475998663232199,-2.2534663677215576,-0.36592936515808105,0.06386182047471371,-2.141834020614624
Xkr9,0.00019025873916689306,0.0,-17.537748336791992,0.9966996276280876,0.043736737221479416,-17.537748336791992,0.41177504972688417,-1.0,-17.537748336791992,0.4995329898901709,-0.8522910475730896
Eya1,0.00017874313925858587,0.0,-17.44766616821289,0.9966996276280876,0.043736737221479416,-17.44766616821289,0.41177504972688417,-1.0,-17.44766616821289,0.4995329898901709,-0.8522910475730896
Msc,0.004633596632629633,0.0,-22.147045135498047,0.9966996276280876,-0.40153825283050537,-22.147045135498047,0.0013347879135956304,-3.483360767364502,-22.147045135498047,0.007453146735423836,-2.968837261199951
Trpa1,0.0001204355139634572,0.0,-16.878000259399414,0.9966996276280876,0.043736737221479416,-16.878000259399414,0.41177504972688417,-1.0,-16.878000259399414,0.4995329898901709,-0.8522910475730896
