wilcoxon,t-test,t-test_overestim_var
Rps29,Rps24,Rps24
Rps3a1,Rps29,Rps29
Rpl5,Rpl12,Rpl12
Rpl12,Rps7,Rpl5
Rps24,Tpt1,Rps7
Rpl35a,Rpl5,Tpt1
Rps4x,Rps27,Rps14
Rps14,Rps14,Rps27
Rps8,Rpl35a,Rpl35a
Rps7,Rps16,Rps3a1
Rpl30,Rps3a1,Rps16
Rps16,Rps15a,Rpl30
Rplp1,Rpl30,Rps15a
Rps15a,Rplp1,Rplp1
Tpt1,Rpl21,Rps4x
Rpl21,Rps4x,Rpl21
Rps27,Rpl23,Rpl23
Rps27a,Rpl17,Rpl17
Rplp2,Rpl13,Rps8
Rpl8,Rpl37a,Rplp2
Rpl13,Rplp2,Rpl37a
Rps23,Rps23,Rpl13
Rps19,Rps8,Rps23
Rpl23,Rps27a,Rps19
Rpl17,Rpl9,Rpl9
Rpl9,Rps19,Rps27a
Rpl37a,Rps21,Trdc
Rps20,Rpl19,Rps21
Rps28,Rps20,Rps20
Rpl26,Rps9,Rpl19
Rpl36a,Rpl26,Rpl8
Rps3,Rpl8,Rpl26
Rps21,Rps3,Rps9
mt-Nd2,Rps28,Tcf7
Rps9,Tcf7,Rps3
Rps6,Trdc,Rps28
Rps15,Rpl18a,Rps13
Rpl19,Rps13,Rpl39
Rack1,Rpl39,Rpl36a
mt-Nd4,Rpl27a,Rpl18a
Rps18,Rpl36a,Rps18
Rps5,Rps18,Rpl27a
Rpl7,Rpl34,Rps5
Rpl39,Rps5,Rpl34
Tcf7,mt-Nd2,mt-Nd2
Rps13,Rps15,Rps15
Rpl34,Rack1,Sell
Rpl27a,Sell,Rack1
Eef1a1,Rps6,Rps6
Trdc,Rpl7,Rpl7
Rps25,Fau,mt-Nd4
Rpl18a,mt-Nd4,Ighm
Ltb,Ighm,Fau
Sell,Ltb,Ltb
Rpl18,Rpl18,Dapl1
mt-Atp6,Eef1a1,Rpl18
Rpl11,Btg1,Eef1a1
Ighm,Rpl11,Rapgef6
