wilcoxon,t-test,t-test_overestim_var
S100a10,Ms4a6b,Cd52
Myl6,Tspo,S100a10
Pim1,S100a10,Ms4a6b
S100a6,Ctsd,Ctsd
Cd52,Cd52,Gmfg
Tspo,Gmfg,Tspo
Ms4a6b,Pim1,Myl6
Ifi27l2a,S100a6,Ablim1
Gmfg,Myl6,S100a6
Trac,Ablim1,Ifi27l2a
Ctsd,Btg1,Fxyd5
Ablim1,Junb,Pim1
Lsp1,Fxyd5,Epsti1
S100a13,Selplg,S100a13
Ubc,Epsti1,Tnfaip3
Nkg7,B2m,Selplg
Ms4a4b,H2-D1,S100a11
Itga4,Cd3d,Tmsb4x
S100a11,Cd8b1,Dusp5
Cyba,Ms4a4b,Trac
Cd8b1,Ubc,H2-D1
Selplg,S100a11,B2m
Tnfaip3,Nkg7,Cd3d
S100a4,Cyba,Ubc
Fxyd5,Ifi27l2a,Cd8b1
Tmsb4x,Tnfaip3,Nkg7
Cd3d,Ccl5,Cyba
Crip1,Tmsb4x,Lsp1
Junb,S100a4,Btg1
Epsti1,S100a13,Ms4a4b
Tmem160,Trac,Itga4
Gm8369,Itga4,Slfn2
Bhlhe40,Crip1,Id2
Rac2,Tmem160,Itgal
Slfn2,Slfn2,Ripor2
B2m,Ripor2,Ccl5
Id2,Gimap6,Junb
H2-D1,Id2,S100a4
Sub1,Akap13,Gm8369
Itgal,Gm8369,Tmem160
Dusp5,Dgka,Laptm5
Trbc2,Hopx,Akap13
Vps37b,Cd3e,Ifi214
Akap13,Dusp5,Cd3e
Il18rap,Lsp1,Dgka
Samhd1,Abracl,Sdcbp2
Srgn,Prdx5,Rac2
Sh3bgrl3,Trbc2,Arap2
Cd3e,Itgal,Il18rap
Itm2b,Il18rap,Itgax
Arap2,H2-K1,Vps37b
Pnrc1,Ptprc,Gimap6
Abracl,Pdcd4,Chic2
Rap1b,Arap2,Bhlhe40
Cxcr6,Chic2,Crip1
Laptm5,Rac2,Ptprc
Ppp1r18,Gimap4,Atxn1
Ripor2,Bhlhe40,Samhd1
Prdx5,Hcst,Pdcd4
Clk1,Irf2,Ctla2a
Ankrd44,Vps37b,Gimap4
Npc2,Gimap3,Hopx
Coro1a,Sept1,Cxcr6
Ahnak,Rap1b,Trbc2
Ccl4,Ppp1r18,Sub1
Arhgdib,Ctla2a,Dock2
Btg2,Sub1,H2-K1
Dgka,Ctsw,Clk1
Ppp1r12a,Samhd1,Ccl4
Atxn1,Gimap7,Irf2
Tbc1d10c,Fyn,Hcst
Gramd3,Laptm5,Rap1b
H2-Q7,Ahnak,Abracl
Slc3a2,Tpt1,Itm2b
Hcst,Btg2,Ankrd44
Gpr183,Dock2,Arpc1b
Arpc1b,Ets1,Prdx5
Pdcd4,Cxcr6,Gramd3
Dock2,Cd3g,Hsd11b1
Chic2,Stk17b,Ets1
Ctsw,Zfp36l2,Fyn
Sept1,Arpc1b,Ppp1r18
Ctla2a,Clic1,Gimap3
H2-T23,Cd48,Cd2
Sdcbp2,Gramd3,Stk17b
Stk17b,Atxn1,Gimap7
Fyn,Slc3a2,Zfp36l2
Btg1,Tbc1d10c,Foxn3
Arpc2,Clk1,Slc3a2
Gimap6,H2-Q7,Tbc1d10c
Ptprc,Ifi214,Ifi213
Hopx,Itm2b,Npc2
