wilcoxon,t-test,t-test_overestim_var
Gzmb,Gzmb,Gzmb
Cxcr6,Ccl5,Ccl5
Ccl5,Ctsd,Cxcr6
Selplg,Selplg,Ctsd
Id2,Cxcr6,Prf1
Ctsd,Pim1,Id2
Prf1,Cyba,Selplg
Rap1b,Id2,Glrx
Nkg7,Cd48,Rap1b
Cd48,Rap1b,Nkg7
Lgals3,Hopx,Dusp5
Ccr2,Prf1,Cd48
Ccl4,S100a10,Cyba
Pycard,Lgals3,Ccl4
Glrx,Nkg7,Lgals3
Hopx,Ahnak,
Myl6,S100a6,
Epsti1,Lgals1,
S100a10,Myl6,
Lsp1,Tspo,
Cyba,Pycard,
Dusp5,Dusp5,
Pim1,Il18rap,
Ahnak,Sub1,
Ifngr1,Crip1,
Sub1,Glrx,
S100a13,Cd47,
Lgals1,Ifngr1,
S100a4,Ccl4,
Tmsb4x,H2-D1,
Cd47,Ppp1r18,
Def6,Klf13,
Klf13,Epsti1,
H2-D1,Tmem160,
Il18rap,Cuta,
Gzmk,Def6,
Itgax,Ctla2a,
H2-Q7,H2-Q7,
Ppp1r18,Btg1,
Crip1,Ccr2,
S1pr4,Ablim1,
Myo1g,Gimap7,
Thy1,S100a4,
AA467197,Chic2,
Wdr95,Lman2,
Fxyd5,Mbd2,
S100a6,Esyt1,
Ugcg,Ubc,
Ctla2a,Emp3,
Rom1,Tmsb4x,
Rabac1,Junb,
Tspo,Itgax,
Mbd2,Prdx5,
Emp3,Myo1g,
Btg2,Ripor2,
Sh3bgrl3,Gzmk,
Lpgat1,AA467197,
1700017B05Rik,Wdr95,
Foxn3,Ankrd11,
B4galt1,Thy1,
Gimap7,1700017B05Rik,
Ankrd11,Fxyd5,
Dnajb6,Rabac1,
Ccr5,Ms4a6b,
Vasp,Btg2,
Cuta,Vps37b,
Reep5,Gmfg,
Ablim1,Ppp1r35,
Arpc2,S1pr4,
Tmem160,Cyth4,
Gna15,S100a13,
Ppp3cb,Foxn3,
Ripor2,B4galt1,
Hip1r,Ccr5,
Acsbg1,Hcst,
Laptm5,Clic1,
Ankrd44,Rom1,
Chic2,Pfkp,
Esyt1,Ugcg,
Hcst,Ankrd44,
Glipr2,Gbp7,
Ppp1r35,Tbc1d10c,
Hsd11b1,Samhd1,
Ubc,Tmem163,
Arpc1b,Tecpr1,
Apbb1ip,Glipr2,
Dock2,Arpc2,
Gbp7,Gna15,
Tgoln1,Slc3a2,
Vps37b,Itga4,
Malt1,Hip1r,
Samhd1,Kmt2e,
Kmt2e,Pstpip1,
Mob4,Lpgat1,
Ccnd2,Tm6sf1,
Tmem163,Cd8b1,
Prex1,Mob4,
Gmfg,Klrd1,
Serinc3,Rab5if,
Grb2,Npc2,
D16Ertd472e,Malt1,
Tecpr1,Cd2,
Serpinb9,Tgoln1,
Calm1,Ccnd2,
Cyth4,,
Btg1,,
Rnf125,,
Baiap3,,
Npc2,,
Tbc1d10c,,
Tmod3,,
Clic1,,
Rasgrp2,,
Cd2,,
Tm6sf1,,
Fam241a,,
Grap2,,
Snx5,,
Klrd1,,
Pstpip1,,
Elf1,,
Pitpnc1,,
Cdc42,,
Golm1,,
Bet1l,,
Actg1,,
Atp6v0e,,
Rhoa,,
Lilr4b,,
Zbtb7a,,
