,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.2402268,0.3764355182647705,True,0.17323033984142414,0.9117051124757062,0.2872366445897008,14.271928556652453,0.4769895793497564,0.0672384575009346,0.1998167634010315,0.3427565777650774,0.0,0.0,0.3370576071488462,0.16610129833339268,0.5710659087475003,0.3857181244809734,2.793913759756425,0.4493749141693115
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.118039295,0.24184709787368774,True,0.012992441435142759,0.1265845323783048,0.2007538464499333,13.125336121223988,2.7222500771284106,0.031201180070638657,0.01805192604660988,0.27571364314598656,0.0,0.0,1.9316287205974955e-11,0.09386188579777964,0.046194739198183704,0.6724894697786132,3.199413340349749,0.31338703632354736
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7391398,-0.6087633371353149,False,,,,,,,,,,,,,,,,-0.5484408140182495
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.37120077,0.456248939037323,True,0.5146894304053964,0.935237908961416,0.3570306285363706,12.022642507172527,0.18338654302060606,0.13602739572525024,0.3504779636859894,0.588297998011027,0.0,0.0,0.4394149165187849,0.33682568782287226,1.1293246382526283,0.16384978313513826,2.672948366283309,0.5711978077888489
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2948238,-0.32015788555145264,False,,,,,,,,,,,,,,,,-0.17874538898468018
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.900714,-18.47432518005371,False,,,,,,,,,,,,,,,,-11.321779251098633
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.53062576,-0.09859275817871094,False,,,,,,,,,,,,,,,,0.26337385177612305
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8443098,-0.6044105291366577,False,,,,,,,,,,,,,,,,-0.6009407043457031
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003076727,-4.2024054527282715,False,,,,,,,,,,,,,,,,-0.09735941886901855
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.7202806,-3.326089382171631,False,,,,,,,,,,,,,,,,-3.177816390991211
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.08891549,0.005159735679626465,False,,,,,,,,,,,,,,,,0.17707884311676025
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.12087731,0.6895716488361359,True,1.382123944087347,2.542178459334121,0.24652115558713403,13.77983222104914,0.05935980919748545,0.19264696538448334,1.7606353759765625,0.8026323673630755,0.0,0.0,0.4687431544419932,0.43391459434695134,4.215980864097846,0.10807817751130938,3.4238277902630614,0.8716904670000076
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.9175577,-0.8473340272903442,False,,,,,,,,,,,,,,,,-0.7754001617431641
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,108.5878,-0.473429799079895,False,,,,,,,,,,,,,,,,-0.4683797359466553
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.22630474,-0.24845457077026367,False,,,,,,,,,,,,,,,,-0.2296161651611328
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.81019014,-2.573094129562378,False,,,,,,,,,,,,,,,,-1.5795271396636963
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.08300004,-2.8712942600250244,False,,,,,,,,,,,,,,,,-0.0909808874130249
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.8917287,-3.691108226776123,False,,,,,,,,,,,,,,,,-2.414490222930908
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.619703,0.8374916315078735,False,0.05519296199339976,0.02418670355023974,0.10781392680051485,22.130312434111683,9.520070028305053,0.961186408996582,0.1363016963005066,0.49421160166131883,0.0,0.0,0.1540372986351639,2.2823908079076713,0.3457684785705702,0.22869893467399025,5.862960170826179,0.8386541903018951
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.1154656,-0.05434715747833252,False,,,,,,,,,,,,,,,,-0.04655885696411133
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.7899522,-1.9412696361541748,False,,,,,,,,,,,,,,,,-1.7857093811035156
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.8389427,-1.4853932857513428,False,,,,,,,,,,,,,,,,-1.4798688888549805
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.362674,-1.5446784496307373,False,,,,,,,,,,,,,,,,-1.2961070537567139
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.45391694,0.17525196075439453,True,0.06561069956503779,0.15816869330659572,0.06954992620658103,25.721399753923414,1.2128838811814786,0.1525600552558899,0.1998375803232193,0.3115957584292758,0.0,0.0,0.2112379090268376,0.3763486146447462,0.40090651147404754,0.5685786834797163,8.452480482139874,0.17713910341262817
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.4471933,-1.157095193862915,False,,,,,,,,,,,,,,,,-1.1280467510223389
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.20746474,-0.6825823783874512,False,,,,,,,,,,,,,,,,-0.12250292301177979
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.5906973,-0.7076644897460938,False,,,,,,,,,,,,,,,,-0.39832985401153564
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.049395047,-4.211857318878174,False,,,,,,,,,,,,,,,,-0.0033506155014038086
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,0.8751512,0.16832643747329712,True,0.04154872440249109,0.056244419373555454,0.06883161873083386,26.17658755060275,3.562888757586479,0.2863749861717224,0.11122193187475204,0.356586421540164,0.0,0.0,0.10032633497492394,0.6795278741658125,0.2923264146204395,0.4427278656565632,7.132560945386376,0.2067028284072876
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.88683176,-0.6778455972671509,False,,,,,,,,,,,,,,,,-0.6729868650436401
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,0.9483506,-2.0607643127441406,False,,,,,,,,,,,,,,,,-1.5890896320343018
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.088994086,-2.6121127605438232,False,,,,,,,,,,,,,,,,-0.026407361030578613
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,8.438535,-1.7749319076538086,False,,,,,,,,,,,,,,,,-0.45500361919403076
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,8.300322,0.305677592754364,False,0.06700999619267264,0.005830890486773398,0.06829228594351856,34.33491423304521,34.283133602142335,4.598371505737305,0.20790036022663116,0.716812704109533,0.0,0.0,0.19992581804646703,10.791592066509816,0.47660639357415896,0.10714472777290283,7.753830486177934,0.5894364416599274
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.8071112,-0.20323598384857178,False,,,,,,,,,,,,,,,,0.016121327877044678
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.48534232,-0.406471848487854,False,,,,,,,,,,,,,,,,-0.38554513454437256
