wilcoxon,t-test,t-test_overestim_var
Ccl5,Ccl5,Ccl5
Lgals1,Lgals1,Lgals1
Nkg7,Ahnak,Ahnak
S100a10,Ly6c2,Ly6c2
Ahnak,Zeb2,Zeb2
S100a6,S100a4,S100a4
Ly6c2,S100a6,S100a6
S100a4,Il18rap,Gzmb
Gzmb,Gzmb,Il18rap
Zeb2,S100a10,S100a10
Tmsb4x,Nkg7,Nkg7
Il18rap,Itgb1,Itgb1
Ctsd,Cx3cr1,Cx3cr1
Itga4,Klrc1,Klrc1
Itgb1,Klrg1,Klrg1
Rap1b,Bhlhe40,Ctsd
Klrc1,Ctsd,Itga4
Cx3cr1,Itga4,Bhlhe40
H2az1,Tmsb4x,Tmsb4x
Abracl,Hopx,Hopx
Ccl4,Gzma,Gzma
Laptm5,Ccl4,Ccl4
Bhlhe40,Rora,Rora
Rac2,Rap1b,Rap1b
Hopx,Id2,Id2
Klrg1,Klrk1,Klrk1
Myl6,Ifng,S100a13
Srgn,S100a13,Ifng
Lsp1,Klrc2,H2az1
S100a13,H2az1,Abracl
H2-D1,Abracl,Klrc2
Cyba,H2-D1,H2-D1
Jak1,Srgn,Srgn
Id2,Lsp1,Lsp1
Hmgb2,Rac2,Rac2
Gzma,Myl6,Myl6
Rora,Laptm5,Laptm5
Cd48,Dusp5,Dusp5
Crip1,Ccr2,Ccr2
Sub1,Plek,Plek
Ifng,Tnfaip3,Tnfaip3
Itgal,Jak1,Cyba
Spn,Cyba,Jak1
Ms4a4b,Hmgb2,Hmgb2
Itgb2,Lgals3,Cd48
Pycard,Ctla2a,Zyx
Tnfaip3,Cd48,Lgals3
H2-Q7,Zyx,Itgal
Vim,Itgal,Ctla2a
Zyx,Spn,Spn
Klrk1,Itgb2,Itgb2
Gabarapl2,Crip1,Crip1
Reep5,Reep5,Reep5
Hcst,Gabarapl2,Gabarapl2
Atp5h,Sub1,Sub1
Actb,Vim,Vim
Dusp5,Pycard,Pycard
Actg1,Actb,Actb
Klrc2,Ms4a4b,Ms4a4b
Ostf1,S1pr5,H2-Q7
Ptprc,H2-Q7,S1pr5
Krtcap2,Atp2b1,Atp2b1
S100a11,Dennd4a,Dennd4a
Lgals3,Il18r1,Actg1
Ctla2a,Actg1,Hcst
Sh3bgrl3,Hcst,Ptprc
Arpc2,Prr13,Prr13
Gmfg,Ptprc,Il18r1
Ppp1r12a,Ppp1r12a,Ppp1r12a
Plek,Prf1,Prf1
Atp2b1,Chsy1,S100a11
H3f3b,S100a11,Chsy1
Klrd1,Krtcap2,Krtcap2
Ier2,Atp5h,Atp5h
Ccr2,Ostf1,Ostf1
Cdc42,Fyn,Ier2
